,kew_id,tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
8724,913344-1,"['ANG', 'BEN', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'TAN', 'UGA', 'ZAI']",Simicratea welwitschii,913344-1,Species,Simicratea welwitschii,913344-1
8725,162795-1,"['THA', 'VIE']",Siphonodon annamensis,162795-1,Species,Siphonodon annamensis,162795-1
8726,162796-1,"['NSW', 'QLD']",Siphonodon australis,162796-1,Species,Siphonodon australis,162796-1
8727,162797-1,"['AND', 'BAN', 'BOR', 'CBD', 'EHM', 'JAW', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NWG', 'PHI', 'SUL', 'SUM', 'THA', 'VIE']",Siphonodon celastrineus,162797-1,Species,Siphonodon celastrineus,162797-1
8728,162799-1,['QLD'],Siphonodon membranaceus,162799-1,Species,Siphonodon membranaceus,162799-1
8729,162800-1,['NWG'],Siphonodon peltatus,162800-1,Species,Siphonodon peltatus,162800-1
8730,162801-1,['QLD'],Siphonodon pendulus,162801-1,Species,Siphonodon pendulus,162801-1
8731,821875-1,['SOA'],Stackhousia annua,821875-1,Species,Stackhousia annua,821875-1
8732,821877-1,"['SOA', 'TAS', 'VIC']",Stackhousia aspericocca,821877-1,Species,Stackhousia aspericocca,821877-1
8733,821879-1,"['NSW', 'NTA', 'QLD', 'SOA', 'VIC', 'WAU']",Stackhousia clementii,821879-1,Species,Stackhousia clementii,821879-1
8734,821881-1,['WAU'],Stackhousia dielsii,821881-1,Species,Stackhousia dielsii,821881-1
8735,821891-1,"['CRL', 'MOL', 'NWG', 'NTA', 'PHI', 'QLD', 'SOA', 'SUL', 'SUM', 'VIC', 'WAU']",Stackhousia intermedia,821891-1,Species,Stackhousia intermedia,821891-1
8736,821897-1,"['NTA', 'SOA', 'WAU']",Stackhousia megaloptera,821897-1,Species,Stackhousia megaloptera,821897-1
8737,821899-1,"['NZN', 'NZS']",Stackhousia minima,821899-1,Species,Stackhousia minima,821899-1
8738,821901-1,"['NSW', 'QLD', 'SOA', 'TAS', 'VIC', 'WAU']",Stackhousia monogyna,821901-1,Species,Stackhousia monogyna,821901-1
8739,821904-1,"['NSW', 'NTA', 'QLD', 'SOA', 'WAU']",Stackhousia muricata,821904-1,Species,Stackhousia muricata,821904-1
8740,821905-1,"['NSW', 'QLD', 'VIC']",Stackhousia nuda,821905-1,Species,Stackhousia nuda,821905-1
8741,821909-1,"['NSW', 'TAS', 'VIC']",Stackhousia pulvinaris,821909-1,Species,Stackhousia pulvinaris,821909-1
8742,821910-1,"['WAU', 'NSW']",Stackhousia scoparia,821910-1,Species,Stackhousia scoparia,821910-1
8743,821911-1,"['NSW', 'QLD', 'SOA', 'TAS', 'VIC']",Stackhousia spathulata,821911-1,Species,Stackhousia spathulata,821911-1
8744,77115053-1,['WAU'],Stackhousia stratfordiae,77115053-1,Species,Stackhousia stratfordiae,77115053-1
8745,77080451-1,"['NSW', 'SOA', 'TAS', 'VIC']",Stackhousia subterranea,77080451-1,Species,Stackhousia subterranea,77080451-1
8746,821914-1,['WAU'],Stackhousia umbellata,821914-1,Species,Stackhousia umbellata,821914-1
8747,821916-1,"['NSW', 'NTA', 'QLD', 'SOA', 'TAS', 'VIC', 'WAU']",Stackhousia viminea,821916-1,Species,Stackhousia viminea,821916-1
8748,251991-2,['JAM'],Tetrasiphon jamaicensis,251991-2,Species,Tetrasiphon jamaicensis,251991-2
8749,431385-1,"['CMN', 'GAB']",Thyrsosalacia nematobrachion,431385-1,Species,Thyrsosalacia nematobrachion,431385-1
8750,931399-1,"['CMN', 'GAB']",Thyrsosalacia pararacemosa,931399-1,Species,Thyrsosalacia pararacemosa,931399-1
8751,943670-1,['CMN'],Thyrsosalacia racemosa,943670-1,Species,Thyrsosalacia racemosa,943670-1
8752,431386-1,['GAB'],Thyrsosalacia viciifolia,431386-1,Species,Thyrsosalacia viciifolia,431386-1
8753,162852-1,"['BOL', 'BZN', 'BZC', 'CLM', 'ECU', 'GUY', 'PAN', 'PER', 'VEN']",Tontelea attenuata,162852-1,Species,Tontelea attenuata,162852-1
8754,255063-2,"['BZN', 'CLM', 'PER', 'VEN']",Tontelea congestiflora,255063-2,Species,Tontelea congestiflora,255063-2
8755,255064-2,['BZL'],Tontelea corcovadensis,255064-2,Species,Tontelea corcovadensis,255064-2
8756,255065-2,"['CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",Tontelea coriacea,255065-2,Species,Tontelea coriacea,255065-2
8757,255066-2,"['BZN', 'ECU', 'PER']",Tontelea corymbosa,255066-2,Species,Tontelea corymbosa,255066-2
8758,255068-2,"['BZN', 'FRG', 'SUR', 'VEN']",Tontelea cylindrocarpa,255068-2,Species,Tontelea cylindrocarpa,255068-2
8759,255070-2,"['BOL', 'BZN', 'CLM', 'PER']",Tontelea emarginata,255070-2,Species,Tontelea emarginata,255070-2
8760,60442579-2,['PER'],Tontelea fuliginea,60442579-2,Species,Tontelea fuliginea,60442579-2
8761,255073-2,"['BLZ', 'COS', 'ECU', 'GUA', 'HON', 'MXT', 'PAN', 'VEN']",Tontelea hondurensis,255073-2,Species,Tontelea hondurensis,255073-2
8762,255074-2,"['BZL', 'CLM']",Tontelea lanceolata,255074-2,Species,Tontelea lanceolata,255074-2
8763,255075-2,"['BOL', 'BZN', 'BZE', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",Tontelea laxiflora,255075-2,Species,Tontelea laxiflora,255075-2
8764,255076-2,"['BZE', 'BZL']",Tontelea leptophylla,255076-2,Species,Tontelea leptophylla,255076-2
8765,255077-2,['BZL'],Tontelea martiana,255077-2,Species,Tontelea martiana,255077-2
8766,255078-2,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'CLM', 'ECU', 'PER', 'VEN']",Tontelea mauritioides,255078-2,Species,Tontelea mauritioides,255078-2
8767,431404-1,"['BOL', 'BZN', 'BZE', 'BZS', 'BZL', 'BZC', 'PAR']",Tontelea micrantha,431404-1,Species,Tontelea micrantha,431404-1
8768,255079-2,"['BZE', 'BZS', 'BZL']",Tontelea miersii,255079-2,Species,Tontelea miersii,255079-2
8769,77112015-1,"['BOL', 'BZN', 'BZL', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'VEN']",Tontelea passiflora,77112015-1,Species,Tontelea passiflora,77112015-1
8770,255086-2,"['FRG', 'GUY', 'VEN']",Tontelea sandwithii,255086-2,Species,Tontelea sandwithii,255086-2
8771,255087-2,"['BZE', 'BZL']",Tontelea tenuicula,255087-2,Species,Tontelea tenuicula,255087-2
8772,255159-2,"['CUB', 'DOM', 'PUE']",Torralbasia cuneifolia,255159-2,Species,Torralbasia cuneifolia,255159-2
8773,77224433-1,"['CUB', 'DOM', 'PUE']",Torralbasia cuneifolia subsp. cuneifolia,77224433-1,Subspecies,Torralbasia cuneifolia,255159-2
8774,255160-2,['CUB'],Torralbasia cuneifolia var. rotundata,255160-2,Variety,Torralbasia cuneifolia,255159-2
8775,255161-2,['CUB'],Torralbasia cuneifolia subsp. verrucosa,255161-2,Subspecies,Torralbasia cuneifolia,255159-2
8776,821919-1,['WAU'],Tripterococcus brunonis,821919-1,Species,Tripterococcus brunonis,821919-1
8777,162904-1,['JAP'],Tripterygium doianum,162904-1,Species,Tripterygium doianum,162904-1
8778,162907-1,"['JAP', 'KOR', 'CHM']",Tripterygium regelii,162907-1,Species,Tripterygium regelii,162907-1
8779,162908-1,"['CHC', 'CHS', 'MYA', 'TAI', 'CHT', 'VIE']",Tripterygium wilfordii,162908-1,Species,Tripterygium wilfordii,162908-1
8780,431415-1,"['CAB', 'CMN', 'CON', 'GAB', 'ZAI']",Tristemonanthus mildbraedianus,431415-1,Species,Tristemonanthus mildbraedianus,431415-1
8781,431417-1,"['CON', 'IVO', 'LBR']",Tristemonanthus nigrisilvae,431417-1,Species,Tristemonanthus nigrisilvae,431417-1
8782,77116583-1,"['ANG', 'CMN', 'CAF', 'CON', 'SUD', 'TAN', 'UGA', 'ZAI']",Trochantha graciliflora,77116583-1,Species,Trochantha graciliflora,77116583-1
8783,77231360-1,"['ANG', 'CMN', 'CAF', 'CON', 'SUD', 'TAN', 'UGA', 'ZAI']",Trochantha graciliflora subsp. graciliflora,77231360-1,Subspecies,Trochantha graciliflora,77116583-1
8784,77116586-1,['TAN'],Trochantha graciliflora subsp. newalensis,77116586-1,Subspecies,Trochantha graciliflora,77116583-1
8785,77116587-1,"['CMN', 'CAF', 'ZAI']",Trochantha preussii,77116587-1,Species,Trochantha preussii,77116587-1
8786,77130726-1,"['CON', 'GAB', 'ZAI']",Wilczekra congolensis,77130726-1,Species,Wilczekra congolensis,77130726-1
8787,77153605-1,['GAB'],Wilczekra gabonica,77153605-1,Species,Wilczekra gabonica,77153605-1
8788,268811-2,"['ELS', 'GUA', 'MXT']",Wimmeria acuminata,268811-2,Species,Wimmeria acuminata,268811-2
8789,268812-2,"['BLZ', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'PAN']",Wimmeria bartlettii,268812-2,Species,Wimmeria bartlettii,268812-2
8790,268814-2,['MXT'],Wimmeria chiapensis,268814-2,Species,Wimmeria chiapensis,268814-2
8791,162924-1,"['HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC']",Wimmeria concolor,162924-1,Species,Wimmeria concolor,162924-1
8792,162925-1,"['GUA', 'MXS']",Wimmeria confusa,162925-1,Species,Wimmeria confusa,162925-1
8793,30135088-2,"['ELS', 'GUA', 'HON']",Wimmeria cyclocarpa,30135088-2,Species,Wimmeria cyclocarpa,30135088-2
8794,77178650-1,"['COS', 'HON', 'NIC']",Wimmeria excoriata,77178650-1,Species,Wimmeria excoriata,77178650-1
8795,268818-2,"['MXC', 'MXS']",Wimmeria lanceolata,268818-2,Species,Wimmeria lanceolata,268818-2
8796,60452454-2,['MXT'],Wimmeria lundelliana,60452454-2,Species,Wimmeria lundelliana,60452454-2
8797,268819-2,"['MXE', 'MXN', 'MXS']",Wimmeria mexicana,268819-2,Species,Wimmeria mexicana,268819-2
8798,317303-2,"['MXC', 'MXG', 'MXE', 'MXS']",Wimmeria microphylla,317303-2,Species,Wimmeria microphylla,317303-2
8799,268821-2,['MXT'],Wimmeria montana,268821-2,Species,Wimmeria montana,268821-2
8800,268822-2,"['MXG', 'MXT']",Wimmeria obtusifolia,268822-2,Species,Wimmeria obtusifolia,268822-2
8801,162937-1,"['MXC', 'MXG', 'MXE', 'MXT', 'MXS']",Wimmeria persicifolia,162937-1,Species,Wimmeria persicifolia,162937-1
8802,162938-1,"['GUA', 'HON', 'MXC', 'MXG', 'MXT', 'MXS', 'NIC']",Wimmeria pubescens,162938-1,Species,Wimmeria pubescens,162938-1
8803,162939-1,"['MXC', 'MXT', 'MXS']",Wimmeria serrulata,162939-1,Species,Wimmeria serrulata,162939-1
8804,268823-2,"['COS', 'MXT', 'MXS', 'NIC', 'PAN']",Wimmeria sternii,268823-2,Species,Wimmeria sternii,268823-2
8805,162941-1,"['MOL', 'NWG']",Xylonymus versteeghii,162941-1,Species,Xylonymus versteeghii,162941-1
8806,271164-2,"['BOL', 'CLM', 'ECU', 'PER', 'VEN']",Zinowiewia australis,271164-2,Species,Zinowiewia australis,271164-2
8807,287209-2,['VEN'],Zinowiewia aymardii,287209-2,Species,Zinowiewia aymardii,287209-2
8808,271165-2,"['MXC', 'MXG', 'MXE', 'MXS']",Zinowiewia concinna,271165-2,Species,Zinowiewia concinna,271165-2
8809,271167-2,"['ELS', 'NIC']",Zinowiewia cuneifolia,271167-2,Species,Zinowiewia cuneifolia,271167-2
8810,162946-1,"['CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC', 'PAN']",Zinowiewia integerrima,162946-1,Species,Zinowiewia integerrima,162946-1
8811,306589-2,['ECU'],Zinowiewia madsenii,306589-2,Species,Zinowiewia madsenii,306589-2
8812,271168-2,['MXT'],Zinowiewia matudae,271168-2,Species,Zinowiewia matudae,271168-2
8813,271169-2,['PAN'],Zinowiewia micrantha,271169-2,Species,Zinowiewia micrantha,271169-2
8814,271171-2,['BLZ'],Zinowiewia pallida,271171-2,Species,Zinowiewia pallida,271171-2
8815,287210-2,['MXG'],Zinowiewia pauciflora,287210-2,Species,Zinowiewia pauciflora,287210-2
8816,271172-2,"['ELS', 'GUA', 'MXT']",Zinowiewia rubra,271172-2,Species,Zinowiewia rubra,271172-2
8817,77177904-1,['CLM'],Zinowiewia sebastianii,77177904-1,Species,Zinowiewia sebastianii,77177904-1
8818,271173-2,['CLM'],Zinowiewia sulphurea,271173-2,Species,Zinowiewia sulphurea,271173-2
8819,271174-2,['MXT'],Zinowiewia tacanensis,271174-2,Species,Zinowiewia tacanensis,271174-2
8820,742822-1,['BOR'],Acranthera abbreviata,742822-1,Species,Acranthera abbreviata,742822-1
8821,742823-1,['IND'],Acranthera anamallica,742823-1,Species,Acranthera anamallica,742823-1
8822,742824-1,['BOR'],Acranthera athroophlebia,742824-1,Species,Acranthera athroophlebia,742824-1
8823,742825-1,['BOR'],Acranthera atropella,742825-1,Species,Acranthera atropella,742825-1
8824,742826-1,['BOR'],Acranthera aurantiaca,742826-1,Species,Acranthera aurantiaca,742826-1
8825,742827-1,['BOR'],Acranthera axilliflora,742827-1,Species,Acranthera axilliflora,742827-1
8826,742828-1,['BOR'],Acranthera bullata,742828-1,Species,Acranthera bullata,742828-1
8827,77151672-1,['MYA'],Acranthera burmanica,77151672-1,Species,Acranthera burmanica,77151672-1
8828,742829-1,['BOR'],Acranthera capitata,742829-1,Species,Acranthera capitata,742829-1
8829,77176981-1,['SRL'],Acranthera ceylanica,77176981-1,Species,Acranthera ceylanica,77176981-1
8830,77206660-1,['BOR'],Acranthera collina,77206660-1,Species,Acranthera collina,77206660-1
8831,909908-1,['MLY'],Acranthera didymocarpa,909908-1,Species,Acranthera didymocarpa,909908-1
8832,742831-1,['BOR'],Acranthera endertii,742831-1,Species,Acranthera endertii,742831-1
8833,742832-1,['BOR'],Acranthera frutescens,742832-1,Species,Acranthera frutescens,742832-1
8834,742833-1,['IND'],Acranthera grandiflora,742833-1,Species,Acranthera grandiflora,742833-1
8835,742835-1,['BOR'],Acranthera hallieri,742835-1,Species,Acranthera hallieri,742835-1
8836,742836-1,['BOR'],Acranthera hirtostipula,742836-1,Species,Acranthera hirtostipula,742836-1
8837,77200965-1,['VIE'],Acranthera hoangii,77200965-1,Species,Acranthera hoangii,77200965-1
8838,742837-1,['BOR'],Acranthera involucrata,742837-1,Species,Acranthera involucrata,742837-1
8839,742838-1,['BOR'],Acranthera johannis-winkleri,742838-1,Species,Acranthera johannis-winkleri,742838-1
8840,742839-1,['BOR'],Acranthera lanceolata,742839-1,Species,Acranthera lanceolata,742839-1
8841,742840-1,['SUM'],Acranthera longipes,742840-1,Species,Acranthera longipes,742840-1
8842,742842-1,['BOR'],Acranthera longipetiolata,742842-1,Species,Acranthera longipetiolata,742842-1
8843,742843-1,['BOR'],Acranthera maculata,742843-1,Species,Acranthera maculata,742843-1
8844,742845-1,['BOR'],Acranthera megaphylla,742845-1,Species,Acranthera megaphylla,742845-1
8845,742846-1,['BOR'],Acranthera monantha,742846-1,Species,Acranthera monantha,742846-1
8846,742850-1,['BOR'],Acranthera nieuwenhuisii,742850-1,Species,Acranthera nieuwenhuisii,742850-1
8847,742851-1,['BOR'],Acranthera ophiorhizoides,742851-1,Species,Acranthera ophiorhizoides,742851-1
8848,742852-1,['BOR'],Acranthera parviflora,742852-1,Species,Acranthera parviflora,742852-1
8849,742853-1,['PHI'],Acranthera philippinensis,742853-1,Species,Acranthera philippinensis,742853-1
8850,742854-1,['BOR'],Acranthera ruttenii,742854-1,Species,Acranthera ruttenii,742854-1
8851,742855-1,['BOR'],Acranthera salmonea,742855-1,Species,Acranthera salmonea,742855-1
8852,742856-1,['THA'],Acranthera siamensis,742856-1,Species,Acranthera siamensis,742856-1
8853,742857-1,['BOR'],Acranthera siliquosa,742857-1,Species,Acranthera siliquosa,742857-1
8854,742858-1,['SUM'],Acranthera simalurensis,742858-1,Species,Acranthera simalurensis,742858-1
8855,742859-1,"['CHC', 'VIE']",Acranthera sinensis,742859-1,Species,Acranthera sinensis,742859-1
8856,742860-1,['BOR'],Acranthera strigosa,742860-1,Species,Acranthera strigosa,742860-1
8857,742861-1,"['ASS', 'BAN']",Acranthera tomentosa,742861-1,Species,Acranthera tomentosa,742861-1
8858,742863-1,['BOR'],Acranthera variegata,742863-1,Species,Acranthera variegata,742863-1
8859,742864-1,['BOR'],Acranthera velutinervia,742864-1,Species,Acranthera velutinervia,742864-1
8860,77177226-1,['MLY'],Acranthera virescens,77177226-1,Species,Acranthera virescens,77177226-1
8861,742865-1,['SUM'],Acranthera yatesii,742865-1,Species,Acranthera yatesii,742865-1
8862,3533-2,['CLM'],Acrobotrys discolor,3533-2,Species,Acrobotrys discolor,3533-2
8863,3865-2,['JAM'],Acrosynanthus jamaicensis,3865-2,Species,Acrosynanthus jamaicensis,3865-2
8864,3866-2,['CUB'],Acrosynanthus latifolius,3866-2,Species,Acrosynanthus latifolius,3866-2
8865,3868-2,['CUB'],Acrosynanthus minor,3868-2,Species,Acrosynanthus minor,3868-2
8866,3869-2,['CUB'],Acrosynanthus ovatus,3869-2,Species,Acrosynanthus ovatus,3869-2
8867,3870-2,['CUB'],Acrosynanthus parvifolius,3870-2,Species,Acrosynanthus parvifolius,3870-2
8868,3871-2,['CUB'],Acrosynanthus revolutus,3871-2,Species,Acrosynanthus revolutus,3871-2
8869,3872-2,['CUB'],Acrosynanthus trachyphyllus,3872-2,Species,Acrosynanthus trachyphyllus,3872-2
8870,4173-2,['CUB'],Acunaeanthus tinifolius,4173-2,Species,Acunaeanthus tinifolius,4173-2
8871,979701-1,"['CAB', 'CMN', 'CON', 'GAB', 'IVO', 'NGA', 'ZAI']",Adenorandia kalbreyeri,979701-1,Species,Adenorandia kalbreyeri,979701-1
8872,742903-1,"['ASS', 'BAN', 'CBD', 'CHC', 'CHS', 'EHM', 'IND', 'LAO', 'MLY', 'MYA', 'SRL', 'THA', 'VIE']",Adina cordifolia,742903-1,Species,Adina cordifolia,742903-1
8873,742904-1,"['MLY', 'THA']",Adina dissimilis,742904-1,Species,Adina dissimilis,742904-1
8874,77142551-1,"['BOR', 'MLY', 'SUM']",Adina eurhyncha,77142551-1,Species,Adina eurhyncha,77142551-1
8875,742905-1,"['MOL', 'SUL']",Adina fagifolia,742905-1,Species,Adina fagifolia,742905-1
8876,77142552-1,"['MLY', 'THA']",Adina malaccensis,77142552-1,Species,Adina malaccensis,77142552-1
8877,742916-1,"['CHS', 'CHH', 'THA']",Adina metcalfii,742916-1,Species,Adina metcalfii,742916-1
8878,742920-1,"['MOL', 'NWG', 'PHI']",Adina multifolia,742920-1,Species,Adina multifolia,742920-1
8879,742927-1,"['CHC', 'CHS', 'CHH', 'JAP', 'VIE']",Adina pilulifera,742927-1,Species,Adina pilulifera,742927-1
8880,742930-1,"['CHS', 'VIE']",Adina pubicostata,742930-1,Species,Adina pubicostata,742930-1
8881,742932-1,"['CHN', 'CHS', 'KOR']",Adina rubella,742932-1,Species,Adina rubella,742932-1
8882,742939-1,"['ASS', 'BAN', 'BOR', 'CBD', 'CHC', 'CHS', 'JAW', 'LAO', 'MLY', 'MOL', 'MYA', 'NWG', 'PHI', 'SUL', 'SUM', 'THA', 'VIE']",Adina trichotoma,742939-1,Species,Adina trichotoma,742939-1
8883,77187928-1,"['BOL', 'BZN', 'CLM', 'ECU', 'PER']",Adolphoduckea maynensis,77187928-1,Species,Adolphoduckea maynensis,77187928-1
8884,77062248-1,"['BOT', 'TAN', 'ZAM', 'ZAI']",Afrocanthium burttii,77062248-1,Species,Afrocanthium burttii,77062248-1
8885,77167807-1,"['BOT', 'TAN', 'ZAM']",Afrocanthium burttii subsp. burttii,77167807-1,Subspecies,Afrocanthium burttii,77062248-1
8886,77190026-1,"['TAN', 'ZAM', 'ZAI']",Afrocanthium burttii subsp. glabrum,77190026-1,Subspecies,Afrocanthium burttii,77062248-1
8887,77062249-1,"['BOT', 'NAT', 'TVL', 'SWZ']",Afrocanthium gilfillanii,77062249-1,Species,Afrocanthium gilfillanii,77062249-1
8888,77062250-1,['KEN'],Afrocanthium keniense,77062250-1,Species,Afrocanthium keniense,77062250-1
8889,77062251-1,['KEN'],Afrocanthium kilifiense,77062251-1,Species,Afrocanthium kilifiense,77062251-1
8890,77062252-1,"['ANG', 'BUR', 'ETH', 'KEN', 'MOZ', 'RWA', 'SUD', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",Afrocanthium lactescens,77062252-1,Species,Afrocanthium lactescens,77062252-1
8891,77062253-1,"['CPP', 'NAT', 'MOZ', 'TVL', 'SWZ', 'ZIM', 'STH']",Afrocanthium mundianum,77062253-1,Species,Afrocanthium mundianum,77062253-1
8892,77062254-1,"['MOZ', 'ZIM']",Afrocanthium ngonii,77062254-1,Species,Afrocanthium ngonii,77062254-1
8893,77062255-1,"['MLW', 'TAN', 'ZAM', 'ZAI']",Afrocanthium parasiebenlistii,77062255-1,Species,Afrocanthium parasiebenlistii,77062255-1
8894,77062256-1,"['KEN', 'TAN']",Afrocanthium peteri,77062256-1,Species,Afrocanthium peteri,77062256-1
8895,77062257-1,"['BOT', 'MLW', 'ZAM', 'ZIM']",Afrocanthium pseudorandii,77062257-1,Species,Afrocanthium pseudorandii,77062257-1
8896,77062258-1,"['KEN', 'MOZ', 'SOM', 'TAN']",Afrocanthium pseudoverticillatum,77062258-1,Species,Afrocanthium pseudoverticillatum,77062258-1
8897,77062259-1,"['MLW', 'MOZ', 'TAN', 'ZIM']",Afrocanthium racemulosum,77062259-1,Species,Afrocanthium racemulosum,77062259-1
8898,77062260-1,['TAN'],Afrocanthium rondoense,77062260-1,Species,Afrocanthium rondoense,77062260-1
8899,77062261-1,['MLW'],Afrocanthium salubenii,77062261-1,Species,Afrocanthium salubenii,77062261-1
8900,77062262-1,['TAN'],Afrocanthium shabanii,77062262-1,Species,Afrocanthium shabanii,77062262-1
8901,77062263-1,['TAN'],Afrocanthium siebenlistii,77062263-1,Species,Afrocanthium siebenlistii,77062263-1
8902,77062264-1,['TAN'],Afrocanthium vollesenii,77062264-1,Species,Afrocanthium vollesenii,77062264-1
8903,742947-1,['TAN'],Agathisanthemum assimile,742947-1,Species,Agathisanthemum assimile,742947-1
8904,742948-1,"['ANG', 'COM', 'KEN', 'NAT', 'MDG', 'MOZ', 'TVL', 'SOM', 'SWZ', 'TAN', 'ZAM', 'ZIM']",Agathisanthemum bojeri,742948-1,Species,Agathisanthemum bojeri,742948-1
8905,955218-1,"['ANG', 'ZAM']",Agathisanthemum bojeri subsp. angolense,955218-1,Subspecies,Agathisanthemum bojeri,742948-1
8906,77167442-1,"['COM', 'KEN', 'NAT', 'MDG', 'MOZ', 'TVL', 'SOM', 'SWZ', 'TAN', 'ZIM']",Agathisanthemum bojeri subsp. bojeri,77167442-1,Subspecies,Agathisanthemum bojeri,742948-1
8907,950930-1,"['ANG', 'ZAM']",Agathisanthemum bojeri var. linearifolia,950930-1,Variety,Agathisanthemum bojeri,742948-1
8908,742949-1,['NAT'],Agathisanthemum chlorophyllum,742949-1,Species,Agathisanthemum chlorophyllum,742949-1
8909,742950-1,"['ANG', 'BUR', 'CON', 'ETH', 'GAB', 'KEN', 'MLW', 'MOZ', 'RWA', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",Agathisanthemum globosum,742950-1,Species,Agathisanthemum globosum,742950-1
8910,1011811-2,"['BOL', 'BZN', 'CLM', 'ECU', 'PAN', 'PER']",Agouticarpa curviflora,1011811-2,Species,Agouticarpa curviflora,1011811-2
8911,327794-2,['ECU'],Agouticarpa grandistipula,327794-2,Species,Agouticarpa grandistipula,327794-2
8912,327795-2,['ECU'],Agouticarpa hirsuta,327795-2,Species,Agouticarpa hirsuta,327795-2
8913,1095647-2,"['CLM', 'ECU', 'PER']",Agouticarpa isernii,1095647-2,Species,Agouticarpa isernii,1095647-2
8914,77095110-1,['PER'],Agouticarpa spinosa,77095110-1,Species,Agouticarpa spinosa,77095110-1
8915,327796-2,"['ECU', 'PER']",Agouticarpa velutina,327796-2,Species,Agouticarpa velutina,327796-2
8916,1182589-2,"['CLM', 'COS', 'ECU', 'PAN']",Agouticarpa williamsii,1182589-2,Species,Agouticarpa williamsii,1182589-2
8917,60455146-2,['TAN'],Aidia abeidii,60455146-2,Species,Aidia abeidii,60455146-2
8918,77176661-1,"['BOR', 'JAW', 'MLY', 'MOL', 'PHI', 'SUL', 'SUM']",Aidia acuminata,77176661-1,Species,Aidia acuminata,77176661-1
8919,989529-1,['BOR'],Aidia acutipetala,989529-1,Species,Aidia acutipetala,989529-1
8920,989530-1,"['BOR', 'JAW', 'MLY', 'PHI', 'SUM', 'THA']",Aidia auriculata,989530-1,Species,Aidia auriculata,989530-1
