,Accepted_Name,acc_name,AnimalFood,EnvironmentalUses,Fuels,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,Totals,speciesname,ipniid,wcsid,azid,match_name,tax_status,Accepted_ID,acc_wcsid,acc_azid,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Source
12087,Datura innoxia,Datura innoxia Mill.,0,1,0,1,0,1,1,1,1,6,Datura innoxia,316945-2,,757799.0,Datura innoxia Mill.,Accepted,316945-2,,757799.0,Species,Datura innoxia,316945-2,Useful Plants Data
12088,Datura leichhardtii,Datura leichhardtii Benth.,0,0,0,0,0,0,0,1,0,1,Datura leichhardtii,30346233-2,,757808.0,Datura leichhardtii Benth.,Accepted,30346233-2,,757808.0,Species,Datura leichhardtii,30346233-2,Useful Plants Data
12089,Datura metel,Datura metel L.,0,1,0,1,0,1,1,1,1,7,Datura metel,314739-2,,757816.0,Datura metel L.,Accepted,314739-2,,757816.0,Species,Datura metel,314739-2,Useful Plants Data
12092,Datura stramonium,Datura stramonium L.,0,1,1,1,0,1,1,1,1,7,Datura stramonium,314738-2,,757848.0,Datura stramonium L.,Accepted,314738-2,,757848.0,Species,Datura stramonium,314738-2,Useful Plants Data
12093,Datura wrightii,Datura wrightii Regel,0,0,0,0,0,0,1,1,0,2,Datura wrightii,815620-1,,757870.0,Datura wrightii Regel,Accepted,815620-1,,757870.0,Species,Datura wrightii,815620-1,Useful Plants Data
12096,Daucus carota,Daucus carota L.,1,0,0,1,0,1,1,1,0,6,Daucus carota,841063-1,,757936.0,Daucus carota L.,Accepted,841063-1,,757936.0,Species,Daucus carota,841063-1,Useful Plants Data
12110,Davallia denticulata,Davallia denticulata (Burm.) Mett.,0,1,0,0,0,1,0,1,0,3,Davallia denticulata,17078640-1,,1153390.0,Davallia denticulata (Burm.) Mett.,Accepted,17078640-1,,1153390.0,Species,Davallia denticulata,17078640-1,Useful Plants Data
12152,Deeringia amaranthoides,Deeringia amaranthoides (Lam.) Merr.,0,0,0,1,0,1,1,1,0,4,Deeringia amaranthoides,60226-1,,758801.0,Deeringia amaranthoides (Lam.) Merr.,Accepted,60226-1,,758801.0,Species,Deeringia amaranthoides,60226-1,Useful Plants Data
12157,Deguelia scandens,Deguelia scandens Aubl.,0,0,0,0,0,0,1,1,0,2,Deguelia scandens,491205-1,,758883.0,Deguelia scandens Aubl.,Accepted,491205-1,,758883.0,Species,Deguelia scandens,491205-1,Useful Plants Data
12159,Deguelia utilis,Deguelia utilis (A.C.Sm.) A.M.G.Azevedo,0,0,0,0,0,0,1,1,0,2,Deguelia utilis,1005531-1,,758894.0,Deguelia utilis (A.C.Sm.) A.M.G.Azevedo,Accepted,1005531-1,,758894.0,Species,Deguelia utilis,1005531-1,Useful Plants Data
12164,Dehaasia incrassata,Dehaasia incrassata (Jack) Nees,0,0,0,0,0,1,0,1,1,3,Dehaasia incrassata,464298-1,,758917.0,Dehaasia incrassata (Jack) Nees,Accepted,464298-1,,758917.0,Species,Dehaasia incrassata,464298-1,Useful Plants Data
12181,Delairea odorata,Delairea odorata Lem.,0,1,0,0,0,0,1,1,0,3,Delairea odorata,201136-1,,1086686.0,Delairea odorata Lem.,Accepted,201136-1,,1086686.0,Species,Delairea odorata,201136-1,Useful Plants Data
12184,Delonix regia,Delonix regia (Bojer ex Hook.) Raf.,1,1,1,1,1,1,1,1,0,8,Delonix regia,491231-1,,759139.0,Delonix regia (Bojer ex Hook.) Raf.,Accepted,491231-1,,759139.0,Species,Delonix regia,491231-1,Useful Plants Data
12193,Delphinium andersonii,Delphinium andersonii A.Gray,0,0,0,0,0,0,0,1,0,1,Delphinium andersonii,77266-2,,759416.0,Delphinium andersonii A.Gray,Accepted,77266-2,,759416.0,Species,Delphinium andersonii,77266-2,Useful Plants Data
12194,Delphinium barbeyi,Delphinium barbeyi (Huth) Huth,0,0,0,0,0,0,0,1,0,1,Delphinium barbeyi,77282-2,,759461.0,Delphinium barbeyi (Huth) Huth,Accepted,77282-2,,759461.0,Species,Delphinium barbeyi,77282-2,Useful Plants Data
12195,Delphinium bicolor,Delphinium bicolor Nutt.,0,0,0,0,0,0,1,1,0,2,Delphinium bicolor,710434-1,,759478.0,Delphinium bicolor Nutt.,Accepted,710434-1,,759478.0,Species,Delphinium bicolor,710434-1,Useful Plants Data
12207,Delphinium geyeri,Delphinium geyeri Greene,0,0,0,0,0,0,0,1,0,1,Delphinium geyeri,77370-2,,759805.0,Delphinium geyeri Greene,Accepted,77370-2,,759805.0,Species,Delphinium geyeri,77370-2,Useful Plants Data
12209,Delphinium glaucescens,Delphinium glaucescens Rydb.,0,0,0,0,0,0,0,1,0,1,Delphinium glaucescens,77377-2,,759818.0,Delphinium glaucescens Rydb.,Accepted,77377-2,,759818.0,Species,Delphinium glaucescens,77377-2,Useful Plants Data
12210,Delphinium glaucum,Delphinium glaucum S.Watson,0,0,0,0,0,0,1,1,0,2,Delphinium glaucum,275700-2,,759820.0,Delphinium glaucum S.Watson,Accepted,275700-2,,759820.0,Species,Delphinium glaucum,275700-2,Useful Plants Data
12219,Delphinium nuttallianum,Delphinium nuttallianum Pritz. ex Walp.,0,0,0,0,0,0,1,1,0,2,Delphinium nuttallianum,77438-2,,760128.0,Delphinium nuttallianum Pritz. ex Walp.,Accepted,77438-2,,760128.0,Species,Delphinium nuttallianum,77438-2,Useful Plants Data
12220,Delphinium occidentale,Delphinium occidentale (S.Watson) S.Watson ex Coult.,0,0,0,0,0,0,0,1,0,1,Delphinium occidentale,710851-1,,760142.0,Delphinium occidentale (S.Watson) S.Watson ex Coult.,Accepted,710851-1,,760142.0,Species,Delphinium occidentale,710851-1,Useful Plants Data
12223,Delphinium parryi,Delphinium parryi A.Gray,0,0,0,0,0,0,1,1,0,2,Delphinium parryi,275714-2,,760193.0,Delphinium parryi A.Gray,Accepted,275714-2,,760193.0,Species,Delphinium parryi,275714-2,Useful Plants Data
12224,Delphinium recurvatum,Delphinium recurvatum Greene,0,0,0,0,0,0,0,1,0,1,Delphinium recurvatum,77486-2,,760316.0,Delphinium recurvatum Greene,Accepted,77486-2,,760316.0,Species,Delphinium recurvatum,77486-2,Useful Plants Data
12225,Delphinium robustum,Delphinium robustum Rydb.,0,0,0,0,0,0,0,1,0,1,Delphinium robustum,275719-2,,760325.0,Delphinium robustum Rydb.,Accepted,275719-2,,760325.0,Species,Delphinium robustum,275719-2,Useful Plants Data
12230,Delphinium schmalhausenii,Delphinium schmalhausenii Albov,0,0,0,0,0,0,0,1,0,1,Delphinium schmalhausenii,710993-1,,760354.0,Delphinium schmalhausenii Albov,Accepted,710993-1,,760354.0,Species,Delphinium schmalhausenii,710993-1,Useful Plants Data
12236,Delphinium tricorne,Delphinium tricorne Michx.,0,0,0,0,0,0,1,1,0,2,Delphinium tricorne,711086-1,,760489.0,Delphinium tricorne Michx.,Accepted,711086-1,,760489.0,Species,Delphinium tricorne,711086-1,Useful Plants Data
12237,Delphinium trolliifolium,Delphinium trolliifolium A.Gray,0,0,0,0,0,0,1,1,0,2,Delphinium trolliifolium,711094-1,,760505.0,Delphinium trolliifolium A.Gray,Accepted,711094-1,,760505.0,Species,Delphinium trolliifolium,711094-1,Useful Plants Data
12268,Dendrobium crumenatum,Dendrobium crumenatum Sw.,0,1,0,0,0,1,1,1,0,4,Dendrobium crumenatum,627202-1,57515.0,,Dendrobium crumenatum Sw.,Accepted,627202-1,57515.0,,Species,Dendrobium crumenatum,627202-1,Useful Plants Data
12361,Dendrocnide cordata,Dendrocnide cordata (Warb. ex H.J.P.Winkl.) Chew,0,0,0,0,0,0,1,1,0,2,Dendrocnide cordata,851435-1,,760675.0,Dendrocnide cordata (Warb. ex H.J.P.Winkl.) Chew,Accepted,851435-1,,760675.0,Species,Dendrocnide cordata,851435-1,Useful Plants Data
12371,Dendrocnide peltata,Dendrocnide peltata (Blume) Miq.,0,0,0,0,0,1,1,1,1,4,Dendrocnide peltata,851460-1,,760704.0,Dendrocnide peltata (Blume) Miq.,Accepted,851460-1,,760704.0,Species,Dendrocnide peltata,851460-1,Useful Plants Data
12373,Dendrocnide sinuata,Dendrocnide sinuata (Blume) Chew,0,0,0,0,0,0,1,1,0,2,Dendrocnide sinuata,851471-1,,760717.0,Dendrocnide sinuata (Blume) Chew,Accepted,851471-1,,760717.0,Species,Dendrocnide sinuata,851471-1,Useful Plants Data
12374,Dendrocnide stimulans,Dendrocnide stimulans (L.f.) Chew,0,0,1,1,0,1,1,1,0,5,Dendrocnide stimulans,851473-1,,760719.0,Dendrocnide stimulans (L.f.) Chew,Accepted,851473-1,,760719.0,Species,Dendrocnide stimulans,851473-1,Useful Plants Data
12416,Dermatophyllum secundiflorum,Dermatophyllum secundiflorum (Ortega) Gandhi & Reveal,0,1,0,0,0,1,1,1,0,4,Dermatophyllum secundiflorum,77116898-1,,913729.0,Dermatophyllum secundiflorum (Ortega) Gandhi & Reveal,Accepted,77116898-1,,913729.0,Species,Dermatophyllum secundiflorum,77116898-1,Useful Plants Data
12417,Derris acuminata,Derris acuminata Benth.,0,0,0,0,0,0,0,1,0,1,Derris acuminata,491260-1,,761427.0,Derris acuminata Benth.,Accepted,491260-1,,761427.0,Species,Derris acuminata,491260-1,Useful Plants Data
12418,Derris amoena,Derris amoena Benth.,0,0,0,0,0,0,0,1,0,1,Derris amoena,491265-1,,761435.0,Derris amoena Benth.,Accepted,491265-1,,761435.0,Species,Derris amoena,491265-1,Useful Plants Data
12423,Derris chinensis,Derris chinensis Benth.,0,0,0,0,0,0,0,1,0,1,Derris chinensis,491284-1,,761459.0,Derris chinensis Benth.,Accepted,491284-1,,761459.0,Species,Derris chinensis,491284-1,Useful Plants Data
12425,Derris elegans,Derris elegans Benth.,0,0,0,0,0,0,1,1,1,3,Derris elegans,491299-1,,761476.0,Derris elegans Benth.,Accepted,491299-1,,761476.0,Species,Derris elegans,491299-1,Useful Plants Data
12426,Derris elliptica,Derris elliptica (Wall.) Benth.,0,0,0,0,0,1,1,1,1,4,Derris elliptica,491300-1,,761482.0,Derris elliptica (Wall.) Benth.,Accepted,491300-1,,761482.0,Species,Derris elliptica,491300-1,Useful Plants Data
12427,Derris ferruginea,Derris ferruginea (Wall. ex Voigt) Benth.,0,0,0,0,0,0,1,1,0,2,Derris ferruginea,491307-1,,761492.0,Derris ferruginea (Wall. ex Voigt) Benth.,Accepted,491307-1,,761492.0,Species,Derris ferruginea,491307-1,Useful Plants Data
12429,Derris montana,Derris montana Benth.,0,0,0,0,0,1,1,1,0,3,Derris malaccensis,491367-1,,761556.0,Derris malaccensis (Benth.) Prain,Synonym,491376-1,,761568.0,Species,Derris montana,491376-1,Useful Plants Data
12432,Derris trifoliata,Derris trifoliata Lour.,1,0,0,0,1,1,1,1,1,6,Derris multiflora,491378-1,,761571.0,Derris multiflora Benth.,Synonym,491450-1,,761652.0,Species,Derris trifoliata,491450-1,Useful Plants Data
12433,Derris ornithocephala,Derris ornithocephala (Adema) Sirich. & Adema,0,0,0,0,0,0,0,1,0,1,Derris ornithocephala,77140945-1,,995468.0,Derris ornithocephala (Adema) Sirich. & Adema,Accepted,77140945-1,,995468.0,Species,Derris ornithocephala,77140945-1,Useful Plants Data
12435,Derris philippinensis,Derris philippinensis Merr.,0,0,0,0,0,0,1,1,0,2,Derris philippinensis,491397-1,,761595.0,Derris philippinensis Merr.,Accepted,491397-1,,761595.0,Species,Derris philippinensis,491397-1,Useful Plants Data
12436,Derris polyantha,Derris polyantha G.Perkins,0,0,0,0,0,0,1,1,0,2,Derris polyantha,491400-1,,761598.0,Derris polyantha G.Perkins,Accepted,491400-1,,761598.0,Species,Derris polyantha,491400-1,Useful Plants Data
12438,Derris scandens,Derris scandens (Roxb.) Benth.,0,0,0,0,0,0,1,1,0,2,Derris scandens,491427-1,,761623.0,Derris scandens (Roxb.) Benth.,Accepted,491427-1,,761623.0,Species,Derris scandens,491427-1,Useful Plants Data
12447,Descurainia pinnata,Descurainia pinnata (Walter) Britton,0,0,0,0,0,0,1,1,0,2,Descurainia pinnata,78208-2,,761807.0,Descurainia pinnata (Walter) Britton,Accepted,78208-2,,761807.0,Species,Descurainia pinnata,78208-2,Useful Plants Data
12487,Ougeinia oojeinensis,Ougeinia oojeinensis (Roxb.) Hochr.,0,0,0,0,0,1,1,1,0,3,Desmodium oojeinense,491957-1,,762581.0,Desmodium oojeinense (Roxb.) H.Ohashi,Synonym,511136-1,,388434.0,Species,Ougeinia oojeinensis,511136-1,Useful Plants Data
12517,Desplatsia chrysochlamys,Desplatsia chrysochlamys (Mildbr. & Burret) Mildbr. & Burret,1,0,0,1,0,1,1,1,0,5,Desplatsia chrysochlamys,833713-1,,763120.0,Desplatsia chrysochlamys (Mildbr. & Burret) Mildbr. & Burret,Accepted,833713-1,,763120.0,Species,Desplatsia chrysochlamys,833713-1,Useful Plants Data
12519,Desplatsia subericarpa,Desplatsia subericarpa Bocq.,0,0,0,1,0,1,0,1,0,3,Desplatsia subericarpa,833717-1,,763125.0,Desplatsia subericarpa Bocq.,Accepted,833717-1,,763125.0,Species,Desplatsia subericarpa,833717-1,Useful Plants Data
12522,Detarium senegalense,Detarium senegalense J.F.Gmel.,1,1,0,1,0,1,1,1,0,7,Detarium senegalense,492283-1,,763150.0,Detarium senegalense J.F.Gmel.,Accepted,492283-1,,763150.0,Species,Detarium senegalense,492283-1,Useful Plants Data
12532,Deverra scoparia,Deverra scoparia Coss. & Durieu,1,0,0,0,0,0,1,1,0,3,Deverra scoparia,841274-1,,763399.0,Deverra scoparia Coss. & Durieu,Accepted,841274-1,,763399.0,Species,Deverra scoparia,841274-1,Useful Plants Data
12538,Dialium englerianum,Dialium englerianum Henriq.,0,0,1,1,1,1,1,1,0,7,Dialium englerianum,492307-1,,763469.0,Dialium englerianum Henriq.,Accepted,492307-1,,763469.0,Species,Dialium englerianum,492307-1,Useful Plants Data
12540,Dialium guineense,Dialium guineense Willd.,0,1,1,1,1,1,1,1,1,9,Dialium guineense,492316-1,,763477.0,Dialium guineense Willd.,Accepted,492316-1,,763477.0,Species,Dialium guineense,492316-1,Useful Plants Data
12546,Dialium pachyphyllum,Dialium pachyphyllum Harms,0,0,1,0,0,1,1,1,0,4,Dialium pachyphyllum,492343-1,,763511.0,Dialium pachyphyllum Harms,Accepted,492343-1,,763511.0,Species,Dialium pachyphyllum,492343-1,Useful Plants Data
12550,Dianella ensifolia,Dianella ensifolia (L.) Redouté,0,1,0,1,0,1,1,1,1,6,Dianella ensifolia,533828-1,304105.0,,Dianella ensifolia Redouté,Accepted,533828-1,304105.0,,Species,Dianella ensifolia,533828-1,Useful Plants Data
12553,Dianella nigra,Dianella nigra Colenso,0,0,0,0,0,0,0,1,0,1,Dianella nigra,533851-1,304140.0,,Dianella nigra Colenso,Accepted,533851-1,304140.0,,Species,Dianella nigra,533851-1,Useful Plants Data
12587,Dicentra canadensis,Dicentra canadensis (Goldie) Walp.,0,0,0,0,0,0,1,1,0,2,Dicentra canadensis,672637-1,,765602.0,Dicentra canadensis (Goldie) Walp.,Accepted,672637-1,,765602.0,Species,Dicentra canadensis,672637-1,Useful Plants Data
12588,Dicentra cucullaria,Dicentra cucullaria (L.) Bernh.,0,0,0,0,0,0,1,1,0,2,Dicentra cucullaria,672639-1,,765604.0,Dicentra cucullaria (L.) Bernh.,Accepted,672639-1,,765604.0,Species,Dicentra cucullaria,672639-1,Useful Plants Data
12589,Dicentra eximia,Dicentra eximia (Ker Gawl.) Torr.,0,1,0,0,0,0,0,1,0,3,Dicentra eximia,1003783-2,,765607.0,Dicentra eximia (Ker Gawl.) Torr.,Accepted,1003783-2,,765607.0,Species,Dicentra eximia,1003783-2,Useful Plants Data
12590,Dicentra formosa,Dicentra formosa (Andrews) Walp.,0,1,0,0,0,0,1,1,0,4,Dicentra formosa,30038428-2,,765608.0,Dicentra formosa (Andrews) Walp.,Accepted,30038428-2,,765608.0,Species,Dicentra formosa,30038428-2,Useful Plants Data
12593,Sesamum eriocarpum,Sesamum eriocarpum (Decne.) Byng & Christenh.,1,0,0,1,0,1,1,1,1,7,Dicerocaryum eriocarpum,675807-1,,765683.0,Dicerocaryum eriocarpum (Decne.) Abels,Synonym,77183902-1,,1225281.0,Species,Sesamum eriocarpum,77183902-1,Useful Plants Data
12609,Dichapetalum barteri,Dichapetalum barteri Engl.,0,0,0,0,0,0,0,1,0,1,Dichapetalum barteri,163179-1,,765763.0,Dichapetalum barteri Engl.,Accepted,163179-1,,765763.0,Species,Dichapetalum barteri,163179-1,Useful Plants Data
12610,Dichapetalum braunii,Dichapetalum braunii Engl. & K.Krause,0,0,0,0,0,0,1,1,0,2,Dichapetalum braunii,316195-1,,765781.0,Dichapetalum braunii Engl. & K.Krause,Accepted,316195-1,,765781.0,Species,Dichapetalum braunii,316195-1,Useful Plants Data
12611,Dichapetalum cymosum,Dichapetalum cymosum (Hook.) Engl.,0,0,0,1,0,0,1,1,0,3,Dichapetalum cymosum,163194-1,,765817.0,Dichapetalum cymosum (Hook.) Engl.,Accepted,163194-1,,765817.0,Species,Dichapetalum cymosum,163194-1,Useful Plants Data
12618,Dichapetalum macrocarpum,Dichapetalum macrocarpum Engl.,0,0,0,0,0,0,1,1,0,2,Dichapetalum macrocarpum,316287-1,,765948.0,Dichapetalum macrocarpum Engl.,Accepted,316287-1,,765948.0,Species,Dichapetalum macrocarpum,316287-1,Useful Plants Data
12619,Dichapetalum madagascariense,Dichapetalum madagascariense Poir.,0,0,0,1,0,1,1,1,0,5,Dichapetalum madagascariense,163234-1,,765950.0,Dichapetalum madagascariense Poir.,Accepted,163234-1,,765950.0,Species,Dichapetalum madagascariense,163234-1,Useful Plants Data
12623,Dichapetalum ruhlandii,Dichapetalum ruhlandii Engl.,0,0,0,0,0,0,1,1,0,2,Dichapetalum ruhlandii,163259-1,,766046.0,Dichapetalum ruhlandii Engl.,Accepted,163259-1,,766046.0,Species,Dichapetalum ruhlandii,163259-1,Useful Plants Data
12625,Dichapetalum stuhlmannii,Dichapetalum stuhlmannii Engl.,0,0,0,0,0,0,1,1,0,2,Dichapetalum stuhlmannii,163266-1,,766076.0,Dichapetalum stuhlmannii Engl.,Accepted,163266-1,,766076.0,Species,Dichapetalum stuhlmannii,163266-1,Useful Plants Data
12627,Dichapetalum tomentosum,Dichapetalum tomentosum Engl.,0,0,0,0,0,0,1,1,0,2,Dichapetalum tomentosum,163276-1,,766102.0,Dichapetalum tomentosum Engl.,Accepted,163276-1,,766102.0,Species,Dichapetalum tomentosum,163276-1,Useful Plants Data
12628,Dichapetalum toxicarium,Dichapetalum toxicarium (G.Don) Baill.,0,0,0,1,0,1,1,1,0,4,Dichapetalum toxicarium,163278-1,,766104.0,Dichapetalum toxicarium (G.Don) Baill.,Accepted,163278-1,,766104.0,Species,Dichapetalum toxicarium,163278-1,Useful Plants Data
12635,Dichondra micrantha,Dichondra micrantha Urb.,0,1,0,0,0,0,1,1,0,3,Dichondra micrantha,79457-2,485855.0,,Dichondra micrantha Urb.,Accepted,79457-2,485855.0,,Species,Dichondra micrantha,79457-2,Useful Plants Data
12642,Hydrangea febrifuga,Hydrangea febrifuga (Lour.) Y.De Smet & Granados,0,0,0,0,1,0,1,1,0,3,Dichroa febrifuga,790930-1,,766258.0,Dichroa febrifuga Lour.,Synonym,77152127-1,,1009412.0,Species,Hydrangea febrifuga,77152127-1,Useful Plants Data
12644,Dichrocephala chrysanthemifolia,Dichrocephala chrysanthemifolia (Blume) DC.,1,0,0,0,0,0,1,1,0,3,Dichrocephala chrysanthemifolia,201285-1,,1097419.0,Dichrocephala chrysanthemifolia (Blume) DC.,Accepted,201285-1,,1097419.0,Species,Dichrocephala chrysanthemifolia,201285-1,Useful Plants Data
12646,Dichrostachys cinerea,Dichrostachys cinerea (L.) Wight & Arn.,1,1,1,1,1,1,1,1,1,10,Dichrostachys cinerea,492423-1,,766297.0,Dichrostachys cinerea (L.) Wight & Arn.,Accepted,492423-1,,766297.0,Species,Dichrostachys cinerea,492423-1,Useful Plants Data
12663,Dicliptera paniculata,Dicliptera paniculata (Forssk.) I.Darbysh.,1,1,0,1,0,1,1,1,0,6,Dicliptera paniculata,77079550-1,,604162.0,Dicliptera paniculata (Forssk.) I.Darbysh.,Accepted,77079550-1,,604162.0,Species,Dicliptera paniculata,77079550-1,Useful Plants Data
12691,Dicranolepis persei,Dicranolepis persei Cummins,0,1,0,1,0,0,1,1,0,5,Dicranolepis persei,831538-1,,766903.0,Dicranolepis persei Cummins,Accepted,831538-1,,766903.0,Species,Dicranolepis persei,831538-1,Useful Plants Data
12700,Dictamnus albus,Dictamnus albus L.,0,1,0,0,0,0,1,1,0,3,Dictamnus albus,772356-1,,766952.0,Dictamnus albus L.,Accepted,772356-1,,766952.0,Species,Dictamnus albus,772356-1,Useful Plants Data
12738,Dieffenbachia seguine,Dieffenbachia seguine (Jacq.) Schott,0,1,0,0,0,0,1,1,0,3,Dieffenbachia seguine,86911-1,61779.0,,Dieffenbachia seguine Schott,Accepted,86911-1,61779.0,,Species,Dieffenbachia seguine,86911-1,Useful Plants Data
12748,Dieteria canescens,Dieteria canescens (Pursh) Nutt.,0,0,0,0,0,0,1,1,0,2,Dieteria canescens,1039171-2,,1102100.0,Dieteria canescens (Pursh) Nutt.,Accepted,1039171-2,,1102100.0,Species,Dieteria canescens,1039171-2,Useful Plants Data
12754,Digitalis grandiflora,Digitalis grandiflora Mill.,0,1,0,0,0,0,1,1,0,3,Digitalis grandiflora,60453625-2,,768008.0,Digitalis grandiflora Mill.,Accepted,60453625-2,,768008.0,Species,Digitalis grandiflora,60453625-2,Useful Plants Data
12755,Digitalis lanata,Digitalis lanata Ehrh.,0,1,0,0,0,0,1,1,0,3,Digitalis lanata,802028-1,,768027.0,Digitalis lanata Ehrh.,Accepted,802028-1,,768027.0,Species,Digitalis lanata,802028-1,Useful Plants Data
12758,Digitalis purpurea,Digitalis purpurea L.,0,1,0,0,0,1,1,1,0,4,Digitalis purpurea,802077-1,,768087.0,Digitalis purpurea L.,Accepted,802077-1,,768087.0,Species,Digitalis purpurea,802077-1,Useful Plants Data
12822,Digitaria diagonalis,Digitaria diagonalis (Nees) Stapf,1,0,0,1,0,1,0,1,0,5,Digitaria diagonalis,398749-1,408912.0,,Digitaria diagonalis Stapf,Accepted,398749-1,408912.0,,Species,Digitaria diagonalis,398749-1,Useful Plants Data
13009,Dillenia aurea,Dillenia aurea Sm.,0,0,0,0,0,1,1,1,0,3,Dillenia aurea,316641-1,,768220.0,Dillenia aurea Sm.,Accepted,316641-1,,768220.0,Species,Dillenia aurea,316641-1,Useful Plants Data
13019,Dillenia indica,Dillenia indica L.,0,1,1,1,0,1,1,1,0,7,Dillenia indica,316684-1,,768269.0,Dillenia indica L.,Accepted,316684-1,,768269.0,Species,Dillenia indica,316684-1,Useful Plants Data
13029,Dillenia philippinensis,Dillenia philippinensis Rolfe,0,1,0,1,0,1,1,1,0,5,Dillenia philippinensis,316735-1,,768316.0,Dillenia philippinensis Rolfe,Accepted,316735-1,,768316.0,Species,Dillenia philippinensis,316735-1,Useful Plants Data
13048,Dimocarpus longan,Dimocarpus longan Lour.,0,1,0,1,0,1,1,1,1,7,Dimocarpus longan,782795-1,,768547.0,Dimocarpus longan Lour.,Accepted,782795-1,,768547.0,Species,Dimocarpus longan,782795-1,Useful Plants Data
13051,Dimorphandra mollis,Dimorphandra mollis Benth.,0,0,0,0,0,0,1,1,0,2,Dimorphandra mollis,492586-1,,768591.0,Dimorphandra mollis Benth.,Accepted,492586-1,,768591.0,Species,Dimorphandra mollis,492586-1,Useful Plants Data
13071,Dimorphotheca cuneata,Dimorphotheca cuneata DC.,1,0,0,1,0,1,0,1,0,4,Dimorphotheca cuneata,201463-1,,1087306.0,Dimorphotheca cuneata DC.,Accepted,201463-1,,1087306.0,Species,Dimorphotheca cuneata,201463-1,Useful Plants Data
13073,Dimorphotheca sinuata,Dimorphotheca sinuata DC.,0,1,0,0,0,1,1,1,0,4,Dimorphotheca sinuata,201489-1,,1087357.0,Dimorphotheca sinuata DC.,Accepted,201489-1,,1087357.0,Species,Dimorphotheca sinuata,201489-1,Useful Plants Data
13074,Dimorphotheca spectabilis,Dimorphotheca spectabilis Schltr.,0,0,0,0,0,0,0,1,0,1,Dimorphotheca spectabilis,201490-1,,1087359.0,Dimorphotheca spectabilis Schltr.,Accepted,201490-1,,1087359.0,Species,Dimorphotheca spectabilis,201490-1,Useful Plants Data
13075,Dimorphotheca zeyheri,Dimorphotheca zeyheri Sond.,0,0,0,0,0,1,0,1,0,2,Dimorphotheca zeyheri,201494-1,,1087376.0,Dimorphotheca zeyheri Sond.,Accepted,201494-1,,1087376.0,Species,Dimorphotheca zeyheri,201494-1,Useful Plants Data
13090,Dioclea megacarpa,Dioclea megacarpa Rolfe,0,0,0,0,0,1,1,1,0,3,Dioclea megacarpa,80499-2,,898583.0,Dioclea megacarpa Rolfe,Accepted,80499-2,,898583.0,Species,Dioclea megacarpa,80499-2,Useful Plants Data
13091,Dioclea reflexa,Dioclea reflexa Hook.f.,0,1,1,1,0,1,1,1,1,8,Dioclea reflexa,492671-1,,768868.0,Dioclea reflexa Hook.f.,Accepted,492671-1,,768868.0,Species,Dioclea reflexa,492671-1,Useful Plants Data
