,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId,images,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
209,True,Liebm.,Plantae,Araceae,Monstera deliciosa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:87478-1),87478-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f921a5f3318bb7bb05d0cac383c44c3f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a1a36a7911dec6a01e22f6a223fd15ff.jpg', 'caption': 'Monstera deliciosa'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ad1112fce4e51bbe488d78b3274817c2.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3ba8d1e93c97063fd22e33c03c37a272.jpg', 'caption': 'Monstera deliciosa'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/89b9abaa4b8d02b3c4e22c571cdd4dd2.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1bd6d523f82f7371e923e693eb924e8c.jpg', 'caption': 'Monstera deliciosa'}]",Monstera deliciosa,87478-1,Species,Monstera deliciosa,87478-1
210,True,(W.Bull) L.H.Bailey,Plantae,Araliaceae,Polyscias guilfoylei,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:91773-1),91773-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/5af50de6fb841309ee0bfecd149bc20b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/081b5d3200f89ba3113da8ed0f0d450b.jpg', 'caption': 'Polyscias guilfoylei (W.Bull) L.H.Bailey'}]",Polyscias guilfoylei,91773-1,Species,Polyscias guilfoylei,91773-1
211,True,(H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Plantae,Arecaceae,Ptychosperma macarthurii,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:55245-3),55245-3,"[{'thumbnail': '//storage.googleapis.com/powop-assets/palmweb/palm_tc_170862_2_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/palmweb/palm_tc_170862_2_fullsize.jpg', 'caption': 'Arecaceae; Ptychosperma macarthurii'}, {'thumbnail': '//storage.googleapis.com/powop-assets/palmweb/palm_tc_170862_1_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/palmweb/palm_tc_170862_1_fullsize.jpg', 'caption': 'Arecaceae; Ptychosperma macarthurii'}]",Ptychosperma macarthurii,55245-3,Species,Ptychosperma macarthurii,55245-3
212,True,L.,Plantae,Asteraceae,Ambrosia artemisiifolia,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:176058-1),176058-1,"[{'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200a_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200a_fullsize.jpg', 'caption': 'Ambrosia artemisiifolia'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200b_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200b_fullsize.jpg', 'caption': 'Ambrosia artemisiifolia'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200c_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1200_1224/h1200c_fullsize.jpg', 'caption': 'Ambrosia artemisiifolia'}]",Ambrosia artemisiifolia,176058-1,Species,Ambrosia artemisiifolia,176058-1
213,True,L.,Plantae,Asteraceae,Artemisia vulgaris,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:20812-2),20812-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/93cc115facf86f03b3bf46b89fb8b094.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/de9b2ac4c5f1f31aa5a715b08d7e3b73.jpg', 'caption': 'Artemisia vulgaris'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e90b0bbb6828c4969dae2a37de10935d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/bb3c4d3a51936f14be877692f9ac82ee.jpg', 'caption': 'Artemisia vulgaris L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f927bcf818a085f6c7d4218d014339cc.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1afb3c799296c8f5b176f943bd483d0c.jpg', 'caption': 'Artemisia vulgaris'}]",Artemisia vulgaris,20812-2,Species,Artemisia vulgaris,20812-2
214,True,L.,Plantae,Asteraceae,Erigeron canadensis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:203653-1),203653-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d6035fbcc9f02f46860d2f677670e90e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/453aed17ac5c5508b5dd78cd0043d0f2.jpg', 'caption': 'Erigeron canadensis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/932a91f44fe7cc2ddae271ce93a1c5df.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/af1441aed3364ff313132015680c1bd0.jpg', 'caption': 'Erigeron canadensis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/a65c1f366e08d482480791d14e5969ef.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/0a85cd2e51bb799434f1b64306b3b28f.jpg', 'caption': 'Erigeron canadensis'}]",Erigeron canadensis,203653-1,Species,Erigeron canadensis,203653-1
215,True,Cav.,Plantae,Asteraceae,Tagetes lucida,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:252121-1),252121-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d651dcd2afc4b250f51578e6774b9b83.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1d163b586ddad55286045e398e09caf5.jpg', 'caption': 'Tagetes lucida'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3e2f8190e88a74edeee1a0ac773c3a1b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/67bb64a7384292a7b26bf51ba70e3afe.jpg', 'caption': 'Tagetes lucida'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8d4fefa5f86635a000e7fcc85cffcd68.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/877aec447fea55fd9c6a9474c2dcaa12.jpg', 'caption': 'Tagetes lucida'}]",Tagetes lucida,252121-1,Species,Tagetes lucida,252121-1
216,True,L.,Plantae,Asteraceae,Tagetes minuta,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:252132-1),252132-1,"[{'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316a_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316a_fullsize.jpg', 'caption': 'Tagetes minuta'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316b_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316b_fullsize.jpg', 'caption': 'Tagetes minuta'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316l_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1300_1399/h1316l_fullsize.jpg', 'caption': 'Tagetes minuta'}]",Tagetes minuta,252132-1,Species,Tagetes minuta,252132-1
217,True,L.,Plantae,Asteraceae,Tanacetum vulgare,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:252568-1),252568-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3f00909510e021fd6ccba0397d1a3293.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/731ba51ed234c2492ff4f866a52eaf5a.jpg', 'caption': 'Tanacetum vulgare'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fb94852f7e4e862588df9330edf33b7b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3d4bdcec60be4002a58bda339a409334.jpg', 'caption': 'Tanacetum vulgare L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/581ce2069add32fef8c3ec6c3086c108.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/01d168a100c4eaa3ab37de0716581d6b.jpg', 'caption': 'Tanacetum vulgare L.'}]",Tanacetum vulgare,252568-1,Species,Tanacetum vulgare,252568-1
218,True,L.,Plantae,Boraginaceae,Heliotropium arborescens,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:116670-1),116670-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d017d1a09ee327209b1e10f27eef4f69.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a044966d6086e24e1761e2c588250c0e.jpg', 'caption': 'Heliotropium arborescens'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/5bc88896e69a34d9d85ea5835c19f77e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/339416a98f345f0d883a1876086836d1.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b7ebe9d71ad0e50f97ef311b49850376.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/87475843aca917a61caff2696bb83a6d.jpg', 'caption': ""Heliotropium arborescens 'Marine'""}]",Heliotropium arborescens,116670-1,Species,Heliotropium arborescens,116670-1
219,True,(Jacq.) A.R.Simões & Staples,Plantae,Convolvulaceae,Distimake dissectus,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:77163242-1),77163242-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6ea164b167bb25f5973edae9579bb3f9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/cdb2598cfe0495fdef9e49b61f9ea13f.jpg', 'caption': 'Distimake dissectus'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/20743f52673c6a8b26a00fe3f5349de8.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/627c8fb44975d392e51f4227cd31d2ac.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/24ee864bd0b29a01e097841e9f4dc405.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d598c366c0522704d8dbf4dedd3c239e.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Distimake dissectus,77163242-1,Species,Distimake dissectus,77163242-1
220,True,L.,Plantae,Convolvulaceae,Ipomoea alba,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:129128-2),129128-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6217f786f237e83d389232feb37d4571.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9f76962b828e2a76945b50a49d9558e1.jpg', 'caption': 'Ipomoea alba'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/eff95c93dd7cc1c6eca6d4de72f48067.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9351e43d17f4033df65f156a70b1919b.jpg', 'caption': 'Ipomoea alba'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b62fb9519d86b0b6c009dd861492fdd6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7a084a0d772be9b0881d1826c05881fc.jpg', 'caption': 'Ipomoea alba L.'}]",Ipomoea alba,129128-2,Species,Ipomoea alba,129128-2
221,True,L.,Plantae,Convolvulaceae,Ipomoea hederifolia,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:268999-1),268999-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/48267270e7ab15674b646b8ae99b1112.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d5382b9110e2a2a841a0de88edf12d7c.jpg', 'caption': 'Ipomoea hederifolia'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f8f2d14119f6138053ed5986d3d5f3e9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/fb3fba514c51c95e38447ae4dc3ce753.jpg', 'caption': 'Ipomoea hederifolia'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e1f158877626c9a6c974f68543c13d36.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/aebd1ebaa1224ec7a355af8fc8f22843.jpg', 'caption': 'Ipomoea hederifolia'}]",Ipomoea hederifolia,268999-1,Species,Ipomoea hederifolia,268999-1
222,True,(L.) Jacq.,Plantae,Convolvulaceae,Ipomoea muricata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:269359-1),269359-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/78ad7e51a6676889cc710855e79ec26b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/fa7385f5c05c72617af516b09b9993d8.jpg', 'caption': 'Ipomoea muricata'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/64b97039df441f98162871c6dd2fce9a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b974eff91cc430d68ca3a00591c86031.jpg', 'caption': 'Ipomoea muricata'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7ef759679f4daae47d145709ace21ea6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/0ca1be01350cb182a4dccbb136c76b14.jpg', 'caption': 'Ipomoea muricata'}]",Ipomoea muricata,269359-1,Species,Ipomoea muricata,269359-1
223,True,L.,Plantae,Cupressaceae,Cupressus sempervirens,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:261974-1),261974-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3e5784de055f583e265679281ff80f2e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7ceea836bc2c4eb5b83090b105feff0d.jpg', 'caption': 'Cupressus sempervirens'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fc5ef28d56fadcfe6046554909ea17b0.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/4c7acc578602f2434b57ed4ed2e21f32.jpg', 'caption': ""Cupressus sempervirens 'Pendula'""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/91a69232156f569fca9fb5c404b049ec.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b956d5b4fcf361c28c498e30f07d5ac0.jpg', 'caption': ""Cupressus sempervirens 'Pendula'""}]",Cupressus sempervirens,261974-1,Species,Cupressus sempervirens,261974-1
224,True,(Hartw.) Bartel,Plantae,Cupressaceae,Hesperocyparis macrocarpa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:60451558-2),60451558-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/73f6241cda9cc12d50a925b76eb79e48.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/40e8f5250a6c080bd186097ab8414b29.jpg', 'caption': 'Hesperocyparis macrocarpa'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/02e222d6cd560aedcc1c94c26ef68931.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/94c1719f3b46a116d0034f0fbb5dddfb.jpg', 'caption': ""Hesperocyparis macrocarpa 'Cascade'""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/9d667a95a0bb4abe62a2c495c6dcaca4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a5aa5bcec646299c5db119468bd3cbf3.jpg', 'caption': ""Hesperocyparis macrocarpa 'Coneybearii Aurea'""}]",Hesperocyparis macrocarpa,60451558-2,Species,Hesperocyparis macrocarpa,60451558-2
225,True,Jacq.,Plantae,Erythroxylaceae,Erythroxylum havanense,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:330154-2),330154-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/03a865790b043cf28a62ebfd4c279f26.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/cc8bc4460c1f492e2a6f0d4cd65fb059.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8271080aa3fe727c40f71c7216df6f17.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/471ba78081d6bad73f999f55f58f5ee7.jpg', 'caption': 'Erythroxylum havanense'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/1c42f147dfb019d78608ab0e086e8fcf.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3b1e84e64f984f438ef22506c0792355.jpg', 'caption': 'Erythroxylum havanense'}]",Erythroxylum havanense,330154-2,Species,Erythroxylum havanense,330154-2
226,True,L.,Plantae,Euphorbiaceae,Euphorbia neriifolia,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:347489-1),347489-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/219afdde177244caeb65c757cc05d371.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/41f4bad7d33e90dfb45a7698a3a6d1ae.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6b0da7d1dceb3e754552d9a1f6a18f3d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/60cd5465478a9f421eec2b9d05c6a2cb.jpg', 'caption': 'Euphorbia neriifolia L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7dd657cc3199d6dfa113d612b29c2667.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/8d452357e95b93a936940210d839ad53.jpg', 'caption': 'Euphorbia ligularia R., watercolour on paper'}]",Euphorbia neriifolia,347489-1,Species,Euphorbia neriifolia,347489-1
227,True,Aiton,Plantae,Euphorbiaceae,Euphorbia prostrata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:101913-2),101913-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6d961129625d4ee7a78c9c2139dad8f1.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/8cb0ff24a9380e6f85a512f2744e931c.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/93aab711444790ccb173611270335a7e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1ba1a567eb016bb53bfd821c3379fc0c.jpg', 'caption': 'Euphorbia prostrata'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8f2a7b711c61c838d492df4d6fa714bc.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f6f913f4816193da1f0893dcfc349576.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Euphorbia prostrata,101913-2,Species,Euphorbia prostrata,101913-2
228,True,(Pittier) R.A.Camargo & A.M.G.Azevedo,Plantae,Fabaceae,Deguelia picta,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:77185872-1),77185872-1,,Deguelia picta,77185872-1,Species,Deguelia picta,77185872-1
229,True,Benth.,Plantae,Gesneriaceae,Columnea strigosa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:379021-1),379021-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/97ba16fb0b34a5a262b6f01c8e68c95a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c2f123f28dd29d23bbd18159f10ff025.jpg', 'caption': 'Columnea strigosa Benth.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/33396717b1caf69c07b842108556d59e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/643cf81e02721781636d1dbd5599a8e4.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/efb25e5830bdb18ec6f5db2d0b04bdfd.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/83d372996c0af624f42ab7890dd4d605.jpg', 'caption': 'Columnea strigosa'}]",Columnea strigosa,379021-1,Species,Columnea strigosa,379021-1
230,True,(Thunb.) Ser.,Plantae,Hydrangeaceae,Hydrangea macrophylla,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:791637-1),791637-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8eb6480c3c770dba1f8634da00db090f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/20b6e9f6b164d40162170bb9380e7ec9.jpg', 'caption': 'Hydrangea macrophylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/38148301a07f7a9f2107e400b586dee3.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ac513d618defb5f288d6689e2f10b900.jpg', 'caption': 'Hydrangea macrophylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/591a20a092a9412ce5fac616781a191b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c7b0caf82a4ebacad44335ab0fa7d648.jpg', 'caption': 'Hydrangea macrophylla'}]",Hydrangea macrophylla,791637-1,Species,Hydrangea macrophylla,791637-1
231,True,Poit.,Plantae,Lamiaceae,Hyptis lantanifolia,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:448177-1),448177-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/71db8e4a19ac13f1ea14f72a7b62b22d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d362435ce87b437bd169df8256d54e2d.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/9c4cc5258aa950b0263936fdb8fa8b0c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9ad5eee081ce4536538f94327ca3c7ea.jpg', 'caption': 'Hyptis lantanifolia'}]",Hyptis lantanifolia,448177-1,Species,Hyptis lantanifolia,448177-1
232,True,L.,Plantae,Lauraceae,Cassytha filiformis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:463202-1),463202-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/46f23ef55c6752f95e838744212861fe.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/5e10f4e456ddccfad3462f4670557bed.jpg', 'caption': 'Cassytha filiformis'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/3026_3050/h3050a_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/3026_3050/h3050a_fullsize.jpg', 'caption': 'Cassytha filiformis L.'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/3026_3050/h3050b_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/3026_3050/h3050b_fullsize.jpg', 'caption': 'Cassytha filiformis L.'}]",Cassytha filiformis,463202-1,Species,Cassytha filiformis,463202-1
233,True,L.,Plantae,Malvaceae,Malva sylvestris,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:561932-1),561932-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/2f61a9c388a0310ebd60bb73f52aeeae.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/76cf4bb1db43c0adc1f6dcb40d8f232f.jpg', 'caption': 'Malva sylvestris'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fad9d379f2cd12547604094b1b9b5e7d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ac85670fba99fd817a8dac2b5f42d4e7.jpg', 'caption': 'Malva sylvestris'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/4c3da5d57712c23f5d449881bbb15995.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/95b68ad7445f468bd98ae5a289675ff8.jpg', 'caption': 'Malva sylvestris'}]",Malva sylvestris,561932-1,Species,Malva sylvestris,561932-1
234,True,Aubl.,Plantae,Meliaceae,Carapa guianensis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:45059-2),45059-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/28943037c9b291f193aa8bd0e72dfcc4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b151dad35d2607ebe08f9dbca76f2124.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/08116ac1476352561bcac00eae410786.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/e5171a15f2cd4039565846c82a4416d9.jpg', 'caption': 'Carapa guianensis Aubl.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6c5410b2fe8d4135361be6713ec7c96b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b4d7b0ad18d1aec9194a56f91b229177.jpg', 'caption': 'Carapa guianensis'}]",Carapa guianensis,45059-2,Species,Carapa guianensis,45059-2
235,True,(Nutt.) H.Hara,Plantae,Onagraceae,Ludwigia leptocarpa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:144366-2),144366-2,"[{'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184a_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184a_fullsize.jpg', 'caption': 'Ludwigia leptocarpa (Nutt.) Hara'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184b_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184b_fullsize.jpg', 'caption': 'Ludwigia leptocarpa (Nutt.) Hara'}, {'thumbnail': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184c_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/PPA/1167_1199/h1184c_fullsize.jpg', 'caption': 'Ludwigia leptocarpa (Nutt.) Hara'}]",Ludwigia leptocarpa,144366-2,Species,Ludwigia leptocarpa,144366-2
