,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId,images,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
236,True,Cav.,Plantae,Oxalidaceae,Oxalis tetraphylla,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:375466-1),375466-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b6d7dca7e3d41a51aa1ebc62c743443a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1a9b3c5202e3323ac35edd2e3d4e1146.jpg', 'caption': 'Oxalis tetraphylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/cd8217795091e59950e988feaa7c20fc.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/554add5186d2e7824f799f72572914ee.jpg', 'caption': 'Oxalis tetraphylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/dd9dd410473286f69c764cea665be4a7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/4ca142b6c50f73fd8deac04c0972685d.jpg', 'caption': ""Oxalis tetraphylla 'Iron Cross'""}]",Oxalis tetraphylla,375466-1,Species,Oxalis tetraphylla,375466-1
237,True,DC.,Plantae,Passifloraceae,Passiflora adenopoda,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:674754-1),674754-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8c30b015a8f03dc2572ee691d156f4f1.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/08639f77338087184664b23e60104092.jpg', 'caption': 'Passiflora adenopoda'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/9c17509d5f5fbf6dc3962c15612dae0a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7ed5b905345b4d7bd946ff04501f033f.jpg', 'caption': 'Passiflora adenopoda'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d5ac81c092226656be38f79c37600cb9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7604efbc0b77fa5031440baa3dc47603.jpg', 'caption': 'Passiflora adenopoda'}]",Passiflora adenopoda,674754-1,Species,Passiflora adenopoda,674754-1
238,True,Willd. ex Schult.,Plantae,Passifloraceae,Turnera diffusa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:836578-1),836578-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f86439bd902c4d8b145b4b37c61d34ba.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/198b0cb583250bc668a1de1c84c8ffeb.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ce9f2d0c9a349f8dab25975275afb861.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a1a0d8e1d4d51e2e8613ccf2c68b73e8.jpg', 'caption': 'Turnera diffusa'}]",Turnera diffusa,836578-1,Species,Turnera diffusa,836578-1
239,True,Kunth & C.D.Bouché,Plantae,Phytolaccaceae,Phytolacca rivinoides,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:676397-1),676397-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/275fe4bab07821469fa4385c4779665a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/41c8bcc7e8a7f127c07acd985aaa3c54.jpg', 'caption': 'Phytolacca rivinoides Kunth &amp; Bouché'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/672fcf7b2dd6973df010840ee0783846.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/225bdf4ad7d146604ff30c1778ac2c24.jpg', 'caption': 'Phytolacca rivinoides Kunth &amp; Bouché'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f20a515e4ed9bdda16e27d66ba0114ba.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f703b7a54ba8d722f2d591e0161252cb.jpg', 'caption': 'Phytolacca rivinoides Kunth &amp; Bouché'}]",Phytolacca rivinoides,676397-1,Species,Phytolacca rivinoides,676397-1
240,True,L.,Plantae,Piperaceae,Piper amalago,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:680359-1),680359-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8a78f090d930a680828e63b5942b740e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a26a3ce9d08f0e7ac603bd490f42b785.jpg', 'caption': 'Piper amalago'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/bbb24e52f50487346e15ec228c7fe264.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/88f40f372ea69e1223e559ffbf29139c.jpg', 'caption': 'Piper amalago'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/2ce7ded2c83a8cf42d7c5f22c35708ec.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/68dfa2cde0183d82ed80b4fac5cf3357.jpg', 'caption': 'Piper amalago L.'}]",Piper amalago,680359-1,Species,Piper amalago,680359-1
241,True,L.,Plantae,Piperaceae,Piper peltatum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:316334-2),316334-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/221e8976654231abdf7497c7355d7e2e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/eecbf8a7a9125b36b82c2efaa34d5f25.jpg', 'caption': 'Piper peltatum L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/9c50cf2135b64f30aa7d8df93480e526.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/38be1c5bcfbda5f01f6a33a8090e433a.jpg', 'caption': 'Piper peltatum L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d069f75b571cac88caa4f87fd74661c7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ed32757ef9b694a2ea6b7c558f948b83.jpg', 'caption': 'Piper peltatum L.'}]",Piper peltatum,316334-2,Species,Piper peltatum,316334-2
242,True,L.,Plantae,Ranunculaceae,Aconitum napellus,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:707615-1),707615-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/bb72bcbd556ef205e8d8a90466184160.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/200df16aee6d2f59643cd8b71c20f74f.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8646033d991ea2f7f1c0cf28b5d900a4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3dd3c21c11cac9b349b29fd04abce12f.jpg', 'caption': 'Aconitum napellus, Köhler'}]",Aconitum napellus,707615-1,Species,Aconitum napellus,707615-1
243,True,L.,Plantae,Sapindaceae,Aesculus hippocastanum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:781594-1),781594-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b8344ab6ab7c90db6c5dd24818b19be8.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/83346cc53f3507891f810c5aee94f07d.jpg', 'caption': 'Aesculus hippocastanum L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/88cf70ac7b725dfee21c109efca5e346.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f112a73fc008becbdb147076bc86c053.jpg', 'caption': 'Aesculus hippocastanum L.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ca04bb82083800f6f7eb0f01953a78c4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/6b574080a25aae9ac06c97f7720b19c4.jpg', 'caption': 'Aesculus hippocastanum L.'}]",Aesculus hippocastanum,781594-1,Species,Aesculus hippocastanum,781594-1
244,True,Britton,Plantae,Solanaceae,Solanum hazenii,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:238944-2),238944-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d6437a2f6738e43b61a26a0a76d6cb3c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9e014529812c8fde55237493596d30bc.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6cbe563af8f76554a3c83481f02a9481.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/dd0a19b590c584685f3e88aad7700159.jpg', 'caption': 'Solanum hazenii Britton'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e2e457eea2500ad46a9c9274e3fa1e42.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/4584d85fd6a6f77db8a6af31c146d66c.jpg', 'caption': 'Solanum hazenii'}]",Solanum hazenii,238944-2,Species,Solanum hazenii,238944-2
245,True,Andrews,Plantae,Solanaceae,Solanum seaforthianum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:316949-2),316949-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/006755fbcf2b9fdeaa36b078db4fc418.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a700f7d148f5b4c44f9a64d3b6f58eea.jpg', 'caption': 'Solanum seaforthianum'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/09f274d86e62c09f12549bc445866ddc.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/92034c55ab2347e3d798d2fb5e5ea0ac.jpg', 'caption': 'Solanum seaforthianum'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/302d82fd5f77aaaa51573c64edf2cdde.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/35a94386b413a511c25e7e3cd131f995.jpg', 'caption': 'Solanum seaforthianum'}]",Solanum seaforthianum,316949-2,Species,Solanum seaforthianum,316949-2
246,True,(Jacq.) Vahl,Plantae,Verbenaceae,Stachytarpheta mutabilis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:243385-2),243385-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/cd1d5ffddbdd4fbf6f4d38f2e4c6e95e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/57a4359687ea2585458eef928dd82a7b.jpg', 'caption': 'Stachytarpheta mutabilis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/a01da0478f27aae0557e2ae16bfa62ee.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9eecd299e1cdd7d865940dae66c171c3.jpg', 'caption': 'Stachytarpheta mutabilis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/164f13c00e1f1b3e46ef7770378fbafa.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/44faa1814555145d2c06af1e55c19882.jpg', 'caption': 'Stachytarpheta mutabilis'}]",Stachytarpheta mutabilis,243385-2,Species,Stachytarpheta mutabilis,243385-2
247,True,L.,Plantae,Viburnaceae,Sambucus canadensis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:321978-2),321978-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f818cc476c5babccc98df24fa670b209.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d7f57b17f094d2f5ab51ccd3256071fb.jpg', 'caption': 'Sambucus nigra subsp. canadensis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7a831a0be6b28e171d024154f38c7b87.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/59241449eb9c4d69aa18aac90cafcbdd.jpg', 'caption': 'Sambucus canadensis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/986ba99ee2b4609746d90618bd398c01.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f75936fdc772151443334ecd396bf344.jpg', 'caption': 'Sambucus nigra subsp. canadensis'}]",Sambucus canadensis,321978-2,Species,Sambucus canadensis,321978-2
248,True,(L.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna hirsuta,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:234491-2),234491-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/9a5cb811b64ce09adb38bc5019090354.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/19a9b4b3021f7d3066d0fbc54a75248b.jpg', 'caption': 'Senna hirsuta'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f57144834a79bb1343c83f53a451049a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1e354d9d61cc800973bfc2920c5d84df.jpg', 'caption': 'Senna hirsuta'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/230de5929df6216fd01dc1f5094a5ef3.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3b6e15c6aec0c790be4c6d9623c1373f.jpg', 'caption': 'Senna hirsuta'}]",Senna hirsuta,234491-2,Species,Senna hirsuta,234491-2
249,True,Retz.,Plantae,Poaceae,Phalaris minor,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:415632-1),415632-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/35ce70d7fe7463ce5437924b88f54535.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/482059ea12120998154fd2d57ea151c3.jpg', 'caption': 'Phalaris minor'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/aaa0a1f9d4cda980f0883b52a17d9eae.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3a124d74319b64b842a9d78c8993b764.jpg', 'caption': 'Phalaris minor'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8d3f9e1f3d945c7e6d7ccd090e589146.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ee5987bd1cebfa96a1a7b8dfa9615615.jpg', 'caption': 'Phalaris minor'}]",Phalaris minor,415632-1,Species,Phalaris minor,415632-1
250,True,(Jacq.) Kunth,Plantae,Amaranthaceae,Chamissoa altissima,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:60077-1),60077-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/0b4c090875f50c1c716428d6a55c7f2a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/af98be7d51c6eee9f20cffc085e1a202.jpg', 'caption': 'Chamissoa altissima'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/0965b26eea4e2762e76d00f2af8894fd.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f16d91b77f2690b7cd714ccea720f3e2.jpg', 'caption': 'Chamissoa altissima'}, {'thumbnail': '//storage.googleapis.com/powop-assets/neotropikey/Chamissoa%20altissima%20de%20Eliasson%201987_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/neotropikey/Chamissoa%20altissima%20de%20Eliasson%201987_fullsize.jpg', 'caption': 'Chamissoa altissima (Amaranthaceae)'}]",Chamissoa altissima,60077-1,Species,Chamissoa altissima,60077-1
251,True,Mill.,Plantae,Annonaceae,Annona cherimola,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:927235-1),927235-1,"[{'thumbnail': '//storage.googleapis.com/powop-assets/neotropikey/Annona_cherimola_1_MW_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/neotropikey/Annona_cherimola_1_MW_fullsize.jpg', 'caption': 'Annona cherimola (Annonaceae)'}, {'thumbnail': '//storage.googleapis.com/powop-assets/neotropikey/Annona_cherimola_3_MW_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/neotropikey/Annona_cherimola_3_MW_fullsize.jpg', 'caption': 'Annona cherimola (Annonaceae)'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/cdc1d6cfd99938a4e80e8e2c87e2d422.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d34b356f6160d2027f206dad5e347bb2.jpg', 'caption': 'Annona cherimola'}]",Annona cherimola,927235-1,Species,Annona cherimola,927235-1
252,True,L.,Plantae,Asteraceae,Senecio vulgaris,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:248251-1),248251-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/55121b727c74ecad0f3801c52543a16e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a04a86568e225790e749a5efb7fc3046.jpg', 'caption': 'Senecio vulgaris'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7ccf9f7b0dc18edd35616a5293bf12cb.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/02df955bfd884d614a90710f825469cf.jpg', 'caption': 'Senecio vulgaris'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/94ad0d2ba306a1ffab1ef04d6a47c28a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ae4aec604ca1bf9e31a5a4667025c4ba.jpg', 'caption': 'Senecio vulgaris'}]",Senecio vulgaris,248251-1,Species,Senecio vulgaris,248251-1
253,True,(Jacq.) Christenh. & Byng,Plantae,Capparaceae,Morisonia nemorosa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:77183738-1),77183738-1,,Morisonia nemorosa,77183738-1,Species,Morisonia nemorosa,77183738-1
254,True,(L.) Maxon,Plantae,Dennstaedtiaceae,Pteridium caudatum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:213799-2),213799-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/41df2e97f0e4213e0d8d2aaad1482bdd.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b0b13093df75d43b589f6b0bb7bdcd11.jpg', 'caption': 'Pteridium caudatum'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e960b2a0dafde67b2f54aed4ce48cfc4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/127f4f3f988494916f067c118c99cf23.jpg', 'caption': 'Pteridium caudatum'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/03a259b31daf649bf725142a735e27b6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/00370cc8ff42f121223414ea87a44772.jpg', 'caption': 'Pteridium caudatum'}]",Pteridium caudatum,213799-2,Species,Pteridium caudatum,213799-2
255,True,(L.) Speg.,Plantae,Fabaceae,Anadenanthera peregrina,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:12268-2),12268-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c99dd4af6717139d8378b7b21c25cee4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f30707c296cadaafd05ad75f958379db.jpg', 'caption': 'Anadenanthera peregrina (L.) Speg.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c202ed1b58275985357eff930a54bf15.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9ff3209160656807045b301b7b2efb16.jpg', 'caption': 'Anadenanthera peregrina (L.) Speg.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/adc16488d7dec3da10fbfa9f070a098d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f4163a7a2519d5559291e1c0d18eb08e.jpg', 'caption': 'Anadenanthera peregrina (L.) Speg.'}]",Anadenanthera peregrina,12268-2,Species,Anadenanthera peregrina,12268-2
256,True,L.,Plantae,Fabaceae,Crotalaria sagittalis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:318914-2),318914-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/4fda30aa9441871e3968edcc064d57ed.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1de73eded31b82fcf682c0e054ec46de.jpg', 'caption': 'Crotalaria sagittalis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/334402dd1978aabfafddf1fc1982bcf0.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ff4f4b3c079fe10ddea26c2e43928199.jpg', 'caption': 'Crotalaria sagittalis'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c6fa2d1a143abf51be17fea42a30d92e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/82aa3f4d2db57d57377f8976d4844ff2.jpg', 'caption': 'Crotalaria sagittalis'}]",Crotalaria sagittalis,318914-2,Species,Crotalaria sagittalis,318914-2
257,True,H.Karst.,Plantae,Fabaceae,Haematoxylum brasiletto,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:497227-1),497227-1,"[{'thumbnail': '//storage.googleapis.com/powop-assets/neotropikey/Copy%20of%20Haematoxylum_brasiletto@GPLewis,RBGKew_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/neotropikey/Copy%20of%20Haematoxylum_brasiletto@GPLewis,RBGKew_fullsize.jpg', 'caption': 'Haematoxylum brasiletto (Leguminosae (Caesalpinioideae))'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/668507720e5a8194cfe90f0d68ba1584.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c583667ab689c5dc7cee98571857bff1.jpg', 'caption': 'Haematoxylum brasiletto'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/51ea1274c552b7b5d8371a83229cc756.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/969287571be33a3fe5c6f77b32f99982.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Haematoxylum brasiletto,497227-1,Species,Haematoxylum brasiletto,497227-1
258,True,(L.f.) Ducke,Plantae,Fabaceae,Machaerium lunatum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:148561-2),148561-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/553b1be60c72c6400820e85a51e934aa.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/dc2c9cac2f73a2fe79bb2d3192a09591.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3616edc505cd03d33f71933b4ac2a3f0.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/10c0833d0483da946e8c67af89a0847a.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/688af096ead9dfcd70951ba4bb0b5cfb.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/db4a2b98ea57b3043b9f12bfc7a28887.jpg', 'caption': 'Machaerium lunatum (L.f.) Ducke'}]",Machaerium lunatum,148561-2,Species,Machaerium lunatum,148561-2
259,True,(DC.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna spectabilis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:234663-2),234663-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6b7cb5bd11ce0d25889b140da8b866b7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/57e5c59402352c1e291e72dcae466cc7.jpg', 'caption': 'Senna spectabilis (DC.) H.S.Irwin &amp; Barneby'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/84ad5b6b8240caf1014e3c5421679bb6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/31234e8cfc790dc70fd3417de97ed1e3.jpg', 'caption': 'Senna spectabilis (DC.) H.S.Irwin &amp; Barneby'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/41046be45db0f37266942532722ade7d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c21d5dba2c66b441ba0a45aae81e489f.jpg', 'caption': 'Senna spectabilis (DC.) H.S.Irwin &amp; Barneby'}]",Senna spectabilis,234663-2,Species,Senna spectabilis,234663-2
260,True,(L.) L'Hér.,Plantae,Geraniaceae,Erodium cicutarium,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:372219-1),372219-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/080c388bcb4e935758543d23c35a5b8a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c824655d78bc5b9f7f54cf0667054e15.jpg', 'caption': 'Erodium cicutarium'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/24c9bdef97caa57cc2a16e1eb3b1ca5f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/dcb71dc8dfdec9eef9c1db85c265fcc4.jpg', 'caption': ""Erodium cicutarium&nbsp;(L.) L'Hér.""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/77c8668dd395bcdbbd4629247463b6e0.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/31eea9748a1d8830a0b5fd5472de9dc0.jpg', 'caption': 'Erodium cicutarium'}]",Erodium cicutarium,372219-1,Species,Erodium cicutarium,372219-1
261,True,L.,Plantae,Lamiaceae,Lamium amplexicaule,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:448797-1),448797-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ad4882bd47992ca847e979fc566b681c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/12191fb7c4a109f204c38955062a9db6.jpg', 'caption': 'Lamium amplexicaule'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ac257124ec7fae1e46eadfdef19ff750.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/65d9c3c34d8e34d65e7e7f8e062279ca.jpg', 'caption': 'Lamium amplexicaule'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fd3e0876986ae148ccdf90739a371dc5.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/26d7c80be706c20db71f23455a154c9e.jpg', 'caption': 'Lamium amplexicaule'}]",Lamium amplexicaule,448797-1,Species,Lamium amplexicaule,448797-1
