plant_id,family,taxon_name,refstand,ref_short
wcs37178,Apocynaceae,Cerbera odollam,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs37178,Apocynaceae,Cerbera odollam,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs37233,Rubiaceae,Ceriscoides campanulata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs37233,Rubiaceae,Ceriscoides campanulata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs37233,Rubiaceae,Ceriscoides campanulata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs37233,Rubiaceae,Ceriscoides campanulata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs37239,Rubiaceae,Ceriscoides turgida,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs37239,Rubiaceae,Ceriscoides turgida,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs37239,Rubiaceae,Ceriscoides turgida,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs37239,Rubiaceae,Ceriscoides turgida,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502505,Apocynaceae,Ceropegia andamanica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502524,Apocynaceae,Ceropegia aristolochioides,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502545,Apocynaceae,Ceropegia beddomei,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs525053,Apocynaceae,Ceropegia bourneae,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502573,Apocynaceae,Ceropegia bulbosa,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502573,Apocynaceae,Ceropegia bulbosa,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs502573,Apocynaceae,Ceropegia bulbosa,100034,"SEPASAL database (Kew, 1999)"
wcs502573,Apocynaceae,Ceropegia bulbosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502592,Apocynaceae,Ceropegia candelabrum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502592,Apocynaceae,Ceropegia candelabrum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502593,Apocynaceae,Ceropegia candelabrum var. biflora,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs502593,Apocynaceae,Ceropegia candelabrum var. biflora,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502593,Apocynaceae,Ceropegia candelabrum var. biflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs502593,Apocynaceae,Ceropegia candelabrum var. biflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502601,Apocynaceae,Ceropegia christenseniana,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs525054,Apocynaceae,Ceropegia ciliatior,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502606,Apocynaceae,Ceropegia cimiciodora,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs502615,Apocynaceae,Ceropegia convolvuloides,100181,SOTWP 2016: PROTA (2015)
wcs502663,Apocynaceae,Ceropegia distincta,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs502671,Apocynaceae,Ceropegia dolichophylla,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs525058,Apocynaceae,Ceropegia edulissima,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs525034,Apocynaceae,Ceropegia elenaduensis,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs524905,Apocynaceae,Ceropegia glabra,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502738,Apocynaceae,Ceropegia hirsuta,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502738,Apocynaceae,Ceropegia hirsuta,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs524819,Apocynaceae,Ceropegia johnstonii,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs502768,Apocynaceae,Ceropegia juncea,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502768,Apocynaceae,Ceropegia juncea,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs524959,Apocynaceae,Ceropegia kolarensis,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502813,Apocynaceae,Ceropegia lugardiae,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs502813,Apocynaceae,Ceropegia lugardiae,100034,"SEPASAL database (Kew, 1999)"
wcs502813,Apocynaceae,Ceropegia lugardiae,100181,SOTWP 2016: PROTA (2015)
wcs502813,Apocynaceae,Ceropegia lugardiae,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs502829,Apocynaceae,Ceropegia mairei,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs502891,Apocynaceae,Ceropegia omissa,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs502925,Apocynaceae,Ceropegia pubescens,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs502925,Apocynaceae,Ceropegia pubescens,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs529123,Apocynaceae,Ceropegia rehmannii,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs529123,Apocynaceae,Ceropegia rehmannii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs503015,Apocynaceae,Ceropegia stapeliiformis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs503019,Apocynaceae,Ceropegia stenantha,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs524986,Apocynaceae,Ceropegia volubicaulis,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs503088,Apocynaceae,Ceropegia woodii,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs38447,Rubiaceae,Chassalia albiflora,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs38447,Rubiaceae,Chassalia albiflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs273520,Rubiaceae,Chassalia blumeana,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs273520,Rubiaceae,Chassalia blumeana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs38478,Rubiaceae,Chassalia coriacea,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs38484,Rubiaceae,Chassalia curviflora,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs38484,Rubiaceae,Chassalia curviflora,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs38484,Rubiaceae,Chassalia curviflora,6513,"Med. & Pois. Pl. 2 (Valkenburg et al., 1999)"
wcs38484,Rubiaceae,Chassalia curviflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs38484,Rubiaceae,Chassalia curviflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs38484,Rubiaceae,Chassalia curviflora,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs38512,Rubiaceae,Chassalia kolly,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs38512,Rubiaceae,Chassalia kolly,100183,SOTWP 2016: Useful Plants and Fungi Project (2015)
wcs38512,Rubiaceae,Chassalia kolly,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs38581,Rubiaceae,Chassalia umbraticola,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs38583,Rubiaceae,Chassalia umbraticola subsp. umbraticola,100183,SOTWP 2016: Useful Plants and Fungi Project (2015)
wcs38933,Apocynaceae,Chilocarpus denudatus,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs38933,Apocynaceae,Chilocarpus denudatus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs38933,Apocynaceae,Chilocarpus denudatus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs38957,Apocynaceae,Chilocarpus torulosus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39048,Rubiaceae,Chimarrhis hookeri,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs39061,Rubiaceae,Chimarrhis turbinata,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs39067,Rubiaceae,Chiococca alba,100187,"Med. Plants for Diabetes in C. America (Giovannini et al., 2016)"
wcs39067,Rubiaceae,Chiococca alba,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs39067,Rubiaceae,Chiococca alba,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
wcs39067,Rubiaceae,Chiococca alba,8747,"Med. Pl. Latin America (Duke, 2009)"
wcs39067,Rubiaceae,Chiococca alba,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
wcs39067,Rubiaceae,Chiococca alba,8428,"Med. & Pois. Pl. N.E.Braz. (Agra et al., 2007)"
wcs39067,Rubiaceae,Chiococca alba,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs39067,Rubiaceae,Chiococca alba,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs39067,Rubiaceae,Chiococca alba,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs39067,Rubiaceae,Chiococca alba,100023,U.S. FDA Substance Registration System (2016)
wcs39067,Rubiaceae,Chiococca alba,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs39067,Rubiaceae,Chiococca alba,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39122,Rubiaceae,Chiococca phaenostemon,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39168,Rubiaceae,Chione venosa var. venosa,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs537303,Apocynaceae,Chloropetalum denticulatum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39578,Rubiaceae,Chomelia paniculata,8424,"Med. Pl. of Chazuta Valley (Sanz-Biset et al., 2009)"
wcs39734,Apocynaceae,Chonemorpha eriostylis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39736,Apocynaceae,Chonemorpha fragrans,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs39736,Apocynaceae,Chonemorpha fragrans,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs39736,Apocynaceae,Chonemorpha fragrans,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs39736,Apocynaceae,Chonemorpha fragrans,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs39736,Apocynaceae,Chonemorpha fragrans,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs39736,Apocynaceae,Chonemorpha fragrans,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs39736,Apocynaceae,Chonemorpha fragrans,100023,U.S. FDA Substance Registration System (2016)
wcs39736,Apocynaceae,Chonemorpha fragrans,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39736,Apocynaceae,Chonemorpha fragrans,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs39745,Apocynaceae,Chonemorpha megacalyx,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs39745,Apocynaceae,Chonemorpha megacalyx,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs39746,Apocynaceae,Chonemorpha mollis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs331517,Rubiaceae,Ciliosemina pedunculata,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs331517,Rubiaceae,Ciliosemina pedunculata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs331517,Rubiaceae,Ciliosemina pedunculata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs331517,Rubiaceae,Ciliosemina pedunculata,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs331517,Rubiaceae,Ciliosemina pedunculata,8379,U.S. Pharmacopoeia USP 32 (2008)
wcs331517,Rubiaceae,Ciliosemina pedunculata,8876,U.S. Pharmacopoeia USP 37 (2013)
wcs331517,Rubiaceae,Ciliosemina pedunculata,100186,U.S. Pharmacopoeia USP 39 (2016)
wcs331518,Rubiaceae,Ciliosemina purdieana,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs331518,Rubiaceae,Ciliosemina purdieana,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs331518,Rubiaceae,Ciliosemina purdieana,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs40552,Rubiaceae,Cinchona barbacoensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40552,Rubiaceae,Cinchona barbacoensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40562,Rubiaceae,Cinchona calisaya,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
wcs40562,Rubiaceae,Cinchona calisaya,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
wcs40562,Rubiaceae,Cinchona calisaya,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
wcs40562,Rubiaceae,Cinchona calisaya,100026,"Commercially Important African Med. Plants (Van Wyk, 2015)"
wcs40562,Rubiaceae,Cinchona calisaya,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs40562,Rubiaceae,Cinchona calisaya,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs40562,Rubiaceae,Cinchona calisaya,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs40562,Rubiaceae,Cinchona calisaya,8380,"European Pharmacopoeia, 6th edn. (2007)"
wcs40562,Rubiaceae,Cinchona calisaya,8875,"European Pharmacopoeia, 7th edn. (2012)"
wcs40562,Rubiaceae,Cinchona calisaya,8865,"Farmacopeia Brasileira, 5th edn. (2010)"
wcs40562,Rubiaceae,Cinchona calisaya,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs40562,Rubiaceae,Cinchona calisaya,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs40562,Rubiaceae,Cinchona calisaya,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs40562,Rubiaceae,Cinchona calisaya,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
wcs40562,Rubiaceae,Cinchona calisaya,8430,"Med. Pl. Nicarag. Atlantic Coast (Barrett, 1994)"
wcs40562,Rubiaceae,Cinchona calisaya,5473,"Native American Ethnobotany (Moerman, 1998)"
wcs40562,Rubiaceae,Cinchona calisaya,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40562,Rubiaceae,Cinchona calisaya,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40562,Rubiaceae,Cinchona calisaya,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40562,Rubiaceae,Cinchona calisaya,100181,SOTWP 2016: PROTA (2015)
wcs40562,Rubiaceae,Cinchona calisaya,100023,U.S. FDA Substance Registration System (2016)
wcs40562,Rubiaceae,Cinchona calisaya,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs40562,Rubiaceae,Cinchona calisaya,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs40562,Rubiaceae,Cinchona calisaya,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs40562,Rubiaceae,Cinchona calisaya,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs40643,Rubiaceae,Cinchona glandulifera,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40643,Rubiaceae,Cinchona glandulifera,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40659,Rubiaceae,Cinchona hirsuta,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40659,Rubiaceae,Cinchona hirsuta,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40673,Rubiaceae,Cinchona lancifolia,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40673,Rubiaceae,Cinchona lancifolia,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40673,Rubiaceae,Cinchona lancifolia,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40685,Rubiaceae,Cinchona lucumifolia,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40685,Rubiaceae,Cinchona lucumifolia,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40689,Rubiaceae,Cinchona macrocalyx,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40689,Rubiaceae,Cinchona macrocalyx,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40689,Rubiaceae,Cinchona macrocalyx,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40699,Rubiaceae,Cinchona micrantha,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40699,Rubiaceae,Cinchona micrantha,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40709,Rubiaceae,Cinchona mutisii,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40709,Rubiaceae,Cinchona mutisii,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40714,Rubiaceae,Cinchona nitida,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40714,Rubiaceae,Cinchona nitida,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40720,Rubiaceae,Cinchona officinalis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs40720,Rubiaceae,Cinchona officinalis,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs40720,Rubiaceae,Cinchona officinalis,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs40720,Rubiaceae,Cinchona officinalis,100007,"Dizionario Delle Erbe Med. (Suozzi, 1995)"
wcs40720,Rubiaceae,Cinchona officinalis,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
wcs40720,Rubiaceae,Cinchona officinalis,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs40720,Rubiaceae,Cinchona officinalis,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs40720,Rubiaceae,Cinchona officinalis,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs40720,Rubiaceae,Cinchona officinalis,8747,"Med. Pl. Latin America (Duke, 2009)"
wcs40720,Rubiaceae,Cinchona officinalis,100022,"Med. Plts. in Loja & Zamora-Chinchipe, Ecuador (Tene, 2007)"
wcs40720,Rubiaceae,Cinchona officinalis,5838,"Med. & Pois. Pl. 1 (Padua et al., 1999)"
wcs40720,Rubiaceae,Cinchona officinalis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40720,Rubiaceae,Cinchona officinalis,100010,"Plants of Econ. Importance (FAO, 1983)"
wcs40720,Rubiaceae,Cinchona officinalis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40720,Rubiaceae,Cinchona officinalis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40720,Rubiaceae,Cinchona officinalis,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs40720,Rubiaceae,Cinchona officinalis,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs40720,Rubiaceae,Cinchona officinalis,8390,Unani Pharmacopoeia India (2007-2008)
wcs40720,Rubiaceae,Cinchona officinalis,100023,U.S. FDA Substance Registration System (2016)
wcs40720,Rubiaceae,Cinchona officinalis,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs40720,Rubiaceae,Cinchona officinalis,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs40720,Rubiaceae,Cinchona officinalis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs40720,Rubiaceae,Cinchona officinalis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs40739,Rubiaceae,Cinchona parabolica,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40754,Rubiaceae,Cinchona pitayensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40754,Rubiaceae,Cinchona pitayensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40754,Rubiaceae,Cinchona pitayensis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40754,Rubiaceae,Cinchona pitayensis,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs40760,Rubiaceae,Cinchona pubescens,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
wcs40760,Rubiaceae,Cinchona pubescens,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
wcs40760,Rubiaceae,Cinchona pubescens,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
wcs40760,Rubiaceae,Cinchona pubescens,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs40760,Rubiaceae,Cinchona pubescens,100174,E-Kommission: Approved Status (1984-1994)
wcs40760,Rubiaceae,Cinchona pubescens,8380,"European Pharmacopoeia, 6th edn. (2007)"
wcs40760,Rubiaceae,Cinchona pubescens,8875,"European Pharmacopoeia, 7th edn. (2012)"
wcs40760,Rubiaceae,Cinchona pubescens,9301,Farmacopea Herbolaria Mexicanos (2013)
wcs40760,Rubiaceae,Cinchona pubescens,8395,Farmacopea Herbolaria Mexico (2001)
wcs40760,Rubiaceae,Cinchona pubescens,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs40760,Rubiaceae,Cinchona pubescens,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs40760,Rubiaceae,Cinchona pubescens,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs40760,Rubiaceae,Cinchona pubescens,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs40760,Rubiaceae,Cinchona pubescens,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs40760,Rubiaceae,Cinchona pubescens,8389,Korean Herbal Pharmacopoeia (2002)
wcs40760,Rubiaceae,Cinchona pubescens,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
wcs40760,Rubiaceae,Cinchona pubescens,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
wcs40760,Rubiaceae,Cinchona pubescens,8425,"Med. Pl. E. Nicaragua (Coe et al., 1996)"
wcs40760,Rubiaceae,Cinchona pubescens,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs40760,Rubiaceae,Cinchona pubescens,5838,"Med. & Pois. Pl. 1 (Padua et al., 1999)"
wcs40760,Rubiaceae,Cinchona pubescens,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs40760,Rubiaceae,Cinchona pubescens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40760,Rubiaceae,Cinchona pubescens,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs40760,Rubiaceae,Cinchona pubescens,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs40760,Rubiaceae,Cinchona pubescens,100181,SOTWP 2016: PROTA (2015)
wcs40760,Rubiaceae,Cinchona pubescens,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs40760,Rubiaceae,Cinchona pubescens,100243,"Tea and Herbal Infusions Europe Pl. Inventory (THIE, 2021)"
wcs40760,Rubiaceae,Cinchona pubescens,100202,"Traditional Persian Med. Pl. Database (Rahimi et al., 2018)"
wcs40760,Rubiaceae,Cinchona pubescens,100201,"Tropical Trees of Costa Rica (Zuchowski et al., 2008)"
wcs40760,Rubiaceae,Cinchona pubescens,100023,U.S. FDA Substance Registration System (2016)
wcs40760,Rubiaceae,Cinchona pubescens,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs40760,Rubiaceae,Cinchona pubescens,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs40760,Rubiaceae,Cinchona pubescens,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs40760,Rubiaceae,Cinchona pubescens,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs40788,Rubiaceae,Cinchona scrobiculata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs40826,Rubiaceae,Cinchona villosa,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs503124,Apocynaceae,Cionura erecta,5253,"Med. Pl. Trade Turkey (Özhatay et al., 1997)"
wcs503124,Apocynaceae,Cionura erecta,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs503124,Apocynaceae,Cionura erecta,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs41670,Apocynaceae,Cleghornia acuminata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs41677,Apocynaceae,Cleghornia malaccensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs43763,Apocynaceae,Clitandra cymulosa,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs44313,Rubiaceae,Coccocypselum guianense,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs44313,Rubiaceae,Coccocypselum guianense,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs44319,Rubiaceae,Coccocypselum hirsutum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs44693,Rubiaceae,Coddia rudis,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs44693,Rubiaceae,Coddia rudis,100183,SOTWP 2016: Useful Plants and Fungi Project (2015)
wcs44693,Rubiaceae,Coddia rudis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs45400,Rubiaceae,Coffea arabica,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs45400,Rubiaceae,Coffea arabica,100026,"Commercially Important African Med. Plants (Van Wyk, 2015)"
wcs45400,Rubiaceae,Coffea arabica,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs45400,Rubiaceae,Coffea arabica,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs45400,Rubiaceae,Coffea arabica,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs45400,Rubiaceae,Coffea arabica,100007,"Dizionario Delle Erbe Med. (Suozzi, 1995)"
wcs45400,Rubiaceae,Coffea arabica,100174,E-Kommission: Approved Status (1984-1994)
wcs45400,Rubiaceae,Coffea arabica,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
wcs45400,Rubiaceae,Coffea arabica,100172,"Ethnobot. & Trade of Pl. in Qaysari Market, Iraq (Mati & Boer, 2011)"
wcs45400,Rubiaceae,Coffea arabica,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs45400,Rubiaceae,Coffea arabica,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
