,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,try_Snippet,Compiled_Sources
1732,498037-1,Hedysarum razoumowianum,Hedysarum razoumowianum,498037-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness: top:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1733,498152-1,Hedysarum tauricum,Hedysarum tauricum,498152-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1734,498186-1,Hedysarum ucrainicum,Hedysarum ucrainicum,498186-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1735,498202-1,Hedysarum varium,Hedysarum varium,498202-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness: top:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1736,498352-1,Hippocrepis comosa,Hippocrepis comosa,498352-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1737,498369-1,Hippocrepis glauca,Hippocrepis glauca,498369-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1738,498393-1,Hippocrepis scabra,Hippocrepis scabra,498393-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1739,499085-1,Indigofera bungeana,Indigofera bungeana,499085-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1740,499518-1,Indigofera kirilowii,Indigofera kirilowii,499518-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness: top:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1741,500070-1,Indigofera szechuensis,Indigofera szechuensis,500070-1,Species,,"Leaf hairiness: top:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1742,500111-1,Indigofera tinctoria,Indigofera tinctoria,500111-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1743,501428-1,Laburnum anagyroides,Laburnum anagyroides,501428-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1744,502415-1,Lespedeza bicolor,Lespedeza bicolor,502415-1,Species,,"Leaf pubescence:adaxial and abaxial,Leaf pubescent: bottom:yes,Leaf pubescent: top:yes,Stem pubescent:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1745,502422-1,Lespedeza buergeri,Lespedeza buergeri,502422-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1746,502426-1,Lespedeza caraganae,Lespedeza caraganae,502426-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1747,502431-1,Lespedeza cuneata,Lespedeza cuneata,502431-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1748,502437-1,Lespedeza daurica,Lespedeza daurica,502437-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1749,502457-1,Lespedeza floribunda,Lespedeza floribunda,502457-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness: top:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1750,502494-1,Lespedeza juncea,Lespedeza juncea,502494-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:adaxial and abaxial,Stem pubescent:yes","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1751,50425772-2,Stachyphrynium placentarium,Stachyphrynium placentarium,50425772-2,Species,,Leaf pubescence:midrib/veins,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
1752,506268-1,Medicago lupulina,Medicago lupulina,506268-1,Species,,"Leaf hairiness:some hairs,Leaf pubescence:abaxial,Leaf pubescent: bottom:yes","[""TRY (Hickler, T. 1999. Plant functional types and community characteristics along environmental gradients on Öland's Great Alvar (Sweden) Masters Thesis, University of Lund, Sweden.)""]"
1753,50798-3,Grevillea robusta,Grevillea robusta,50798-3,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1754,50912710-1,Parthenocissus tricuspidata,Parthenocissus tricuspidata,50912710-1,Species,,"Leaf hairiness: bottom:some hairs,Stem pubescent:yes","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1755,50922021-1,Larix griffithii,Larix griffithii,50922021-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1756,50937329-1,Ulmus davidiana var. japonica,Ulmus davidiana,856844-1,Variety,,"Lair hairiness: midrib/veins:yes,Leaf hairiness: top:yes,Leaf pubescence:adaxial and abaxial,Leaf pubescent: bottom:yes,Leaf pubescent: top:yes,Stem pubescent:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1757,50997083-1,Magnolia officinalis var. biloba,Magnolia officinalis,554787-1,Variety,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1758,510721-1,Ormosia henryi,Ormosia henryi,510721-1,Species,,"Leaf pubescence:abaxial,Leaf pubescent: bottom:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1759,511712-1,Oxytropis myriophylla,Oxytropis myriophylla,511712-1,Species,,"Leaf pubescence:abaxial,Leaf pubescent: bottom:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1760,51232-2,Celtis tenuifolia,Celtis tenuifolia,51232-2,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1761,517689-1,Robinia hispida,Robinia hispida,517689-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1762,518822-1,Sophora davidi,Sophora davidi,518822-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1763,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,"Leaf hairiness: bottom:yes,Leaf hairiness: top:yes,Leaf hairiness:adaxial and abaxial,Leaf pubescence:abaxial,Leaf pubescent: bottom:yes,Stem hairy:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1764,519725-1,Sulla coronaria,Sulla coronaria,519725-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1765,522881-1,Trifolium arvense,Trifolium arvense,522881-1,Species,,Leaf hairiness:very hairy,"[""TRY (Hickler, T. 1999. Plant functional types and community characteristics along environmental gradients on Öland's Great Alvar (Sweden) Masters Thesis, University of Lund, Sweden.)""]"
1766,522975-1,Trifolium campestre,Trifolium campestre,522975-1,Species,,Leaf hairiness:some hairs,"[""TRY (Hickler, T. 1999. Plant functional types and community characteristics along environmental gradients on Öland's Great Alvar (Sweden) Masters Thesis, University of Lund, Sweden.)""]"
1767,525130-1,Vicia sepium,Vicia sepium,525130-1,Species,,"Leaf pubescence:finely abaxial,Stem pubescent:finely","['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
1768,53055-1,Phlogacanthus curviflorus,Phlogacanthus curviflorus,53055-1,Species,,Leaf pubescence:adaxial,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
1769,536625-1,Hosta plantaginea,Hosta plantaginea,536625-1,Species,,"Leaf pubescence:adaxial and abaxial,Leaf pubescence:finely abaxial","['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
1770,537628-1,Lilium lancifolium,Lilium lancifolium,537628-1,Species,,"Leaf pubescence:adaxial,Leaf pubescent: top:yes,Stem hairy:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1771,541462-1,Smilax glabra,Smilax glabra,541462-1,Species,,"Leaf pruinose:abaxial,Pruinose: below:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1772,541465-1,Smilax glaucochina,Smilax glaucochina,541465-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf pruinose:abaxial,Pruinose: below:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1773,541915-1,Smilax trachypoda,Smilax trachypoda,541915-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1774,543694-1,Yucca flaccida,Yucca flaccida,543694-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1775,545677-1,Buddleja alternifolia,Buddleja alternifolia,545677-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1776,545734-1,Buddleja davidii,Buddleja davidii,545734-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1777,545763-1,Buddleja globosa,Buddleja globosa,545763-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1778,545793-1,Buddleja japonica,Buddleja japonica,545793-1,Species,,"Leaf hairiness: bottom:densely hairy,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1779,549404-1,Loranthus europaeus,Loranthus europaeus,549404-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1780,552303-1,Viscum coloratum,Viscum coloratum,552303-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1781,553576-1,Lagerstroemia indica,Lagerstroemia indica,553576-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1782,554129-1,Punica granatum,Punica granatum,554129-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1783,554290-1,Woodfordia fruticosa,Woodfordia fruticosa,554290-1,Species,,Leaf pubescence:abaxial,"['TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)']"
1784,554475-1,Eucommia ulmoides,Eucommia ulmoides,554475-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1785,554609-1,Liriodendron chinense,Liriodendron chinense,554609-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1786,554678-1,Magnolia denudata,Magnolia denudata,554678-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness: top:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1787,554723-1,Magnolia grandiflora,Magnolia grandiflora,554723-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1788,554784-1,Magnolia obovata,Magnolia obovata,554784-1,Species,,Leaf hairiness: bottom:some hairs,"['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1789,554787-1,Magnolia officinalis,Magnolia officinalis,554787-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1790,554840-1,Magnolia sieboldii,Magnolia sieboldii,554840-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1791,554855-1,Magnolia stellata,Magnolia stellata,554855-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1792,554866-1,Magnolia tripetala,Magnolia tripetala,554866-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
1793,55993-2,Chenopodium album,Chenopodium album,55993-2,Species,,"Leaf pruinose:abaxial,Pruinose: below:yes","['TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169\x96180)']"
1794,560068-1,Hibiscus cannabinus,Hibiscus cannabinus,560068-1,Species,,"Leaf hairiness: bottom:some hairs,Leaf hairiness:abundant hairs at least on one leaf side","['TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)']"
