,Unnamed: 0,genus,Habit,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
806,806,Neobertiera,subsh,Neobertiera,,,295313-2,Genus
807,807,Nertera,subsh,Nertera,,,331802-2,Genus
808,808,Nodocarpaea,subsh,Nodocarpaea,,,35000-1,Genus
809,809,Notopleura,subsh,Notopleura,,,35007-1,Genus
810,810,Oldenlandiopsis,subsh,Oldenlandiopsis,,,925301-1,Genus
811,811,Ophiorrhiza,subsh,Ophiorrhiza,,,30280723-2,Genus
812,812,Oreopolus,subsh,Oreopolus,,,35028-1,Genus
813,813,Orthanthera,subsh,Orthanthera,,,3548-1,Genus
814,814,Otomeria,subsh,Otomeria,,,35035-1,Genus
815,815,Pachypodium,subsh,Pachypodium,,,30028643-2,Genus
816,816,Parapentas,subsh,Parapentas,,,35067-1,Genus
817,817,Pentaloncha,subsh,Pentaloncha,,,35087-1,Genus
818,818,Pentanisia,subsh,Pentanisia,,,35088-1,Genus
819,819,Pentas,subsh,Pentas,,,35090-1,Genus
820,820,Pentopetia,subsh,Pentopetia,,,3582-1,Genus
821,821,Phialiphora,subsh,Phialiphora,,,77109496-1,Genus
822,822,Phuopsis,subsh,Phuopsis,,,35110-1,Genus
823,823,Phyllis,subsh,Phyllis,,,35113-1,Genus
824,824,Phyllocrater,subsh,Phyllocrater,,,35114-1,Genus
825,825,Phylohydrax,subsh,Phylohydrax,,,925007-1,Genus
826,826,Planaltina,subsh,Planaltina,,,77113910-1,Genus
827,827,Plocama,subsh,Plocama,,,35148-1,Genus
828,828,Polyura,subsh,Polyura,,,35165-1,Genus
829,829,Pseudonesohedyotis,subsh,Pseudonesohedyotis,,,35202-1,Genus
830,830,Psyllocarpus,subsh,Psyllocarpus,,,35219-1,Genus
831,831,Puffia,subsh,Puffia,,,77159275-1,Genus
832,832,Pygmaeothamnus,subsh,Pygmaeothamnus,,,35228-1,Genus
833,833,Rhazya,subsh,Rhazya,,,2547-1,Genus
834,834,Rhyssolobium,subsh,Rhyssolobium,,,3656-1,Genus
835,835,Ronabea,subsh,Ronabea,,,35267-1,Genus
836,836,Schwendenera,subsh,Schwendenera,,,295686-2,Genus
837,837,Serissa,subsh,Serissa,,,35337-1,Genus
838,838,Sipanea,subsh,Sipanea,,,35355-1,Genus
839,839,Sipaneopsis,subsh,Sipaneopsis,,,296664-2,Genus
840,840,Staelia,subsh,Staelia,,,30051118-2,Genus
841,841,Steenisia,subsh,Steenisia,,,35386-1,Genus
842,842,Stenotis,subsh,Stenotis,,,30395888-2,Genus
843,843,Stigmatorhynchus,subsh,Stigmatorhynchus,,,3729-1,Genus
844,844,Stipularia,subsh,Stipularia,,,35404-1,Genus
845,845,Streblosa,subsh,Streblosa,,,327891-2,Genus
846,846,Strumpfia,subsh,Strumpfia,,,35412-1,Genus
847,847,Tessiera,subsh,Tessiera,,,35448-1,Genus
848,848,Theligonum,subsh,Theligonum,,,41017-1,Genus
849,849,Tobagoa,subsh,Tobagoa,,,289333-2,Genus
850,850,Tortuella,subsh,Tortuella,,,289340-2,Genus
851,851,Trailliaedoxa,subsh,Trailliaedoxa,,,35472-1,Genus
852,852,Trichostachys,subsh,Trichostachys,,,332030-2,Genus
853,853,Tulearia,subsh,Tulearia,,,77178890-1,Genus
854,854,Tweedia,subsh,Tweedia,,,3777-1,Genus
855,855,Virectaria,subsh,Virectaria,,,35514-1,Genus
856,856,Xanthophytum,subsh,Xanthophytum,,,35539-1,Genus
857,857,Apteranthes,sc,Apteranthes,,,3206-1,Genus
858,858,Australluma,sc,Australluma,,,986757-1,Genus
859,859,Ballyanthus,sc,Ballyanthus,,,1019379-1,Genus
860,860,Baynesia,sc,Baynesia,,,1018355-1,Genus
861,861,Boucerosia,sc,Boucerosia,,,3239-1,Genus
862,862,Caralluma,sc,Caralluma,,,30343894-2,Genus
863,863,Caudanthera,sc,Caudanthera,,,986774-1,Genus
864,864,Desmidorchis,sc,Desmidorchis,,,3319-1,Genus
865,865,Duvalia,sc,Duvalia,,,3343-1,Genus
866,866,Duvaliandra,sc,Duvaliandra,,,3344-1,Genus
867,867,Duvaliaranthus,sc,× Duvaliaranthus,,,3345-1,Genus
868,868,Echidnopsis,sc,Echidnopsis,,,3347-1,Genus
869,869,Edithcolea,sc,Edithcolea,,,3352-1,Genus
870,870,Hoodia,sc,Hoodia,,,3425-1,Genus
871,871,Hoodiapelia,sc,× Hoodiapelia,,,3427-1,Genus
872,872,Hoodiorbea,sc,× Hoodiorbea,,,60435757-2,Genus
873,873,Hoodiotriche,sc,× Hoodiotriche,,,60435759-2,Genus
874,874,Huernia,sc,Huernia,,,3432-1,Genus
875,875,Larryleachia,sc,Larryleachia,,,995318-1,Genus
876,876,Lavrania,sc,Lavrania,,,924962-1,Genus
877,877,Monolluma,sc,Monolluma,,,986816-1,Genus
878,878,Notechidnopsis,sc,Notechidnopsis,,,893471-1,Genus
879,879,Ophionella,sc,Ophionella,,,893082-1,Genus
880,880,Orbea,sc,Orbea,,,3544-1,Genus
881,881,Orbelia,sc,× Orbelia,,,893008-1,Genus
882,882,Pectinaria,sc,Pectinaria,,,331834-2,Genus
883,883,Piaranthus,sc,Piaranthus,,,3603-1,Genus
884,884,Pseudolithos,sc,Pseudolithos,,,326033-2,Genus
885,885,Quaqua,sc,Quaqua,,,3641-1,Genus
886,886,Rhytidocaulon,sc,Rhytidocaulon,,,331908-2,Genus
887,887,Richtersveldia,sc,Richtersveldia,,,20009969-1,Genus
888,888,Socotrella,sc,Socotrella,,,20008733-1,Genus
889,889,Staparesia,sc,× Staparesia,,,893240-1,Genus
890,890,Stapelia,sc,Stapelia,,,331981-2,Genus
891,891,Stapelianthus,sc,Stapelianthus,,,3713-1,Genus
892,892,Stapeliopsis,sc,Stapeliopsis,,,3714-1,Genus
893,893,Stapvalia,sc,× Stapvalia,,,77151926-1,Genus
894,894,Tavaresia,sc,Tavaresia,,,3751-1,Genus
895,895,Tridentapelia,sc,× Tridentapelia,,,60435744-2,Genus
896,896,Tridentea,sc,Tridentea,,,3770-1,Genus
897,897,Tromotriche,sc,Tromotriche,,,3774-1,Genus
898,898,White-sloanea,sc,White-sloanea,,,3797-1,Genus
899,899,Callipeltis,hb,Callipeltis,,,34278-1,Genus
900,900,Conomitra,hb,Conomitra,,,3281-1,Genus
901,901,Cordylostigma,hb,Cordylostigma,,,77107951-1,Genus
902,902,Crusea,hb,Crusea,,,329735-2,Genus
903,903,Debia,hb,Debia,,,77147270-1,Genus
904,904,Diodia,hb,Diodia,,,60014714-3,Genus
905,905,Edrastima,hb,Edrastima,,,60467433-2,Genus
906,906,Fergusonia,hb,Fergusonia,,,34606-1,Genus
907,907,Gomphocalyx,hb,Gomphocalyx,,,294735-2,Genus
908,908,Kohautia,hb,Kohautia,,,331685-2,Genus
909,909,Limnosipanea,hb,Limnosipanea,,,34844-1,Genus
910,910,Lucya,hb,Lucya,,,331734-2,Genus
911,911,Mericarpaea,hb,Mericarpaea,,,34910-1,Genus
912,912,Mitrasacmopsis,hb,Mitrasacmopsis,,,25094-1,Genus
913,913,Neanotis,hb,Neanotis,,,34968-1,Genus
914,914,Oldenlandia,hb,Oldenlandia,,,30014644-2,Genus
915,915,Paraknoxia,hb,Paraknoxia,,,35066-1,Genus
916,916,Pentodon,hb,Pentodon,,,35091-1,Genus
917,917,Perama,hb,Perama,,,35095-1,Genus
918,918,Scleromitrion,hb,Scleromitrion,,,60445140-2,Genus
919,919,Sherardia,hb,Sherardia,,,35341-1,Genus
920,920,Spermacoce,hb,Spermacoce,,,326325-2,Genus
921,921,Synaptantha,hb,Synaptantha,,,35422-1,Genus
922,922,Valantia,hb,Valantia,,,30049225-2,Genus
923,923,Aspidoglossum,hb,Aspidoglossum,,,3212-1,Genus
924,924,Aspidonepsis,hb,Aspidonepsis,,,970653-1,Genus
925,925,Ceropegia,hb,Ceropegia,,,328162-2,Genus
926,926,Fanninia,hb,Fanninia,,,3368-1,Genus
927,927,Miraglossum,hb,Miraglossum,,,893392-1,Genus
928,928,Periglossum,hb,Periglossum,,,3587-1,Genus
929,929,Raphionacme,hb,Raphionacme,,,3644-1,Genus
930,930,Stenostelma,hb,Stenostelma,,,3725-1,Genus
931,931,Sacleuxia,sh/subsh,Sacleuxia,,,3667-1,Genus
932,932,Ganguelia,subsh,Ganguelia,,,988633-1,Genus
933,933,Myrmephytum,subsh,Myrmephytum,,,327869-2,Genus
