,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
401,Leptodermis buxifolia,['zh'],Leptodermis buxifolia,Leptodermis buxifolia,1008532-1,1008532-1,Species
402,Leptodermis dielsiana,['zh'],Leptodermis dielsiana,Leptodermis dielsiana,755269-1,755269-1,Species
403,Leptodermis diffusa,['zh'],Leptodermis diffusa,Leptodermis diffusa,755270-1,755270-1,Species
404,Leptodermis forrestii,['zh'],Leptodermis forrestii,Leptodermis forrestii,755272-1,755272-1,Species
405,Leptodermis glomerata,['zh'],Leptodermis glomerata,Leptodermis glomerata,755275-1,755275-1,Species
406,Leptodermis gracilis,['zh'],Leptodermis gracilis,Leptodermis gracilis,755276-1,755276-1,Species
407,Leptodermis handeliana,['zh'],Leptodermis handeliana,Leptodermis handeliana,755278-1,755278-1,Species
408,Leptodermis hirsutiflora,['zh'],Leptodermis hirsutiflora,Leptodermis hirsutiflora,1008530-1,1008530-1,Species
409,Leptodermis kumaonensis,['zh'],Leptodermis kumaonensis,Leptodermis kumaonensis,755279-1,755279-1,Species
410,Leptodermis lanata,['zh'],Leptodermis lanata,Leptodermis lanata,1008529-1,1008529-1,Species
411,Leptodermis oblonga,['zh'],Leptodermis oblonga,Leptodermis oblonga,755290-1,755290-1,Species
412,Leptodermis ordosica,['zh'],Leptodermis ordosica,Leptodermis ordosica,898085-1,898085-1,Species
413,Leptodermis ovata,['zh'],Leptodermis ovata,Leptodermis ovata,755291-1,755291-1,Species
414,Leptodermis parkeri,['zh'],Leptodermis parkeri,Leptodermis parkeri,755292-1,755292-1,Species
415,Leptodermis parvifolia,['zh'],Leptodermis parvifolia,Leptodermis parvifolia,755293-1,755293-1,Species
416,Leptodermis pilosa,['zh'],Leptodermis pilosa,Leptodermis pilosa,755294-1,755294-1,Species
417,Leptodermis pumila,['zh'],Leptodermis pumila,Leptodermis pumila,1008527-1,1008527-1,Species
418,Leptodermis purdomii,['zh'],Leptodermis purdomii,Leptodermis purdomii,755297-1,755297-1,Species
419,Leptodermis rehderiana,['zh'],Leptodermis rehderiana,Leptodermis rehderiana,755298-1,755298-1,Species
420,Leptodermis scabrida,['zh'],Leptodermis scabrida,Leptodermis scabrida,755300-1,755300-1,Species
421,Leptodermis schneideri,['zh'],Leptodermis schneideri,Leptodermis schneideri,755301-1,755301-1,Species
422,Leptodermis scissa,['zh'],Leptodermis scissa,Leptodermis scissa,755302-1,755302-1,Species
423,Leptodermis tomentella,['zh'],Leptodermis tomentella,Leptodermis tomentella,755304-1,755304-1,Species
424,Leptodermis velutiniflora,['zh'],Leptodermis velutiniflora,Leptodermis velutiniflora,1008524-1,1008524-1,Species
425,Leptodermis velutiniflora var. tenera,['zh'],Leptodermis velutiniflora var. tenera,Leptodermis velutiniflora,1008524-1,1008525-1,Variety
426,Leptodermis velutiniflora var. velutiniflora,['zh'],Leptodermis velutiniflora var. velutiniflora,Leptodermis velutiniflora,1008524-1,77172400-1,Variety
427,Leptodermis vestita,['zh'],Leptodermis vestita,Leptodermis vestita,755309-1,755309-1,Species
428,Leptodermis wilsonii,['zh'],Leptodermis wilsonii,Leptodermis wilsonii,755312-1,755312-1,Species
429,Leptodermis xizangensis,['zh'],Leptodermis xizangensis,Leptodermis xizangensis,1008522-1,1008522-1,Species
430,Leptodermis yui,['zh'],Leptodermis yui,Leptodermis yui,1008521-1,1008521-1,Species
431,Leptomischus erianthus,['zh'],Leptomischus erianthus,Leptomischus erianthus,1007326-1,1007326-1,Species
432,Leptomischus funingensis,['zh'],Leptomischus funingensis,Leptomischus funingensis,1007327-1,1007327-1,Species
433,Leptomischus guangxiensis,['zh'],Leptomischus guangxiensis,Leptomischus guangxiensis,1007328-1,1007328-1,Species
434,Leptomischus parviflorus,['zh'],Leptomischus parviflorus,Leptomischus parviflorus,930891-1,930891-1,Species
435,Leptomischus primuloides,['zh'],Leptomischus primuloides,Leptomischus primuloides,755313-1,755313-1,Species
436,Lerchea micrantha,['zh'],Lerchea micrantha,Lerchea micrantha,1007319-1,1007319-1,Species
437,Lerchea sinica,['zh'],Lerchea sinica,Lerchea sinica,1007320-1,1007320-1,Species
439,Luculia pinceana,['zh'],Luculia pinceana,Luculia pinceana,755399-1,755399-1,Species
440,Luculia yunnanensis,['zh'],Luculia yunnanensis,Luculia yunnanensis,755400-1,755400-1,Species
441,Microphysa elongata,['zh'],Microphysa elongata,Microphysa elongata,756210-1,756210-1,Species
442,Mitchella undulata,['zh'],Mitchella undulata,Mitchella undulata,756215-1,756215-1,Species
443,Mitragyna rotundifolia,['zh'],Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,756301-1,Species
446,Morinda leiantha,['zh'],Morinda leiantha,Morinda leiantha,756410-1,756410-1,Species
447,Morinda longissima,['zh'],Morinda longissima,Morinda longissima,1016049-1,1016049-1,Species
448,Morinda persicifolia,['zh'],Morinda persicifolia,Morinda persicifolia,756451-1,756451-1,Species
449,Morinda rosiflora,['zh'],Morinda rosiflora,Morinda rosiflora,1016050-1,1016050-1,Species
450,Morinda undulata,['zh'],Morinda undulata,Morinda undulata,1016048-1,1016048-1,Species
451,Mussaenda antiloga,['zh'],Mussaenda antiloga,Mussaenda antiloga,756543-1,756543-1,Species
452,Mussaenda breviloba,['zh'],Mussaenda breviloba,Mussaenda breviloba,756561-1,756561-1,Species
453,Mussaenda chingii,['zh'],Mussaenda chingii,Mussaenda chingii,930086-1,930086-1,Species
454,Mussaenda decipiens,['zh'],Mussaenda decipiens,Mussaenda decipiens,756598-1,756598-1,Species
455,Mussaenda densiflora,['zh'],Mussaenda densiflora,Mussaenda densiflora,756600-1,756600-1,Species
456,Mussaenda divaricata,['zh'],Mussaenda divaricata,Mussaenda divaricata,756604-1,756604-1,Species
457,Mussaenda elliptica,['zh'],Mussaenda elliptica,Mussaenda elliptica,756610-1,756610-1,Species
458,Mussaenda erosa,['zh'],Mussaenda erosa,Mussaenda erosa,756617-1,756617-1,Species
461,Mussaenda hainanensis,['zh'],Mussaenda hainanensis,Mussaenda hainanensis,756652-1,756652-1,Species
462,Mussaenda hirsutula,['zh'],Mussaenda hirsutula,Mussaenda hirsutula,756660-1,756660-1,Species
463,Mussaenda kwangsiensis,['zh'],Mussaenda kwangsiensis,Mussaenda kwangsiensis,756686-1,756686-1,Species
464,Mussaenda kwangtungensis,['zh'],Mussaenda kwangtungensis,Mussaenda kwangtungensis,756687-1,756687-1,Species
465,Mussaenda laxiflora,['zh'],Mussaenda laxiflora,Mussaenda laxiflora,756701-1,756701-1,Species
466,Mussaenda lotungensis,['zh'],Mussaenda lotungensis,Mussaenda lotungensis,756712-1,756712-1,Species
468,Mussaenda membranifolia,['zh'],Mussaenda membranifolia,Mussaenda membranifolia,756731-1,756731-1,Species
469,Mussaenda mollissima,['zh'],Mussaenda mollissima,Mussaenda mollissima,930085-1,930085-1,Species
470,Mussaenda multinervis,['zh'],Mussaenda multinervis,Mussaenda multinervis,930087-1,930087-1,Species
471,Mussaenda parviflora,['zh'],Mussaenda parviflora,Mussaenda parviflora,756761-1,756761-1,Species
473,Mussaenda sessilifolia,['zh'],Mussaenda sessilifolia,Mussaenda sessilifolia,756814-1,756814-1,Species
474,Mussaenda simpliciloba,['zh'],Mussaenda simpliciloba,Mussaenda simpliciloba,756818-1,756818-1,Species
475,Mussaenda treutleri,['zh'],Mussaenda treutleri,Mussaenda treutleri,756847-1,756847-1,Species
476,Mycetia anlongensis,['zh'],Mycetia anlongensis,Mycetia anlongensis,959191-1,959191-1,Species
477,Mycetia bracteata,['zh'],Mycetia bracteata,Mycetia bracteata,756879-1,756879-1,Species
478,Mycetia brevipes,['zh'],Mycetia brevipes,Mycetia brevipes,959192-1,959192-1,Species
479,Mycetia brevisepala,['zh'],Mycetia brevisepala,Mycetia brevisepala,959195-1,959195-1,Species
480,Mycetia glandulosa,['zh'],Mycetia glandulosa,Mycetia glandulosa,756885-1,756885-1,Species
481,Mycetia gracilis,['zh'],Mycetia gracilis,Mycetia gracilis,756886-1,756886-1,Species
482,Mycetia hainanensis,['zh'],Mycetia hainanensis,Mycetia hainanensis,959194-1,959194-1,Species
483,Mycetia hirta,['zh'],Mycetia hirta,Mycetia hirta,756887-1,756887-1,Species
484,Mycetia longiflora,['zh'],Mycetia longiflora,Mycetia longiflora,959190-1,959190-1,Species
485,Mycetia longifolia,['zh'],Mycetia longifolia,Mycetia longifolia,756896-1,756896-1,Species
486,Mycetia macrocarpa,['zh'],Mycetia macrocarpa,Mycetia macrocarpa,959193-1,959193-1,Species
487,Mycetia nepalensis,['zh'],Mycetia nepalensis,Mycetia nepalensis,756902-1,756902-1,Species
488,Mycetia sinensis,['zh'],Mycetia sinensis,Mycetia sinensis,756909-1,756909-1,Species
489,Mycetia yunnanica,['zh'],Mycetia yunnanica,Mycetia yunnanica,959196-1,959196-1,Species
490,Nauclea officinalis,['zh'],Nauclea officinalis,Nauclea officinalis,77078143-1,77078143-1,Species
491,Neanotis calycina,['zh'],Neanotis calycina,Neanotis calycina,757296-1,757296-1,Species
492,Neanotis formosana,['zh'],Neanotis formosana,Neanotis formosana,757300-1,757300-1,Species
493,Neanotis hirsuta,['zh'],Neanotis hirsuta,Neanotis hirsuta,757302-1,757302-1,Species
494,Neanotis ingrata,['zh'],Neanotis ingrata,Neanotis ingrata,757305-1,757305-1,Species
495,Neanotis kwangtungensis,['zh'],Neanotis kwangtungensis,Neanotis kwangtungensis,757306-1,757306-1,Species
496,Neanotis thwaitesiana,['zh'],Neanotis thwaitesiana,Neanotis thwaitesiana,757320-1,757320-1,Species
497,Neanotis wightiana,['zh'],Neanotis wightiana,Neanotis wightiana,757325-1,757325-1,Species
498,Neohymenopogon oligocarpus,['zh'],Neohymenopogon oligocarpus,Neohymenopogon oligocarpus,909126-1,909126-1,Species
499,Neohymenopogon parasiticus,['zh'],Neohymenopogon parasiticus,Neohymenopogon parasiticus,909127-1,909127-1,Species
501,Neonauclea griffithii,['zh'],Neonauclea griffithii,Neonauclea griffithii,757404-1,757404-1,Species
502,Neonauclea reticulata,['zh'],Neonauclea reticulata,Neonauclea reticulata,757436-1,757436-1,Species
504,Neonauclea truncata,['zh'],Neonauclea truncata,Neonauclea truncata,757445-1,757445-1,Species
505,Neonauclea tsaiana,['zh'],Neonauclea tsaiana,Neonauclea tsaiana,934285-1,934285-1,Species
507,Nertera sinensis,['zh'],Nertera sinensis,Nertera sinensis,757496-1,757496-1,Species
508,Ophiorrhiza alata,['zh'],Ophiorrhiza alata,Ophiorrhiza alata,758353-1,758353-1,Species
509,Ophiorrhiza alatiflora,['zh'],Ophiorrhiza alatiflora,Ophiorrhiza alatiflora,939384-1,939384-1,Species
510,Ophiorrhiza aureolina,['zh'],Ophiorrhiza aureolina,Ophiorrhiza aureolina,939366-1,939366-1,Species
511,Ophiorrhiza austroyunnanensis,['zh'],Ophiorrhiza austroyunnanensis,Ophiorrhiza austroyunnanensis,939363-1,939363-1,Species
512,Ophiorrhiza brevidentata,['zh'],Ophiorrhiza brevidentata,Ophiorrhiza brevidentata,939364-1,939364-1,Species
513,Ophiorrhiza cana,['zh'],Ophiorrhiza cana,Ophiorrhiza cana,939357-1,939357-1,Species
514,Ophiorrhiza carnosicaulis,['zh'],Ophiorrhiza carnosicaulis,Ophiorrhiza carnosicaulis,939383-1,939383-1,Species
515,Ophiorrhiza chinensis,['zh'],Ophiorrhiza chinensis,Ophiorrhiza chinensis,939390-1,939390-1,Species
516,Ophiorrhiza chingii,['zh'],Ophiorrhiza chingii,Ophiorrhiza chingii,939386-1,939386-1,Species
517,Ophiorrhiza cordata,['zh'],Ophiorrhiza cordata,Ophiorrhiza cordata,939380-1,939380-1,Species
518,Ophiorrhiza crassifolia,['zh'],Ophiorrhiza crassifolia,Ophiorrhiza crassifolia,939374-1,939374-1,Species
519,Ophiorrhiza densa,['zh'],Ophiorrhiza densa,Ophiorrhiza densa,939382-1,939382-1,Species
520,Ophiorrhiza dulongensis,['zh'],Ophiorrhiza dulongensis,Ophiorrhiza dulongensis,939361-1,939361-1,Species
521,Ophiorrhiza ensiformis,['zh'],Ophiorrhiza ensiformis,Ophiorrhiza ensiformis,939358-1,939358-1,Species
522,Ophiorrhiza fangdingii,['zh'],Ophiorrhiza fangdingii,Ophiorrhiza fangdingii,939370-1,939370-1,Species
523,Ophiorrhiza fasciculata,['zh'],Ophiorrhiza fasciculata,Ophiorrhiza fasciculata,758435-1,758435-1,Species
524,Ophiorrhiza filibracteolata,['zh'],Ophiorrhiza filibracteolata,Ophiorrhiza filibracteolata,939378-1,939378-1,Species
525,Ophiorrhiza gracilis,['zh'],Ophiorrhiza gracilis,Ophiorrhiza gracilis,758452-1,758452-1,Species
526,Ophiorrhiza grandibracteolata,['zh'],Ophiorrhiza grandibracteolata,Ophiorrhiza grandibracteolata,939372-1,939372-1,Species
527,Ophiorrhiza hainanensis,['zh'],Ophiorrhiza hainanensis,Ophiorrhiza hainanensis,758455-1,758455-1,Species
528,Ophiorrhiza hayatana,['zh'],Ophiorrhiza hayatana,Ophiorrhiza hayatana,758462-1,758462-1,Species
529,Ophiorrhiza hispida,['zh'],Ophiorrhiza hispida,Ophiorrhiza hispida,758466-1,758466-1,Species
530,Ophiorrhiza howii,['zh'],Ophiorrhiza howii,Ophiorrhiza howii,1007325-1,1007325-1,Species
531,Ophiorrhiza hunanica,['zh'],Ophiorrhiza hunanica,Ophiorrhiza hunanica,939359-1,939359-1,Species
532,Ophiorrhiza japonica,['zh'],Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,758479-1,Species
533,Ophiorrhiza kwangsiensis,['zh'],Ophiorrhiza kwangsiensis,Ophiorrhiza kwangsiensis,758487-1,758487-1,Species
534,Ophiorrhiza laevifolia,['zh'],Ophiorrhiza laevifolia,Ophiorrhiza laevifolia,939395-1,939395-1,Species
535,Ophiorrhiza laoshanica,['zh'],Ophiorrhiza laoshanica,Ophiorrhiza laoshanica,939387-1,939387-1,Species
536,Ophiorrhiza liangkwangensis,['zh'],Ophiorrhiza liangkwangensis,Ophiorrhiza liangkwangensis,939369-1,939369-1,Species
537,Ophiorrhiza lignosa,['zh'],Ophiorrhiza lignosa,Ophiorrhiza lignosa,758500-1,758500-1,Species
538,Ophiorrhiza longicornis,['zh'],Ophiorrhiza longicornis,Ophiorrhiza longicornis,77112366-1,77112366-1,Species
539,Ophiorrhiza longipes,['zh'],Ophiorrhiza longipes,Ophiorrhiza longipes,758508-1,758508-1,Species
540,Ophiorrhiza luchuanensis,['zh'],Ophiorrhiza luchuanensis,Ophiorrhiza luchuanensis,939391-1,939391-1,Species
541,Ophiorrhiza lurida,['zh'],Ophiorrhiza lurida,Ophiorrhiza lurida,758511-1,758511-1,Species
542,Ophiorrhiza macrantha,['zh'],Ophiorrhiza macrantha,Ophiorrhiza macrantha,939362-1,939362-1,Species
543,Ophiorrhiza macrodonta,['zh'],Ophiorrhiza macrodonta,Ophiorrhiza macrodonta,939360-1,939360-1,Species
544,Ophiorrhiza medogensis,['zh'],Ophiorrhiza medogensis,Ophiorrhiza medogensis,758520-1,758520-1,Species
545,Ophiorrhiza mitchelloides,['zh'],Ophiorrhiza mitchelloides,Ophiorrhiza mitchelloides,1007324-1,1007324-1,Species
546,Ophiorrhiza nandanica,['zh'],Ophiorrhiza nandanica,Ophiorrhiza nandanica,939385-1,939385-1,Species
547,Ophiorrhiza napoensis,['zh'],Ophiorrhiza napoensis,Ophiorrhiza napoensis,939375-1,939375-1,Species
548,Ophiorrhiza nutans,['zh'],Ophiorrhiza nutans,Ophiorrhiza nutans,758539-1,758539-1,Species
549,Ophiorrhiza ochroleuca,['zh'],Ophiorrhiza ochroleuca,Ophiorrhiza ochroleuca,758544-1,758544-1,Species
550,Ophiorrhiza oppositiflora,['zh'],Ophiorrhiza oppositiflora,Ophiorrhiza oppositiflora,758547-1,758547-1,Species
551,Ophiorrhiza pauciflora,['zh'],Ophiorrhiza pauciflora,Ophiorrhiza pauciflora,758559-1,758559-1,Species
552,Ophiorrhiza petrophila,['zh'],Ophiorrhiza petrophila,Ophiorrhiza petrophila,939388-1,939388-1,Species
553,Ophiorrhiza pingbienensis,['zh'],Ophiorrhiza pingbienensis,Ophiorrhiza pingbienensis,939356-1,939356-1,Species
554,Ophiorrhiza pumila,['zh'],Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,758576-1,Species
555,Ophiorrhiza purpurascens,['zh'],Ophiorrhiza purpurascens,Ophiorrhiza purpurascens,939368-1,939368-1,Species
556,Ophiorrhiza purpureonervis,['zh'],Ophiorrhiza purpureonervis,Ophiorrhiza purpureonervis,939371-1,939371-1,Species
557,Ophiorrhiza repandicalyx,['zh'],Ophiorrhiza repandicalyx,Ophiorrhiza repandicalyx,939394-1,939394-1,Species
558,Ophiorrhiza rhodoneura,['zh'],Ophiorrhiza rhodoneura,Ophiorrhiza rhodoneura,939373-1,939373-1,Species
559,Ophiorrhiza rosea,['zh'],Ophiorrhiza rosea,Ophiorrhiza rosea,758591-1,758591-1,Species
560,Ophiorrhiza rufipilis,['zh'],Ophiorrhiza rufipilis,Ophiorrhiza rufipilis,939355-1,939355-1,Species
561,Ophiorrhiza rufopunctata,['zh'],Ophiorrhiza rufopunctata,Ophiorrhiza rufopunctata,939353-1,939353-1,Species
562,Ophiorrhiza rugosa,['zh'],Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,758602-1,Species
563,Ophiorrhiza salicifolia,['zh'],Ophiorrhiza salicifolia,Ophiorrhiza salicifolia,939377-1,939377-1,Species
564,Ophiorrhiza sichuanensis,['zh'],Ophiorrhiza sichuanensis,Ophiorrhiza sichuanensis,959189-1,959189-1,Species
565,Ophiorrhiza subrubescens,['zh'],Ophiorrhiza subrubescens,Ophiorrhiza subrubescens,758345-1,758345-1,Species
566,Ophiorrhiza succirubra,['zh'],Ophiorrhiza succirubra,Ophiorrhiza succirubra,758634-1,758634-1,Species
567,Ophiorrhiza umbricola,['zh'],Ophiorrhiza umbricola,Ophiorrhiza umbricola,758656-1,758656-1,Species
568,Ophiorrhiza wallichii,['zh'],Ophiorrhiza wallichii,Ophiorrhiza wallichii,758668-1,758668-1,Species
569,Ophiorrhiza wenshanensis,['zh'],Ophiorrhiza wenshanensis,Ophiorrhiza wenshanensis,939354-1,939354-1,Species
570,Ophiorrhiza wui,['zh'],Ophiorrhiza wui,Ophiorrhiza wui,939365-1,939365-1,Species
571,Paederia cavaleriei,['zh'],Paederia cavaleriei,Paederia cavaleriei,758882-1,758882-1,Species
573,Paederia lanuginosa,['zh'],Paederia lanuginosa,Paederia lanuginosa,758907-1,758907-1,Species
574,Paederia pertomentosa,['zh'],Paederia pertomentosa,Paederia pertomentosa,758921-1,758921-1,Species
575,Paederia praetermissa,['zh'],Paederia praetermissa,Paederia praetermissa,959302-1,959302-1,Species
576,Paederia spectatissima,['zh'],Paederia spectatissima,Paederia spectatissima,1007860-1,1007860-1,Species
577,Paederia stenobotrya,['zh'],Paederia stenobotrya,Paederia stenobotrya,758935-1,758935-1,Species
578,Paederia yunnanensis,['zh'],Paederia yunnanensis,Paederia yunnanensis,758949-1,758949-1,Species
579,Pavetta arenosa,['zh'],Pavetta arenosa,Pavetta arenosa,759524-1,759524-1,Species
583,Pavetta polyantha,['zh'],Pavetta polyantha,Pavetta polyantha,759968-1,759968-1,Species
584,Pavetta scabrifolia,['zh'],Pavetta scabrifolia,Pavetta scabrifolia,760022-1,760022-1,Species
585,Pavetta swatowica,['zh'],Pavetta swatowica,Pavetta swatowica,760074-1,760074-1,Species
589,Pseudopyxis heterophylla,['zh'],Pseudopyxis heterophylla,Pseudopyxis heterophylla,761210-1,761210-1,Species
590,Psychotria calocarpa,['zh'],Psychotria calocarpa,Psychotria calocarpa,761603-1,761603-1,Species
591,Psychotria cephalophora,['zh'],Psychotria cephalophora,Psychotria cephalophora,761672-1,761672-1,Species
592,Psychotria densa,['zh'],Psychotria densa,Psychotria densa,961401-1,961401-1,Species
593,Psychotria erratica,['zh'],Psychotria erratica,Psychotria erratica,761976-1,761976-1,Species
594,Psychotria fluviatilis,['zh'],Psychotria fluviatilis,Psychotria fluviatilis,961400-1,961400-1,Species
595,Psychotria hainanensis,['zh'],Psychotria hainanensis,Psychotria hainanensis,762181-1,762181-1,Species
596,Psychotria henryi,['zh'],Psychotria henryi,Psychotria henryi,762210-1,762210-1,Species
597,Psychotria manillensis,['zh'],Psychotria manillensis,Psychotria manillensis,762602-1,762602-1,Species
598,Psychotria morindoides,['zh'],Psychotria morindoides,Psychotria morindoides,762725-1,762725-1,Species
599,Psychotria pilifera,['zh'],Psychotria pilifera,Psychotria pilifera,763024-1,763024-1,Species
600,Psychotria serpens,['zh'],Psychotria serpens,Psychotria serpens,763361-1,763361-1,Species
601,Psychotria symplocifolia,['zh'],Psychotria symplocifolia,Psychotria symplocifolia,763540-1,763540-1,Species
602,Psychotria tutcheri,['zh'],Psychotria tutcheri,Psychotria tutcheri,763663-1,763663-1,Species
603,Psychotria yunnanensis,['zh'],Psychotria yunnanensis,Psychotria yunnanensis,763827-1,763827-1,Species
613,Rubia chitralensis,['zh'],Rubia chitralensis,Rubia chitralensis,765210-1,765210-1,Species
615,Rubia crassipes,['zh'],Rubia crassipes,Rubia crassipes,765221-1,765221-1,Species
616,Rubia deserticola,['zh'],Rubia deserticola,Rubia deserticola,765229-1,765229-1,Species
617,Rubia dolichophylla,['zh'],Rubia dolichophylla,Rubia dolichophylla,765234-1,765234-1,Species
618,Rubia edgeworthii,['zh'],Rubia edgeworthii,Rubia edgeworthii,765236-1,765236-1,Species
