,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
43,Ceropegia muliensis,['zh'],Ceropegia muliensis,Ceropegia muliensis,95684-1,95684-1,Species
44,Ceropegia pubescens,['zh'],Ceropegia pubescens,Ceropegia pubescens,95730-1,95730-1,Species
45,Ceropegia salicifolia,['zh'],Ceropegia salicifolia,Ceropegia salicifolia,95756-1,95756-1,Species
46,Ceropegia sootepensis,['zh'],Ceropegia sootepensis,Ceropegia sootepensis,95785-1,95785-1,Species
47,Ceropegia stenophylla,['zh'],Ceropegia stenophylla,Ceropegia stenophylla,95798-1,95798-1,Species
48,Ceropegia teniana,['zh'],Ceropegia teniana,Ceropegia teniana,95809-1,95809-1,Species
49,Ceropegia trichantha,['zh'],Ceropegia trichantha,Ceropegia trichantha,95824-1,95824-1,Species
51,Chonemorpha eriostylis,['zh'],Chonemorpha eriostylis,Chonemorpha eriostylis,78006-1,78006-1,Species
52,Chonemorpha floccosa,['zh'],Chonemorpha floccosa,Chonemorpha floccosa,78007-1,78007-1,Species
54,Chonemorpha megacalyx,['zh'],Chonemorpha megacalyx,Chonemorpha megacalyx,78019-1,78019-1,Species
55,Chonemorpha parviflora,['zh'],Chonemorpha parviflora,Chonemorpha parviflora,78024-1,78024-1,Species
56,Chonemorpha splendens,['zh'],Chonemorpha splendens,Chonemorpha splendens,78030-1,78030-1,Species
57,Cosmostigma hainanense,['zh'],Cosmostigma hainanense,Cosmostigma hainanense,95902-1,95902-1,Species
61,Cynanchum alatum,['zh'],Cynanchum alatum,Cynanchum alatum,95997-1,95997-1,Species
62,Cynanchum anthonyanum,['zh'],Cynanchum anthonyanum,Cynanchum anthonyanum,96022-1,96022-1,Species
63,Cynanchum boudieri,['zh'],Cynanchum boudieri,Cynanchum boudieri,96067-1,96067-1,Species
64,Cynanchum bungei,['zh'],Cynanchum bungei,Cynanchum bungei,96079-1,96079-1,Species
65,Cynanchum callialatum,['zh'],Cynanchum callialatum,Cynanchum callialatum,96083-1,96083-1,Species
66,Cynanchum chinense,['zh'],Cynanchum chinense,Cynanchum chinense,96106-1,96106-1,Species
67,Cynanchum corymbosum,['zh'],Cynanchum corymbosum,Cynanchum corymbosum,96123-1,96123-1,Species
68,Cynanchum decipiens,['zh'],Cynanchum decipiens,Cynanchum decipiens,96145-1,96145-1,Species
69,Cynanchum giraldii,['zh'],Cynanchum giraldii,Cynanchum giraldii,96218-1,96218-1,Species
70,Cynanchum heydei,['zh'],Cynanchum heydei,Cynanchum heydei,96255-1,96255-1,Species
71,Cynanchum insulanum,['zh'],Cynanchum insulanum,Cynanchum insulanum,96286-1,96286-1,Species
72,Cynanchum kwangsiense,['zh'],Cynanchum kwangsiense,Cynanchum kwangsiense,96314-1,96314-1,Species
73,Cynanchum lanhsuense,['zh'],Cynanchum lanhsuense,Cynanchum lanhsuense,96322-1,96322-1,Species
74,Cynanchum lysimachioides,['zh'],Cynanchum lysimachioides,Cynanchum lysimachioides,96357-1,96357-1,Species
75,Cynanchum officinale,['zh'],Cynanchum officinale,Cynanchum officinale,96453-1,96453-1,Species
76,Cynanchum otophyllum,['zh'],Cynanchum otophyllum,Cynanchum otophyllum,96460-1,96460-1,Species
77,Cynanchum purpureum,['zh'],Cynanchum purpureum,Cynanchum purpureum,96519-1,96519-1,Species
78,Cynanchum szechuanense,['zh'],Cynanchum szechuanense,Cynanchum szechuanense,96618-1,96618-1,Species
79,Cynanchum wallichii,['zh'],Cynanchum wallichii,Cynanchum wallichii,96692-1,96692-1,Species
80,Cynanchum wilfordii,['zh'],Cynanchum wilfordii,Cynanchum wilfordii,96697-1,96697-1,Species
82,Dischidia australis,['zh'],Dischidia australis,Dischidia australis,96898-1,96898-1,Species
83,Dischidia chinensis,['zh'],Dischidia chinensis,Dischidia chinensis,96908-1,96908-1,Species
84,Dischidia formosana,['zh'],Dischidia formosana,Dischidia formosana,96939-1,96939-1,Species
86,Dregea cuneifolia,['zh'],Dregea cuneifolia,Dregea cuneifolia,97232-1,97232-1,Species
88,Dregea yunnanensis,['zh'],Dregea yunnanensis,Dregea yunnanensis,97245-1,97245-1,Species
93,Gymnema foetidum,['zh'],Gymnema foetidum,Gymnema foetidum,98165-1,98165-1,Species
94,Gymnema hainanense,['zh'],Gymnema hainanense,Gymnema hainanense,98171-1,98171-1,Species
95,Gymnema inodorum,['zh'],Gymnema inodorum,Gymnema inodorum,98176-1,98176-1,Species
96,Gymnema latifolium,['zh'],Gymnema latifolium,Gymnema latifolium,98182-1,98182-1,Species
97,Gymnema longiretinaculatum,['zh'],Gymnema longiretinaculatum,Gymnema longiretinaculatum,98186-1,98186-1,Species
99,Gymnema yunnanense,['zh'],Gymnema yunnanense,Gymnema yunnanense,98238-1,98238-1,Species
100,Heterostemma alatum,['zh'],Heterostemma alatum,Heterostemma alatum,98274-1,98274-1,Species
101,Heterostemma brownii,['zh'],Heterostemma brownii,Heterostemma brownii,98277-1,98277-1,Species
102,Heterostemma esquirolii,['zh'],Heterostemma esquirolii,Heterostemma esquirolii,98282-1,98282-1,Species
103,Heterostemma grandiflorum,['zh'],Heterostemma grandiflorum,Heterostemma grandiflorum,98285-1,98285-1,Species
104,Heterostemma oblongifolium,['zh'],Heterostemma oblongifolium,Heterostemma oblongifolium,98294-1,98294-1,Species
105,Heterostemma siamicum,['zh'],Heterostemma siamicum,Heterostemma siamicum,98299-1,98299-1,Species
106,Heterostemma sinicum,['zh'],Heterostemma sinicum,Heterostemma sinicum,98300-1,98300-1,Species
107,Heterostemma tsoongii,['zh'],Heterostemma tsoongii,Heterostemma tsoongii,98305-1,98305-1,Species
108,Heterostemma wallichii,['zh'],Heterostemma wallichii,Heterostemma wallichii,98308-1,98308-1,Species
111,Hoya dasyantha,['zh'],Hoya dasyantha,Hoya dasyantha,98440-1,98440-1,Species
112,Hoya fungii,['zh'],Hoya fungii,Hoya fungii,98473-1,98473-1,Species
113,Hoya fusca,['zh'],Hoya fusca,Hoya fusca,98474-1,98474-1,Species
114,Hoya hainanensis,['zh'],Hoya hainanensis,Hoya hainanensis,98491-1,98491-1,Species
116,Hoya lacunosa,['zh'],Hoya lacunosa,Hoya lacunosa,98519-1,98519-1,Species
118,Hoya lyi,['zh'],Hoya lyi,Hoya lyi,98548-1,98548-1,Species
119,Hoya mengtzeensis,['zh'],Hoya mengtzeensis,Hoya mengtzeensis,98563-1,98563-1,Species
120,Hoya nervosa,['zh'],Hoya nervosa,Hoya nervosa,98582-1,98582-1,Species
122,Hoya radicalis,['zh'],Hoya radicalis,Hoya radicalis,98664-1,98664-1,Species
123,Hoya silvatica,['zh'],Hoya silvatica,Hoya silvatica,98695-1,98695-1,Species
126,Jasminanthes mucronata,['zh'],Jasminanthes mucronata,Jasminanthes mucronata,982441-1,982441-1,Species
127,Kibatalia macrophylla,['zh'],Kibatalia macrophylla,Kibatalia macrophylla,79460-1,79460-1,Species
128,Kopsia fruticosa,['zh'],Kopsia fruticosa,Kopsia fruticosa,79497-1,79497-1,Species
129,Marsdenia formosana,['zh'],Marsdenia formosana,Marsdenia formosana,99153-1,99153-1,Species
130,Marsdenia glomerata,['zh'],Marsdenia glomerata,Marsdenia glomerata,99166-1,99166-1,Species
131,Marsdenia griffithii,['zh'],Marsdenia griffithii,Marsdenia griffithii,99173-1,99173-1,Species
132,Marsdenia hainanensis,['zh'],Marsdenia hainanensis,Marsdenia hainanensis,99177-1,99177-1,Species
133,Marsdenia koi,['zh'],Marsdenia koi,Marsdenia koi,99193-1,99193-1,Species
134,Marsdenia lachnostoma,['zh'],Marsdenia lachnostoma,Marsdenia lachnostoma,99195-1,99195-1,Species
135,Marsdenia longipes,['zh'],Marsdenia longipes,Marsdenia longipes,99208-1,99208-1,Species
136,Marsdenia officinalis,['zh'],Marsdenia officinalis,Marsdenia officinalis,99241-1,99241-1,Species
137,Marsdenia oreophila,['zh'],Marsdenia oreophila,Marsdenia oreophila,99243-1,99243-1,Species
138,Marsdenia pseudotinctoria,['zh'],Marsdenia pseudotinctoria,Marsdenia pseudotinctoria,99263-1,99263-1,Species
139,Marsdenia pulchella,['zh'],Marsdenia pulchella,Marsdenia pulchella,99264-1,99264-1,Species
140,Marsdenia schneideri,['zh'],Marsdenia schneideri,Marsdenia schneideri,99290-1,99290-1,Species
141,Marsdenia sinensis,['zh'],Marsdenia sinensis,Marsdenia sinensis,99294-1,99294-1,Species
142,Marsdenia stenantha,['zh'],Marsdenia stenantha,Marsdenia stenantha,99303-1,99303-1,Species
143,Marsdenia tenacissima,['zh'],Marsdenia tenacissima,Marsdenia tenacissima,99319-1,99319-1,Species
144,Marsdenia tinctoria,['zh'],Marsdenia tinctoria,Marsdenia tinctoria,99325-1,99325-1,Species
145,Marsdenia tomentosa,['zh'],Marsdenia tomentosa,Marsdenia tomentosa,99328-1,99328-1,Species
146,Melodinus angustifolius,['zh'],Melodinus angustifolius,Melodinus angustifolius,80161-1,80161-1,Species
149,Melodinus tenuicaudatus,['zh'],Melodinus tenuicaudatus,Melodinus tenuicaudatus,80259-1,80259-1,Species
150,Micrechites malipoensis,['zh'],Micrechites malipoensis,Micrechites malipoensis,80327-1,80327-1,Species
151,Micrechites polyanthus,['zh'],Micrechites polyanthus,Micrechites polyanthus,80332-1,80332-1,Species
161,Parsonsia goniostemon,['zh'],Parsonsia goniostemon,Parsonsia goniostemon,80922-1,80922-1,Species
162,Periploca calophylla,['zh'],Periploca calophylla,Periploca calophylla,100435-1,100435-1,Species
163,Periploca floribunda,['zh'],Periploca floribunda,Periploca floribunda,100453-1,100453-1,Species
164,Periploca forrestii,['zh'],Periploca forrestii,Periploca forrestii,100454-1,100454-1,Species
167,Pottsia grandiflora,['zh'],Pottsia grandiflora,Pottsia grandiflora,81316-1,81316-1,Species
168,Pottsia laxiflora,['zh'],Pottsia laxiflora,Pottsia laxiflora,81319-1,81319-1,Species
169,Rauvolfia cubana,['zh'],Rauvolfia cubana,Rauvolfia cubana,81531-1,81531-1,Species
173,Rauvolfia tiaolushanensis,['zh'],Rauvolfia tiaolushanensis,Rauvolfia tiaolushanensis,81502-1,81502-1,Species
176,Secamone bonii,['zh'],Secamone bonii,Secamone bonii,101308-1,101308-1,Species
177,Secamone ferruginea,['zh'],Secamone ferruginea,Secamone ferruginea,101329-1,101329-1,Species
178,Secamone likiangensis,['zh'],Secamone likiangensis,Secamone likiangensis,101352-1,101352-1,Species
179,Secamone sinica,['zh'],Secamone sinica,Secamone sinica,101390-1,101390-1,Species
180,Sindechites henryi,['zh'],Sindechites henryi,Sindechites henryi,81783-1,81783-1,Species
182,Streptocaulon juventas,['zh'],Streptocaulon juventas,Streptocaulon juventas,102040-1,102040-1,Species
188,Strophanthus wallichii,['zh'],Strophanthus wallichii,Strophanthus wallichii,81964-1,81964-1,Species
192,Telosma pallida,['zh'],Telosma pallida,Telosma pallida,102161-1,102161-1,Species
195,Toxocarpus fuscus,['zh'],Toxocarpus fuscus,Toxocarpus fuscus,102206-1,102206-1,Species
196,Toxocarpus hainanensis,['zh'],Toxocarpus hainanensis,Toxocarpus hainanensis,102212-1,102212-1,Species
197,Toxocarpus himalensis,['zh'],Toxocarpus himalensis,Toxocarpus himalensis,102213-1,102213-1,Species
198,Toxocarpus laevigatus,['zh'],Toxocarpus laevigatus,Toxocarpus laevigatus,102220-1,102220-1,Species
199,Toxocarpus patens,['zh'],Toxocarpus patens,Toxocarpus patens,102244-1,102244-1,Species
200,Toxocarpus paucinervius,['zh'],Toxocarpus paucinervius,Toxocarpus paucinervius,102246-1,102246-1,Species
201,Toxocarpus villosus,['zh'],Toxocarpus villosus,Toxocarpus villosus,102262-1,102262-1,Species
202,Toxocarpus wangianus,['zh'],Toxocarpus wangianus,Toxocarpus wangianus,102263-1,102263-1,Species
203,Toxocarpus wightianus,['zh'],Toxocarpus wightianus,Toxocarpus wightianus,102264-1,102264-1,Species
204,Trachelospermum axillare,['zh'],Trachelospermum axillare,Trachelospermum axillare,82531-1,82531-1,Species
205,Trachelospermum brevistylum,['zh'],Trachelospermum brevistylum,Trachelospermum brevistylum,82537-1,82537-1,Species
206,Trachelospermum dunnii,['zh'],Trachelospermum dunnii,Trachelospermum dunnii,82546-1,82546-1,Species
208,Vallaris solanacea,['zh'],Vallaris solanacea,Vallaris solanacea,82660-1,82660-1,Species
212,Wrightia coccinea,['zh'],Wrightia coccinea,Wrightia coccinea,82841-1,82841-1,Species
213,Wrightia kwangtungensis,['zh'],Wrightia kwangtungensis,Wrightia kwangtungensis,82856-1,82856-1,Species
216,Wrightia sikkimensis,['zh'],Wrightia sikkimensis,Wrightia sikkimensis,82884-1,82884-1,Species
217,Acranthera sinensis,['zh'],Acranthera sinensis,Acranthera sinensis,742859-1,742859-1,Species
218,Adina pilulifera,['zh'],Adina pilulifera,Adina pilulifera,742927-1,742927-1,Species
219,Adina rubella,['zh'],Adina rubella,Adina rubella,742932-1,742932-1,Species
221,Aidia oxyodonta,['zh'],Aidia oxyodonta,Aidia oxyodonta,742965-1,742965-1,Species
222,Aidia pycnantha,['zh'],Aidia pycnantha,Aidia pycnantha,911694-1,911694-1,Species
223,Aidia salicifolia,['zh'],Aidia salicifolia,Aidia salicifolia,742971-1,742971-1,Species
224,Aidia yunnanensis,['zh'],Aidia yunnanensis,Aidia yunnanensis,742976-1,742976-1,Species
226,Argostemma discolor,['zh'],Argostemma discolor,Argostemma discolor,743671-1,743671-1,Species
227,Argostemma hainanicum,['zh'],Argostemma hainanicum,Argostemma hainanicum,930890-1,930890-1,Species
228,Argostemma saxatile,['zh'],Argostemma saxatile,Argostemma saxatile,743801-1,743801-1,Species
229,Argostemma solaniflorum,['zh'],Argostemma solaniflorum,Argostemma solaniflorum,743806-1,743806-1,Species
230,Argostemma verticillatum,['zh'],Argostemma verticillatum,Argostemma verticillatum,743839-1,743839-1,Species
231,Argostemma yunnanense,['zh'],Argostemma yunnanense,Argostemma yunnanense,930889-1,930889-1,Species
232,Asperula oppositifolia,['zh'],Asperula oppositifolia,Asperula oppositifolia,744103-1,744103-1,Species
235,Brachytome hainanensis,['zh'],Brachytome hainanensis,Brachytome hainanensis,933554-1,933554-1,Species
236,Brachytome hirtellata,['zh'],Brachytome hirtellata,Brachytome hirtellata,745124-1,745124-1,Species
237,Brachytome wallichii,['zh'],Brachytome wallichii,Brachytome wallichii,745126-1,745126-1,Species
238,Canthium horridum,['zh'],Canthium horridum,Canthium horridum,745464-1,745464-1,Species
239,Canthium simile,['zh'],Canthium simile,Canthium simile,745652-1,745652-1,Species
242,Ceriscoides howii,['zh'],Ceriscoides howii,Ceriscoides howii,1007333-1,1007333-1,Species
251,Coffea liberica var. dewevrei,['zh'],Coffea liberica var. dewevrei,Coffea liberica,747169-1,77189827-1,Variety
253,Coptosapelta diffusa,['zh'],Coptosapelta diffusa,Coptosapelta diffusa,747540-1,747540-1,Species
254,Damnacanthus angustifolius,['zh'],Damnacanthus angustifolius,Damnacanthus angustifolius,748101-1,748101-1,Species
255,Damnacanthus giganteus,['zh'],Damnacanthus giganteus,Damnacanthus giganteus,748105-1,748105-1,Species
256,Damnacanthus guangxiensis,['zh'],Damnacanthus guangxiensis,Damnacanthus guangxiensis,1016047-1,1016047-1,Species
257,Damnacanthus hainanensis,['zh'],Damnacanthus hainanensis,Damnacanthus hainanensis,1016046-1,1016046-1,Species
258,Damnacanthus henryi,['zh'],Damnacanthus henryi,Damnacanthus henryi,748106-1,748106-1,Species
259,Damnacanthus indicus,['zh'],Damnacanthus indicus,Damnacanthus indicus,748107-1,748107-1,Species
260,Damnacanthus labordei,['zh'],Damnacanthus labordei,Damnacanthus labordei,748108-1,748108-1,Species
261,Damnacanthus macrophyllus,['zh'],Damnacanthus macrophyllus,Damnacanthus macrophyllus,748111-1,748111-1,Species
262,Damnacanthus major,['zh'],Damnacanthus major,Damnacanthus major,748112-1,748112-1,Species
263,Damnacanthus officinarum,['zh'],Damnacanthus officinarum,Damnacanthus officinarum,748115-1,748115-1,Species
264,Damnacanthus tsaii,['zh'],Damnacanthus tsaii,Damnacanthus tsaii,748119-1,748119-1,Species
265,Dentella repens,['zh'],Dentella repens,Dentella repens,748287-1,748287-1,Species
267,Diplospora dubia,['zh'],Diplospora dubia,Diplospora dubia,748497-1,748497-1,Species
268,Diplospora fruticosa,['zh'],Diplospora fruticosa,Diplospora fruticosa,748500-1,748500-1,Species
269,Diplospora mollissima,['zh'],Diplospora mollissima,Diplospora mollissima,748510-1,748510-1,Species
272,Galium acutum,['zh'],Galium acutum,Galium acutum,749462-1,749462-1,Species
274,Galium asperifolium,['zh'],Galium asperifolium,Galium asperifolium,749552-1,749552-1,Species
275,Galium baldensiforme,['zh'],Galium baldensiforme,Galium baldensiforme,749585-1,749585-1,Species
277,Galium bullatum,['zh'],Galium bullatum,Galium bullatum,749660-1,749660-1,Species
278,Galium bungei,['zh'],Galium bungei,Galium bungei,749661-1,749661-1,Species
279,Galium crassifolium,['zh'],Galium crassifolium,Galium crassifolium,940204-1,940204-1,Species
280,Galium echinocarpum,['zh'],Galium echinocarpum,Galium echinocarpum,749843-1,749843-1,Species
281,Galium elegans,['zh'],Galium elegans,Galium elegans,749853-1,749853-1,Species
282,Galium exile,['zh'],Galium exile,Galium exile,749876-1,749876-1,Species
283,Galium formosense,['zh'],Galium formosense,Galium formosense,749912-1,749912-1,Species
284,Galium forrestii,['zh'],Galium forrestii,Galium forrestii,749913-1,749913-1,Species
285,Galium glandulosum,['zh'],Galium glandulosum,Galium glandulosum,749951-1,749951-1,Species
287,Galium hupehense,['zh'],Galium hupehense,Galium hupehense,750036-1,750036-1,Species
289,Galium karakulense,['zh'],Galium karakulense,Galium karakulense,750103-1,750103-1,Species
290,Galium kinuta,['zh'],Galium kinuta,Galium kinuta,750114-1,750114-1,Species
291,Galium linearifolium,['zh'],Galium linearifolium,Galium linearifolium,750167-1,750167-1,Species
292,Galium minutissimum,['zh'],Galium minutissimum,Galium minutissimum,750243-1,750243-1,Species
293,Galium morii,['zh'],Galium morii,Galium morii,750266-1,750266-1,Species
294,Galium nakaii,['zh'],Galium nakaii,Galium nakaii,750291-1,750291-1,Species
295,Galium nankotaizanum,['zh'],Galium nankotaizanum,Galium nankotaizanum,750293-1,750293-1,Species
298,Galium paniculatum,['zh'],Galium paniculatum,Galium paniculatum,750374-1,750374-1,Species
299,Galium platygalium,['zh'],Galium platygalium,Galium platygalium,750435-1,750435-1,Species
300,Galium prattii,['zh'],Galium prattii,Galium prattii,750453-1,750453-1,Species
301,Galium pseudoasprellum,['zh'],Galium pseudoasprellum,Galium pseudoasprellum,750468-1,750468-1,Species
302,Galium pusillosetosum,['zh'],Galium pusillosetosum,Galium pusillosetosum,750504-1,750504-1,Species
303,Galium rivale,['zh'],Galium rivale,Galium rivale,750541-1,750541-1,Species
304,Galium salwinense,['zh'],Galium salwinense,Galium salwinense,750580-1,750580-1,Species
305,Galium saurense,['zh'],Galium saurense,Galium saurense,750584-1,750584-1,Species
306,Galium serpylloides,['zh'],Galium serpylloides,Galium serpylloides,750621-1,750621-1,Species
308,Galium sungpanense,['zh'],Galium sungpanense,Galium sungpanense,750699-1,750699-1,Species
309,Galium taiwanense,['zh'],Galium taiwanense,Galium taiwanense,750707-1,750707-1,Species
310,Galium takasagomontanum,['zh'],Galium takasagomontanum,Galium takasagomontanum,750708-1,750708-1,Species
311,Galium tarokoense,['zh'],Galium tarokoense,Galium tarokoense,750711-1,750711-1,Species
312,Galium tenuissimum,['zh'],Galium tenuissimum,Galium tenuissimum,750728-1,750728-1,Species
315,Galium turkestanicum,['zh'],Galium turkestanicum,Galium turkestanicum,750785-1,750785-1,Species
318,Galium yunnanense,['zh'],Galium yunnanense,Galium yunnanense,929816-1,929816-1,Species
320,Gardenia hainanensis,['zh'],Gardenia hainanensis,Gardenia hainanensis,751048-1,751048-1,Species
322,Gardenia sootepensis,['zh'],Gardenia sootepensis,Gardenia sootepensis,751253-1,751253-1,Species
323,Gardenia stenophylla,['zh'],Gardenia stenophylla,Gardenia stenophylla,751266-1,751266-1,Species
324,Geophila herbacea,['zh'],Geophila herbacea,Geophila herbacea,1211972-2,1211972-2,Species
326,Guihaiothamnus acaulis,['zh'],Guihaiothamnus acaulis,Guihaiothamnus acaulis,1007332-1,1007332-1,Species
328,Hedyotis acutangula,['zh'],Hedyotis acutangula,Hedyotis acutangula,752239-1,752239-1,Species
329,Hedyotis baotingensis,['zh'],Hedyotis baotingensis,Hedyotis baotingensis,1016812-1,1016812-1,Species
330,Hedyotis bracteosa,['zh'],Hedyotis bracteosa,Hedyotis bracteosa,752314-1,752314-1,Species
331,Hedyotis cantoniensis,['zh'],Hedyotis cantoniensis,Hedyotis cantoniensis,1016811-1,1016811-1,Species
332,Hedyotis cathayana,['zh'],Hedyotis cathayana,Hedyotis cathayana,752356-1,752356-1,Species
333,Hedyotis caudatifolia,['zh'],Hedyotis caudatifolia,Hedyotis caudatifolia,752358-1,752358-1,Species
334,Hedyotis communis,['zh'],Hedyotis communis,Hedyotis communis,752377-1,752377-1,Species
335,Hedyotis cryptantha,['zh'],Hedyotis cryptantha,Hedyotis cryptantha,752413-1,752413-1,Species
336,Hedyotis effusa,['zh'],Hedyotis effusa,Hedyotis effusa,752450-1,752450-1,Species
337,Hedyotis exserta,['zh'],Hedyotis exserta,Hedyotis exserta,752467-1,752467-1,Species
338,Hedyotis hainanensis,['zh'],Hedyotis hainanensis,Hedyotis hainanensis,752530-1,752530-1,Species
339,Hedyotis loganioides,['zh'],Hedyotis loganioides,Hedyotis loganioides,752624-1,752624-1,Species
340,Hedyotis longiexserta,['zh'],Hedyotis longiexserta,Hedyotis longiexserta,752626-1,752626-1,Species
341,Hedyotis longipetala,['zh'],Hedyotis longipetala,Hedyotis longipetala,752634-1,752634-1,Species
342,Hedyotis matthewii,['zh'],Hedyotis matthewii,Hedyotis matthewii,752656-1,752656-1,Species
343,Hedyotis minutopuberula,['zh'],Hedyotis minutopuberula,Hedyotis minutopuberula,752676-1,752676-1,Species
344,Hedyotis ovata,['zh'],Hedyotis ovata,Hedyotis ovata,752726-1,752726-1,Species
345,Hedyotis paridifolia,['zh'],Hedyotis paridifolia,Hedyotis paridifolia,752736-1,752736-1,Species
346,Hedyotis philippensis,['zh'],Hedyotis philippensis,Hedyotis philippensis,752754-1,752754-1,Species
347,Hedyotis pulcherrima,['zh'],Hedyotis pulcherrima,Hedyotis pulcherrima,752793-1,752793-1,Species
348,Hedyotis tenuipes,['zh'],Hedyotis tenuipes,Hedyotis tenuipes,752938-1,752938-1,Species
349,Hedyotis terminaliflora,['zh'],Hedyotis terminaliflora,Hedyotis terminaliflora,752939-1,752939-1,Species
350,Hedyotis tetrangularis,['zh'],Hedyotis tetrangularis,Hedyotis tetrangularis,752941-1,752941-1,Species
351,Hedyotis uncinella,['zh'],Hedyotis uncinella,Hedyotis uncinella,752971-1,752971-1,Species
352,Hedyotis vachellii,['zh'],Hedyotis vachellii,Hedyotis vachellii,77176839-1,77176839-1,Species
354,Hedyotis yangchunensis,['zh'],Hedyotis yangchunensis,Hedyotis yangchunensis,1016814-1,1016814-1,Species
355,Himalrandia lichiangensis,['zh'],Himalrandia lichiangensis,Himalrandia lichiangensis,912708-1,912708-1,Species
357,Hymenodictyon flaccidum,['zh'],Hymenodictyon flaccidum,Hymenodictyon flaccidum,753548-1,753548-1,Species
358,Hymenodictyon orixense,['zh'],Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
359,Hyptianthera stricta,['zh'],Hyptianthera stricta,Hyptianthera stricta,753615-1,753615-1,Species
360,Ixora amplexicaulis,['zh'],Ixora amplexicaulis,Ixora amplexicaulis,753703-1,753703-1,Species
361,Ixora auricularis,['zh'],Ixora auricularis,Ixora auricularis,1008197-1,1008197-1,Species
362,Ixora cephalophora,['zh'],Ixora cephalophora,Ixora cephalophora,753830-1,753830-1,Species
364,Ixora effusa,['zh'],Ixora effusa,Ixora effusa,753925-1,753925-1,Species
366,Ixora hainanensis,['zh'],Ixora hainanensis,Ixora hainanensis,754024-1,754024-1,Species
367,Ixora henryi,['zh'],Ixora henryi,Ixora henryi,754032-1,754032-1,Species
368,Ixora insignis,['zh'],Ixora insignis,Ixora insignis,1008195-1,1008195-1,Species
369,Ixora nienkui,['zh'],Ixora nienkui,Ixora nienkui,754255-1,754255-1,Species
370,Ixora paraopaca,['zh'],Ixora paraopaca,Ixora paraopaca,1008198-1,1008198-1,Species
371,Ixora philippinensis,['zh'],Ixora philippinensis,Ixora philippinensis,754338-1,754338-1,Species
372,Ixora subsessilis,['zh'],Ixora subsessilis,Ixora subsessilis,754487-1,754487-1,Species
373,Ixora tibetana,['zh'],Ixora tibetana,Ixora tibetana,754519-1,754519-1,Species
374,Ixora tsangii,['zh'],Ixora tsangii,Ixora tsangii,754536-1,754536-1,Species
375,Ixora yunnanensis,['zh'],Ixora yunnanensis,Ixora yunnanensis,754589-1,754589-1,Species
376,Kelloggia chinensis,['zh'],Kelloggia chinensis,Kelloggia chinensis,754653-1,754653-1,Species
377,Lasianthus austrosinensis,['zh'],Lasianthus austrosinensis,Lasianthus austrosinensis,982789-1,982789-1,Species
378,Lasianthus biermannii,['zh'],Lasianthus biermannii,Lasianthus biermannii,754893-1,754893-1,Species
379,Lasianthus calycinus,['zh'],Lasianthus calycinus,Lasianthus calycinus,754908-1,754908-1,Species
380,Lasianthus chinensis,['zh'],Lasianthus chinensis,Lasianthus chinensis,754918-1,754918-1,Species
381,Lasianthus chunii,['zh'],Lasianthus chunii,Lasianthus chunii,982792-1,982792-1,Species
382,Lasianthus curtisii,['zh'],Lasianthus curtisii,Lasianthus curtisii,754942-1,754942-1,Species
383,Lasianthus cyanocarpus,['zh'],Lasianthus cyanocarpus,Lasianthus cyanocarpus,754945-1,754945-1,Species
384,Lasianthus filipes,['zh'],Lasianthus filipes,Lasianthus filipes,982791-1,982791-1,Species
385,Lasianthus fordii,['zh'],Lasianthus fordii,Lasianthus fordii,754964-1,754964-1,Species
386,Lasianthus formosensis,['zh'],Lasianthus formosensis,Lasianthus formosensis,754965-1,754965-1,Species
387,Lasianthus henryi,['zh'],Lasianthus henryi,Lasianthus henryi,754987-1,754987-1,Species
388,Lasianthus hirsutus,['zh'],Lasianthus hirsutus,Lasianthus hirsutus,754990-1,754990-1,Species
389,Lasianthus hookeri,['zh'],Lasianthus hookeri,Lasianthus hookeri,754995-1,754995-1,Species
390,Lasianthus japonicus,['zh'],Lasianthus japonicus,Lasianthus japonicus,755003-1,755003-1,Species
391,Lasianthus lancifolius,['zh'],Lasianthus lancifolius,Lasianthus lancifolius,755016-1,755016-1,Species
392,Lasianthus linearisepalus,['zh'],Lasianthus linearisepalus,Lasianthus linearisepalus,976379-1,976379-1,Species
393,Lasianthus lucidus,['zh'],Lasianthus lucidus,Lasianthus lucidus,755031-1,755031-1,Species
394,Lasianthus micranthus,['zh'],Lasianthus micranthus,Lasianthus micranthus,755042-1,755042-1,Species
395,Lasianthus obliquinervis,['zh'],Lasianthus obliquinervis,Lasianthus obliquinervis,755060-1,755060-1,Species
396,Lasianthus sikkimensis,['zh'],Lasianthus sikkimensis,Lasianthus sikkimensis,755128-1,755128-1,Species
397,Lasianthus trichophlebus,['zh'],Lasianthus trichophlebus,Lasianthus trichophlebus,755163-1,755163-1,Species
398,Lasianthus verrucosus,['zh'],Lasianthus verrucosus,Lasianthus verrucosus,982787-1,982787-1,Species
399,Leptodermis beichuanensis,['zh'],Leptodermis beichuanensis,Leptodermis beichuanensis,1008528-1,1008528-1,Species
400,Leptodermis brevisepala,['zh'],Leptodermis brevisepala,Leptodermis brevisepala,1008534-1,1008534-1,Species
