,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
1326,80706-1,Pachypodium lealii,Pachypodium lealii,80706-1,Species,,['MPNS']
1327,80709-1,Pachypodium namaquanum,Pachypodium namaquanum,80709-1,Species,,['MPNS']
1328,80712-1,Pachypodium rosulatum,Pachypodium rosulatum,80712-1,Species,,['MPNS']
1329,80713-1,Pachypodium rutenbergianum,Pachypodium rutenbergianum,80713-1,Species,,['MPNS']
1330,80714-1,Pachypodium saundersii,Pachypodium saundersii,80714-1,Species,,['MPNS']
1331,80716-1,Pachypodium succulentum,Pachypodium succulentum,80716-1,Species,,['MPNS']
1332,890452-1,Paederia bojeriana subsp. foetens,Paederia bojeriana,758879-1,Subspecies,,['MPNS']
1333,962722-1,Paederia brasiliensis,Paederia brasiliensis,962722-1,Species,,['MPNS']
1334,758897-1,Paederia foetida,Paederia foetida,758897-1,Species,,['MPNS']
1335,758907-1,Paederia lanuginosa,Paederia lanuginosa,758907-1,Species,,['MPNS']
1336,959304-1,Paederia majungensis,Paederia majungensis,959304-1,Species,,['MPNS']
1337,758949-1,Paederia yunnanensis,Paederia yunnanensis,758949-1,Species,,['MPNS']
1338,546862-1,Pagamea coriacea,Pagamea coriacea,546862-1,Species,,['MPNS']
1339,546865-1,Pagamea macrophylla,Pagamea macrophylla,546865-1,Species,,['MPNS']
1340,60473597-2,Palicourea alba,Palicourea alba,60473597-2,Species,,"['MPNS', 'Manual']"
1341,77161948-1,Palicourea blepharophora,Palicourea blepharophora,77161948-1,Species,,['MPNS']
1342,77115595-1,Palicourea brachiata,Palicourea brachiata,77115595-1,Species,,['MPNS']
1343,60473604-2,Palicourea bracteocardia,Palicourea bracteocardia,60473604-2,Species,,['MPNS']
1344,759049-1,Palicourea caerulea,Palicourea caerulea,759049-1,Species,,"['MPNS', 'Manual']"
1345,77161054-1,Palicourea colorata,Palicourea colorata,77161054-1,Species,,['MPNS']
1346,759061-1,Palicourea crocea,Palicourea crocea,759061-1,Species,,['MPNS']
1347,77148083-1,Palicourea cuspidata,Palicourea cuspidata,77148083-1,Species,,['MPNS']
1348,77115599-1,Palicourea deflexa,Palicourea deflexa,77115599-1,Species,,['MPNS']
1349,77161866-1,Palicourea egensis,Palicourea egensis,77161866-1,Species,,['MPNS']
1350,77115600-1,Palicourea elata,Palicourea elata,77115600-1,Species,,['MPNS']
1351,77115607-1,Palicourea glomerulata,Palicourea glomerulata,77115607-1,Species,,['MPNS']
1352,181012-2,Palicourea grandiflora,Palicourea grandiflora,181012-2,Species,,['MPNS']
1353,77115613-1,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,Species,,['MPNS']
1354,77161073-1,Palicourea humboldtiana,Palicourea humboldtiana,77161073-1,Species,,"['MPNS', 'Manual']"
1355,313574-2,Palicourea luteonivea,Palicourea luteonivea,313574-2,Species,,"['MPNS', 'Manual']"
1356,759203-1,Palicourea macrobotrys,Palicourea macrobotrys,759203-1,Species,,['MPNS']
1357,759213-1,Palicourea marcgravii,Palicourea marcgravii,759213-1,Species,,['MPNS']
1358,759242-1,Palicourea obovata,Palicourea obovata,759242-1,Species,,['MPNS']
1359,281971-2,Palicourea padifolia,Palicourea padifolia,281971-2,Species,,['MPNS']
1360,77161909-1,Palicourea prunifolia,Palicourea prunifolia,77161909-1,Species,,['MPNS']
1361,77115627-1,Palicourea racemosa,Palicourea racemosa,77115627-1,Species,,['MPNS']
1362,77160493-1,Palicourea stenostachya,Palicourea stenostachya,77160493-1,Species,,['MPNS']
1363,313576-2,Palicourea subalatoides,Palicourea subalatoides,313576-2,Species,,"['MPNS', 'Manual']"
1364,77161098-1,Palicourea tenerior,Palicourea tenerior,77161098-1,Species,,['MPNS']
1365,759372-1,Palicourea violacea,Palicourea violacea,759372-1,Species,,['MPNS']
1366,77149703-1,Palicourea woronovii,Palicourea woronovii,77149703-1,Species,,"['MPNS', 'Manual']"
1367,80797-1,Papuechites aambe,Papuechites aambe,80797-1,Species,,['MPNS']
1368,915336-1,Paragenipa lancifolia,Paragenipa lancifolia,915336-1,Species,,['MPNS']
1369,182946-2,Parahancornia fasciculata,Parahancornia fasciculata,182946-2,Species,,"['MPNS', 'Manual']"
1370,80868-1,Parsonsia alboflavescens,Parsonsia alboflavescens,80868-1,Species,,['MPNS']
1371,759441-1,Pauridiantha callicarpoides,Pauridiantha callicarpoides,759441-1,Species,,['MPNS']
1372,759444-1,Pauridiantha canthiiflora,Pauridiantha canthiiflora,759444-1,Species,,['MPNS']
1373,77116023-1,Pauridiantha cauliflora,Pauridiantha cauliflora,77116023-1,Species,,['MPNS']
1374,759447-1,Pauridiantha dewevrei,Pauridiantha dewevrei,759447-1,Species,,['MPNS']
1375,759451-1,Pauridiantha hirtella,Pauridiantha hirtella,759451-1,Species,,['MPNS']
1376,759461-1,Pauridiantha paucinervis,Pauridiantha paucinervis,759461-1,Species,,['MPNS']
1377,759463-1,Pauridiantha pyramidata,Pauridiantha pyramidata,759463-1,Species,,['MPNS']
1378,759472-1,Pauridiantha viridiflora,Pauridiantha viridiflora,759472-1,Species,,['MPNS']
1379,759491-1,Pavetta abyssinica,Pavetta abyssinica,759491-1,Species,,['MPNS']
1380,759543-1,Pavetta barbertonensis,Pavetta barbertonensis,759543-1,Species,,['MPNS']
1381,759556-1,Pavetta blanda,Pavetta blanda,759556-1,Species,,['MPNS']
1382,759571-1,Pavetta breviflora,Pavetta breviflora,759571-1,Species,,['MPNS']
1383,759588-1,Pavetta calothyrsa,Pavetta calothyrsa,759588-1,Species,,['MPNS']
1384,759595-1,Pavetta capensis,Pavetta capensis,759595-1,Species,,['MPNS']
1385,759613-1,Pavetta cinereifolia,Pavetta cinereifolia,759613-1,Species,,['MPNS']
1386,759628-1,Pavetta cooperi,Pavetta cooperi,759628-1,Species,,['MPNS']
1387,759636-1,Pavetta corymbosa,Pavetta corymbosa,759636-1,Species,,"['MPNS', 'Manual']"
1388,759638-1,Pavetta crassicaulis,Pavetta crassicaulis,759638-1,Species,,['MPNS']
1389,759639-1,Pavetta crassipes,Pavetta crassipes,759639-1,Species,,"['MPNS', 'Manual']"
1390,759655-1,Pavetta dolichosepala,Pavetta dolichosepala,759655-1,Species,,['MPNS']
1391,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species,,['MPNS']
1392,77170778-1,Pavetta gardeniifolia var. gardeniifolia,Pavetta gardeniifolia,759695-1,Variety,,['MPNS']
1393,77188476-1,Pavetta gardeniifolia var. subtomentosa,Pavetta gardeniifolia,759695-1,Variety,,['MPNS']
1394,759712-1,Pavetta gracilifolia,Pavetta gracilifolia,759712-1,Species,,['MPNS']
1395,759729-1,Pavetta harborii,Pavetta harborii,759729-1,Species,,['MPNS']
1396,759735-1,Pavetta hispida,Pavetta hispida,759735-1,Species,,['MPNS']
1397,759736-1,Pavetta hispidula,Pavetta hispidula,759736-1,Species,,['MPNS']
1398,759740-1,Pavetta hongkongensis,Pavetta hongkongensis,759740-1,Species,,['MPNS']
1399,759752-1,Pavetta indica,Pavetta indica,759752-1,Species,,['MPNS']
1400,759794-1,Pavetta lanceolata,Pavetta lanceolata,759794-1,Species,,['MPNS']
1401,980091-1,Pavetta minor,Pavetta minor,980091-1,Species,,['MPNS']
1402,759880-1,Pavetta mollissima,Pavetta mollissima,759880-1,Species,,['MPNS']
1403,759908-1,Pavetta nova-guineensis,Pavetta nova-guineensis,759908-1,Species,,['MPNS']
1404,759914-1,Pavetta oblongifolia,Pavetta oblongifolia,759914-1,Species,,['MPNS']
1405,759929-1,Pavetta opulina,Pavetta opulina,759929-1,Species,,['MPNS']
1406,759933-1,Pavetta owariensis,Pavetta owariensis,759933-1,Species,,['MPNS']
1407,759995-1,Pavetta revoluta,Pavetta revoluta,759995-1,Species,,['MPNS']
1408,760027-1,Pavetta schumanniana,Pavetta schumanniana,760027-1,Species,,"['MPNS', 'Manual']"
1409,760060-1,Pavetta subcana,Pavetta subcana,760060-1,Species,,['MPNS']
1410,890503-1,Pavetta subcana var. longiflora,Pavetta subcana,760060-1,Variety,,['MPNS']
1411,760061-1,Pavetta subcapitata,Pavetta subcapitata,760061-1,Species,,['MPNS']
1412,760067-1,Pavetta subvelutina,Pavetta subvelutina,760067-1,Species,,['MPNS']
1413,77177367-1,Pavetta ternifolia,Pavetta ternifolia,77177367-1,Species,,['MPNS']
1414,760100-1,Pavetta tomentosa,Pavetta tomentosa,760100-1,Species,,['MPNS']
1415,188105-2,Pentagonia gigantifolia,Pentagonia gigantifolia,188105-2,Species,,['MPNS']
1416,760190-1,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,Species,,['MPNS']
1417,942487-1,Pentalinon luteum,Pentalinon luteum,942487-1,Species,,['MPNS']
1418,760208-1,Pentanisia angustifolia,Pentanisia angustifolia,760208-1,Species,,['MPNS']
1419,760224-1,Pentanisia ouranogyne,Pentanisia ouranogyne,760224-1,Species,,"['MPNS', 'Manual']"
1420,760230-1,Pentanisia prunelloides,Pentanisia prunelloides,760230-1,Species,,['MPNS']
1421,77188600-1,Pentanisia prunelloides subsp. latifolia,Pentanisia prunelloides,760230-1,Subspecies,,['MPNS']
1422,77170622-1,Pentanisia prunelloides subsp. prunelloides,Pentanisia prunelloides,760230-1,Subspecies,,['MPNS']
1423,760235-1,Pentanisia schweinfurthii,Pentanisia schweinfurthii,760235-1,Species,,['MPNS']
1424,100305-1,Pentasacme caudatum,Pentasacme caudatum,100305-1,Species,,['MPNS']
1425,760275-1,Pentas lanceolata,Pentas lanceolata,760275-1,Species,,"['MPNS', 'Manual']"
1426,77188586-1,Pentas lanceolata subsp. cymosa,Pentas lanceolata,760275-1,Subspecies,,['MPNS']
1427,760284-1,Pentas micrantha,Pentas micrantha,760284-1,Species,,['MPNS']
1428,760297-1,Pentas pubiflora,Pentas pubiflora,760297-1,Species,,['MPNS']
1429,760298-1,Pentas purpurea,Pentas purpurea,760298-1,Species,,['MPNS']
1430,760323-1,Pentas zanzibarica,Pentas zanzibarica,760323-1,Species,,"['MPNS', 'Manual']"
1431,100315-1,Pentatropis capensis,Pentatropis capensis,100315-1,Species,,['MPNS']
1432,913148-1,Pentatropis nivalis,Pentatropis nivalis,913148-1,Species,,['MPNS']
1433,760328-1,Pentodon pentandrus,Pentodon pentandrus,760328-1,Species,,['MPNS']
1434,77169599-1,Pentodon pentandrus var. pentandrus,Pentodon pentandrus,760328-1,Variety,,['MPNS']
1435,100332-1,Pentopetia androsaemifolia,Pentopetia androsaemifolia,100332-1,Species,,['MPNS']
1436,100371-1,Pergularia daemia,Pergularia daemia,100371-1,Species,,"['MPNS', 'Manual']"
1437,77172919-1,Pergularia daemia subsp. daemia,Pergularia daemia,100371-1,Subspecies,,['MPNS']
1438,77074695-1,Pergularia daemia subsp. garipensis,Pergularia daemia,100371-1,Subspecies,,['MPNS']
1439,100411-1,Pergularia tomentosa,Pergularia tomentosa,100411-1,Species,,['MPNS']
1440,100428-1,Periploca aphylla,Periploca aphylla,100428-1,Species,,['MPNS']
1441,77173476-1,Periploca aphylla subsp. aphylla,Periploca aphylla,100428-1,Subspecies,,['MPNS']
1442,100435-1,Periploca calophylla,Periploca calophylla,100435-1,Species,,['MPNS']
1443,100454-1,Periploca forrestii,Periploca forrestii,100454-1,Species,,['MPNS']
1444,100459-1,Periploca graeca,Periploca graeca,100459-1,Species,,['MPNS']
1445,100468-1,Periploca laevigata,Periploca laevigata,100468-1,Species,,['MPNS']
1446,100470-1,Periploca linearifolia,Periploca linearifolia,100470-1,Species,,"['MPNS', 'Manual']"
1447,100502-1,Periploca sepium,Periploca sepium,100502-1,Species,,['MPNS']
1448,984455-1,Pervillaea venenata,Pervillaea venenata,984455-1,Species,,['MPNS']
1449,81104-1,Petchia ceylanica,Petchia ceylanica,81104-1,Species,,['MPNS']
1450,997251-1,Petchia cryptophlebia,Petchia cryptophlebia,997251-1,Species,,"['MPNS', 'Manual']"
1451,997254-1,Petchia madagascariensis,Petchia madagascariensis,997254-1,Species,,['MPNS']
1452,100573-1,Philibertia gilliesii,Philibertia gilliesii,100573-1,Species,,['MPNS']
1453,77176777-1,Phyllopentas schimperi,Phyllopentas schimperi,77176777-1,Species,,['MPNS']
1454,81115-1,Picralima nitida,Picralima nitida,81115-1,Species,,"['MPNS', 'Manual']"
1455,760466-1,Pimentelia glomerata,Pimentelia glomerata,760466-1,Species,,['MPNS']
1456,760472-1,Pinckneya pubens,Pinckneya pubens,760472-1,Species,,['MPNS']
1457,201723-2,Platycarpum schultesii,Platycarpum schultesii,201723-2,Species,,['MPNS']
1458,81143-1,Pleiocarpa mutica,Pleiocarpa mutica,81143-1,Species,,"['MPNS', 'Manual']"
1459,81144-1,Pleiocarpa pycnantha,Pleiocarpa pycnantha,81144-1,Species,,['MPNS']
1460,81145-1,Pleiocarpa rostrata,Pleiocarpa rostrata,81145-1,Species,,['MPNS']
1461,81155-1,Pleioceras barteri,Pleioceras barteri,81155-1,Species,,['MPNS']
1462,77080029-1,Plocama aucheri,Plocama aucheri,77080029-1,Species,,['MPNS']
1463,81171-1,Plumeria alba,Plumeria alba,81171-1,Species,,"['MPNS', 'Manual']"
1464,81220-1,Plumeria inodora,Plumeria inodora,81220-1,Species,,['MPNS']
1465,81256-1,Plumeria obtusa,Plumeria obtusa,81256-1,Species,,['MPNS']
1466,81275-1,Plumeria rubra,Plumeria rubra,81275-1,Species,,"['MPNS', 'Manual']"
1467,204802-2,Pogonopus speciosus,Pogonopus speciosus,204802-2,Species,,"['MPNS', 'Manual']"
1468,204805-2,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,Species,,"['MPNS', 'Manual']"
1469,77169854-1,Polysphaeria lanceolata subsp. lanceolata,Polysphaeria lanceolata,760901-1,Subspecies,,['MPNS']
1470,760911-1,Polysphaeria parvifolia,Polysphaeria parvifolia,760911-1,Species,,['MPNS']
1471,760943-1,Porterandia anisophylla,Porterandia anisophylla,760943-1,Species,,['MPNS']
1472,1079607-2,Posoqueria latifolia,Posoqueria latifolia,1079607-2,Species,,['MPNS']
1473,81319-1,Pottsia laxiflora,Pottsia laxiflora,81319-1,Species,,['MPNS']
1474,761059-1,Pouchetia africana,Pouchetia africana,761059-1,Species,,['MPNS']
1475,81326-1,Prestonia amazonica,Prestonia amazonica,81326-1,Species,,['MPNS']
1476,81387-1,Prestonia mollis,Prestonia mollis,81387-1,Species,,['MPNS']
1477,761124-1,Prismatomeris albidiflora,Prismatomeris albidiflora,761124-1,Species,,['MPNS']
1478,761137-1,Prismatomeris javanica,Prismatomeris javanica,761137-1,Species,,['MPNS']
1479,77145806-1,Prismatomeris khoonmengiana,Prismatomeris khoonmengiana,77145806-1,Species,,['MPNS']
1480,761152-1,Prismatomeris tetrandra,Prismatomeris tetrandra,761152-1,Species,,['MPNS']
1481,953920-1,Prismatomeris tetrandra subsp. malayana,Prismatomeris tetrandra,761152-1,Subspecies,,['MPNS']
1482,761189-1,Pseudomussaenda flava,Pseudomussaenda flava,761189-1,Species,,['MPNS']
1483,761193-1,Pseudomussaenda stenocarpa,Pseudomussaenda stenocarpa,761193-1,Species,,['MPNS']
1484,761257-1,Psychotria adenophylla,Psychotria adenophylla,761257-1,Species,,['MPNS']
1485,212398-2,Psychotria alba,Psychotria alba,212398-2,Species,,['MPNS']
1486,761334-1,Psychotria andamanica,Psychotria andamanica,761334-1,Species,,['MPNS']
1487,761342-1,Psychotria angulata,Psychotria angulata,761342-1,Species,,['MPNS']
1488,761394-1,Psychotria articulata,Psychotria articulata,761394-1,Species,,['MPNS']
1489,761402-1,Psychotria asiatica,Psychotria asiatica,761402-1,Species,,['MPNS']
1490,761424-1,Psychotria avenis,Psychotria avenis,761424-1,Species,,['MPNS']
1491,761485-1,Psychotria bidentata,Psychotria bidentata,761485-1,Species,,['MPNS']
1492,761492-1,Psychotria bisulcata,Psychotria bisulcata,761492-1,Species,,['MPNS']
1493,77159252-1,Psychotria borbonica,Psychotria borbonica,77159252-1,Species,,['MPNS']
1494,212532-2,Psychotria brachypoda,Psychotria brachypoda,212532-2,Species,,['MPNS']
1495,761603-1,Psychotria calocarpa,Psychotria calocarpa,761603-1,Species,,['MPNS']
1496,761609-1,Psychotria calva,Psychotria calva,761609-1,Species,,['MPNS']
1497,77214286-1,Psychotria calva var. calva,Psychotria calva,761609-1,Variety,,['MPNS']
1498,761613-1,Psychotria calycosa,Psychotria calycosa,761613-1,Species,,['MPNS']
1499,761631-1,Psychotria capensis,Psychotria capensis,761631-1,Species,,['MPNS']
1500,761655-1,Psychotria carthagenensis,Psychotria carthagenensis,761655-1,Species,,['MPNS']
1501,761752-1,Psychotria confertiloba,Psychotria confertiloba,761752-1,Species,,['MPNS']
1502,761758-1,Psychotria connata,Psychotria connata,761758-1,Species,,['MPNS']
1503,300601-2,Psychotria crassifolia,Psychotria crassifolia,300601-2,Species,,['MPNS']
1504,761849-1,Psychotria dalzellii,Psychotria dalzellii,761849-1,Species,,['MPNS']
1505,761872-1,Psychotria densinervia,Psychotria densinervia,761872-1,Species,,['MPNS']
1506,761873-1,Psychotria denticulata,Psychotria denticulata,761873-1,Species,,['MPNS']
1507,761906-1,Psychotria djumaensis,Psychotria djumaensis,761906-1,Species,,['MPNS']
1508,77168643-1,Psychotria djumaensis var. djumaensis,Psychotria djumaensis,761906-1,Variety,,['MPNS']
1509,761968-1,Psychotria eminiana,Psychotria eminiana,761968-1,Species,,['MPNS']
1510,762027-1,Psychotria fernandopoensis,Psychotria fernandopoensis,762027-1,Species,,['MPNS']
1511,762045-1,Psychotria flavida,Psychotria flavida,762045-1,Species,,['MPNS']
1512,762094-1,Psychotria gabonica,Psychotria gabonica,762094-1,Species,,['MPNS']
1513,762115-1,Psychotria gilletii,Psychotria gilletii,762115-1,Species,,['MPNS']
1514,762119-1,Psychotria glabra,Psychotria glabra,762119-1,Species,,['MPNS']
1515,762164-1,Psychotria griffithii,Psychotria griffithii,762164-1,Species,,['MPNS']
1516,60473461-2,Psychotria guianensis,Psychotria guianensis,60473461-2,Species,,['MPNS']
1517,762253-1,Psychotria horizontalis,Psychotria horizontalis,762253-1,Species,,['MPNS']
1518,762287-1,Psychotria imthurnii,Psychotria imthurnii,762287-1,Species,,['MPNS']
1519,762302-1,Psychotria insularum,Psychotria insularum,762302-1,Species,,['MPNS']
1520,762386-1,Psychotria kuruvolii,Psychotria kuruvolii,762386-1,Species,,['MPNS']
1521,762388-1,Psychotria laciniata,Psychotria laciniata,762388-1,Species,,"['MPNS', 'Manual']"
1522,762421-1,Psychotria latistipula,Psychotria latistipula,762421-1,Species,,['MPNS']
1523,212991-2,Psychotria ligustrifolia,Psychotria ligustrifolia,212991-2,Species,,['MPNS']
1524,762554-1,Psychotria luzoniensis,Psychotria luzoniensis,762554-1,Species,,['MPNS']
1525,762562-1,Psychotria macrocalyx,Psychotria macrocalyx,762562-1,Species,,['MPNS']
1526,762563-1,Psychotria macrocarpa,Psychotria macrocarpa,762563-1,Species,,['MPNS']
1527,762593-1,Psychotria malayana,Psychotria malayana,762593-1,Species,,['MPNS']
1528,213065-2,Psychotria marginata,Psychotria marginata,213065-2,Species,,['MPNS']
1529,762666-1,Psychotria micrantha,Psychotria micrantha,762666-1,Species,,['MPNS']
1530,762688-1,Psychotria mindoroensis,Psychotria mindoroensis,762688-1,Species,,['MPNS']
1531,762725-1,Psychotria morindoides,Psychotria morindoides,762725-1,Species,,['MPNS']
1532,329821-2,Psychotria nervosa,Psychotria nervosa,329821-2,Species,,['MPNS']
1533,77176638-1,Psychotria nilgherensis,Psychotria nilgherensis,77176638-1,Species,,['MPNS']
1534,907502-1,Psychotria nilgiriensis,Psychotria nilgiriensis,907502-1,Species,,['MPNS']
1535,762814-1,Psychotria nuda,Psychotria nuda,762814-1,Species,,['MPNS']
1536,762816-1,Psychotria nudiflora,Psychotria nudiflora,762816-1,Species,,['MPNS']
1537,762841-1,Psychotria obtusifolia,Psychotria obtusifolia,762841-1,Species,,['MPNS']
1538,762865-1,Psychotria olivacea,Psychotria olivacea,762865-1,Species,,['MPNS']
1539,976723-1,Psychotria ovoidea,Psychotria ovoidea,976723-1,Species,,['MPNS']
1540,762974-1,Psychotria peduncularis,Psychotria peduncularis,762974-1,Species,,['MPNS']
1541,762998-1,Psychotria pervillei,Psychotria pervillei,762998-1,Species,,['MPNS']
1542,763046-1,Psychotria platyneura,Psychotria platyneura,763046-1,Species,,['MPNS']
1543,763067-1,Psychotria poilanei,Psychotria poilanei,763067-1,Species,,['MPNS']
1544,763095-1,Psychotria prainii,Psychotria prainii,763095-1,Species,,['MPNS']
1545,213293-2,Psychotria psychotriifolia,Psychotria psychotriifolia,213293-2,Species,,['MPNS']
1546,763117-1,Psychotria psychotrioides,Psychotria psychotrioides,763117-1,Species,,['MPNS']
1547,77170123-1,Psychotria punctata var. punctata,Psychotria punctata,763141-1,Variety,,['MPNS']
1548,763194-1,Psychotria remota,Psychotria remota,763194-1,Species,,['MPNS']
1549,763206-1,Psychotria rhinocerotis,Psychotria rhinocerotis,763206-1,Species,,['MPNS']
1550,763265-1,Psychotria rufipilis,Psychotria rufipilis,763265-1,Species,,['MPNS']
1551,763315-1,Psychotria sarmentosa,Psychotria sarmentosa,763315-1,Species,,['MPNS']
1552,763343-1,Psychotria schweinfurthii,Psychotria schweinfurthii,763343-1,Species,,['MPNS']
1553,763348-1,Psychotria scortechinii,Psychotria scortechinii,763348-1,Species,,['MPNS']
1554,763361-1,Psychotria serpens,Psychotria serpens,763361-1,Species,,['MPNS']
1555,763492-1,Psychotria subintegra,Psychotria subintegra,763492-1,Species,,['MPNS']
1556,763538-1,Psychotria sylvatica,Psychotria sylvatica,763538-1,Species,,['MPNS']
1557,77089784-1,Psychotria tahanensis,Psychotria tahanensis,77089784-1,Species,,['MPNS']
1558,213510-2,Psychotria tenuifolia,Psychotria tenuifolia,213510-2,Species,,['MPNS']
1559,763579-1,Psychotria tephrosantha,Psychotria tephrosantha,763579-1,Species,,['MPNS']
1560,763663-1,Psychotria tutcheri,Psychotria tutcheri,763663-1,Species,,['MPNS']
1561,763718-1,Psychotria venosa,Psychotria venosa,763718-1,Species,,['MPNS']
1562,763749-1,Psychotria viridiflora,Psychotria viridiflora,763749-1,Species,,['MPNS']
1563,763751-1,Psychotria viridis,Psychotria viridis,763751-1,Species,,"['MPNS', 'Manual']"
1564,763759-1,Psychotria vogeliana,Psychotria vogeliana,763759-1,Species,,['MPNS']
1565,763800-1,Psychotria winkleri,Psychotria winkleri,763800-1,Species,,['MPNS']
1566,763832-1,Psychotria zombamontana,Psychotria zombamontana,763832-1,Species,,['MPNS']
1567,915401-1,Psydrax arnoldianus,Psydrax arnoldianus,915401-1,Species,,['MPNS']
1568,763837-1,Psydrax dicoccos,Psydrax dicoccos,763837-1,Species,,['MPNS']
1569,77171008-1,Psydrax dicoccos var. dicoccos,Psydrax dicoccos,763837-1,Variety,,['MPNS']
