"","LEVEL3_NAM","tdwg3_codes","LEVEL2_COD","LEVEL1_COD","koppen_geiger_mode","longitude","latitude","bio10","bio11","bio16","bio17","breakline_elevation","elevation","mean_air_temp","precip_amount","precip_seasonality","slope","soil_depth","soil_nitrogen","soil_ocs","soil_ph","soil_soc","temp_seasonality","water_capacity"
"10","Aleutian Is.","ALU","70","7",29,-108.53791587,52.80766049,8.43918014273924,0.131422795738806,606.235733032227,252.403808818144,129.129401766402,144.240478655871,3.79990809191676,1735.43231739717,31.2477832121008,4.15414521448752,2378.18518631547,1275.90112740653,116.500651495797,49.7492138998849,2494.80138221154,326.58502107508,31.8213734803376
"11","Amur","AMU","31","3",23,127.72544871,53.39992279,16.5542472956043,-25.2411119473055,412.45367822489,26.0458406406924,530.872104345315,534.570740461486,-3.43630788539014,699.965189842717,90.3690068859452,2.51790149485309,1111.16742114157,626.022892727322,72.3228551483154,55.5627432590061,708.221266343858,1636.70595865048,28.8841049382716
"12","Andaman Is.","AND","41","4",2,92.78132302,12.27997875,27.7814165751139,25.9790833791097,1382.86884765625,64.6946823120117,26.056925201416,45.7086664199829,26.827383295695,2902.95983072917,75.719167582194,1.09970209002495,5949.375,307.156083050896,55.2949490266688,55.0719303804285,398.51436659869,68.8209164937337,26.08125
"13","Angola","ANG","26","2",3,17.57181504,-12.33576219,23.7536733813791,20.0629352954337,563.744367444865,5.85966544142696,1071.39086794702,1074.37713544169,21.9632427863859,1097.57790348146,93.0414988556032,1.04146152413973,4287.10781474606,88.5816346273462,29.8827782681114,58.8823652830601,123.677872923042,146.754963702986,12.8173076923077
"14","Antarctica","ANT","91","9",30,21.30394694,-80.44593994,-25.7218841748029,-45.5815305125057,77.91954246568,40.7022719606523,NA,2370.3550198149,-37.8374037276143,239.350283780008,24.5249982961633,0.404835146291904,NA,NA,NA,NA,NA,816.112680754701,NA
"15","Arizona","ARI","76","7",7,-111.65759631,34.29669616,26.5455119721627,6.17425311615281,134.810818671268,30.3609547847766,1287.43196717912,1301.16276063143,16.2902272822184,325.235761527468,52.4754754098409,2.36637748785709,6450.02627939142,89.3660350244322,21.0598478985604,75.9221282043868,94.7711702871194,797.278701650811,18.0771092669433
"16","Arkansas","ARK","78","7",14,-92.44235749,34.90084347,26.3980968699736,5.69131642809746,392.145444177469,261.585539966761,165.431098930976,166.222682550519,16.3175147213268,1333.69262472466,17.7392910305433,0.790714786216073,2630.36455331412,174.276406864853,41.1660583518599,55.3365488193028,192.413305862112,797.270995722339,22.7265850144092
"17","Aruba","ARU","81","8",0,-69.97713314,12.51668736,27.4379164377848,25.5871671040853,259.248667399089,51.3560829162598,3.03739612177014,6.43749992052714,26.570250193278,511.750244140625,64.8558349609375,0.19962548961242,3815.5,188.375,36.5499992370605,73.0666656494141,215.916664123535,71.286501566569,22.1666669845581
"18","Ascension","ASC","28","2",0,-14.3632866,-7.93807975,26.2556257247925,23.2021245956421,73.2506217956543,44.7346248626709,17.4819946289062,25.0474996566772,24.6283750534058,215.034996032715,27.9772500991821,0.847365289926529,6545.75,247.555557250977,26.75,78.4166641235352,316.888885498047,120.432250976562,26.75
"19","Alaska","ASK","70","7",27,-152.47118693,64.30501188,10.5670792206077,-17.7928821648554,437.301681597624,129.519510166147,456.057314786275,454.845576240361,-4.54854633514912,1013.15765006954,59.7889170984516,4.2264392770457,1214.010586146,780.562615886423,86.1655282552446,54.5997398875239,1787.52630944265,1135.27891027339,31.5062003969177
"20","Amsterdam-St.Paul Is.","ASP","90","9",0,77.53284994,-37.97877628,16.5281664530436,11.9030000368754,356.843292236328,233.730832417806,50.0415496826172,11.4949999650319,13.9667083422343,1140.92258707682,18.0073750813802,0.451403425695996,NA,NA,NA,NA,NA,186.280039469401,NA
"21","Assam","ASS","40","4",11,92.85194548,25.48271621,26.1115874653523,16.4094207690713,1575.48932018176,63.699714855201,449.054943715347,465.323696073939,22.1861279736017,2900.72229693192,82.6295459379047,3.58558179776715,4563.69675324675,365.697027404644,54.732322587152,53.4326373886567,247.719841408674,385.440188770954,23.8855519480519
"22","Antipodean Is.","ATP","51","5",29,167.92708201,-50.99242823,9.49158318837484,6.56508318583171,313.122080485026,273.031829833984,88.6075706481934,98.0916690826416,7.81883351008097,1168.34423828125,9.15041669209798,3.58094755808512,1538.375,810.666687011719,128.75,55.75,1590.16662597656,118.180000305176,32.046875
"23","Austria","AUT","11","1",26,14.13049501,47.59204781,15.256220278819,-3.12882664756147,447.594884798672,197.37354529365,934.966298535096,950.889523290139,6.20440538369572,1195.52459455459,34.4496491995964,7.17110131339309,1555.57213438735,519.308383453514,72.4818316274345,57.0326824278628,570.777307591732,714.455757098962,25.4651679841897
"24","Azores","AZO","21","2",8,-27.06916207,38.27062439,20.6014722188314,13.6938055886163,463.327802870009,163.253553602431,203.08152117048,207.731390211317,16.6437498728434,1285.77886284722,36.765500386556,3.76079275872972,1552.875,378.063330078125,75.575,59.3305549621582,451.096508789063,272.92291937934,28.484375
"25","Bahamas","BAH","81","8",3,-76.5004385,24.16668291,27.6800450056027,22.7108398828751,440.291242550581,129.887596912873,2.75346259738911,3.19487180350683,25.1844742114727,1089.27455491286,51.1941988040239,0.0707377364429144,826.655796216882,766.551490783691,67.1682934883313,69.2909747392703,1088.90384874846,198.028884105193,31.8079710421355
"26","Baleares","BAL","12","1",7,2.90006856,39.55938907,24.5113928658622,12.0860356830415,230.238701956613,42.6625833057222,102.859018024645,100.205475580125,17.7877381642659,562.885721842448,50.3823454720633,1.75868575062071,1601.92307692308,231.224880981445,46.8081982930501,72.3745147705078,336.66391805013,494.08198765346,22.7307692307692
"27","Bangladesh","BAN","40","4",2,90.27093153,23.83299498,28.4099675037401,19.6162892200487,1420.95746383325,44.1559394528513,29.1550742755776,29.1875953722428,25.2298862303319,2518.05321170824,88.2357420130161,0.296498888439495,6852.95437211834,205.235670615887,44.4788160543332,58.2597706674159,216.948339703439,359.716675146813,24.4443306031774
"28","Benin","BEN","22","2",3,2.34325993,9.64765272,30.0563898059064,25.3580756888266,614.672538735338,13.2342557397158,267.043520716329,267.652565422938,27.3999538751432,1082.54861775599,92.9378249968163,0.545742511040711,11363.9620901639,109.250119518589,29.4139572800817,61.958825266039,127.005440763525,182.855371568663,16.2407786885246
"29","Bermuda","BER","81","8",0,-64.75637722,32.31349498,25.8479380607605,17.8211874961853,483.972930908203,331.952880859375,0.463988922536373,0.434375001117587,21.5651249885559,1555.90487670898,15.7536251544952,0.0327357854694128,1188,NA,NA,NA,NA,317.261192321777,24.875
"30","Belgium","BGM","11","1",15,4.77315253,50.57626801,16.8438393295995,2.8721274788806,263.305732474422,199.589089399931,166.289783275916,163.142202529291,9.80091057076359,931.012298786088,12.4682897479329,0.826744003653132,1530.73267326733,336.112585373867,58.645312509419,59.2424590028362,376.869082980686,543.550809140237,20.3675742574257
"31","Bismarck Archipelago","BIS","43","4",1,150.62653619,-4.93690166,24.7027092239484,23.8557466000927,1150.44598471713,708.778329447013,351.220231834626,364.943283651962,24.3489319678067,3615.17759154443,20.3693519838813,3.80166445398817,1350.12152862549,363.262387429514,74.2380015773158,51.9818409950502,840.784974621188,34.3863878444749,29.0154079794884
"32","Burkina","BKN","22","2",6,-1.73983427,12.27792187,32.060380734771,25.5891028715037,528.370662779022,2.03420229582982,300.988962775223,300.5568529623,28.4497311224577,773.903906575218,117.571878397775,0.372729925773438,10895.8772321429,66.6443122019761,27.1960141488732,63.7712315111008,80.24756741142,255.448732038117,15.9998883928571
"33","Belarus","BLR","14","1",26,28.04696571,53.5402221,17.4372155799978,-3.99073132265986,244.148191798988,114.507987510959,160.636089816623,160.346838749498,6.76229276582086,672.696518019355,31.1165341740161,0.329870416655506,2100.76060820368,637.078341745502,48.6029131605818,56.1138951879671,628.611904541958,838.447767229558,20.0560466760962
"34","Baltic States","BLT","14","1",26,24.50203088,56.67179107,16.468216145656,-3.1120532872749,246.327826769703,116.551268338207,81.3412224502047,80.9925324908955,6.50848505838934,724.3411716294,28.064150633565,0.323035060445476,1812.25048394058,594.790576550894,64.7997928186453,60.0062934826477,714.347724408103,766.754812293794,21.6026850507983
"35","Belize","BLZ","80","8",2,-88.68282364,17.21850521,26.8395559965675,22.9818097584283,852.698889888934,178.200888904173,143.396737226182,162.893022380436,25.2165335470171,2125.1337161847,50.7621493553048,1.19654117662237,507.189102759728,358.504177386944,65.0103976176335,61.6571955314049,413.625083336463,157.780765134897,27.8096955372737
"36","Bolivia","BOL","83","8",3,-64.67053986,-16.71511345,21.6528957739337,17.2914539172708,661.670934085904,84.5725193901725,1284.55306636479,1293.7667817061,19.8910463715653,1389.00525303406,73.5237759062891,2.30475515299688,2608.43254481422,182.430355012002,46.1209985242412,59.1558522748895,226.861980991168,175.526883321802,20.2792607057426
"37","Borneo","BOR","42","4",1,114.20001665,0.86789053,25.5831458987372,24.9155043786217,1095.47072276656,627.973865894196,249.140898945762,251.069928643834,25.2550482892836,3495.11621088122,22.4127182984693,2.3013150422216,1361.96667776914,301.552612780244,61.0584343649379,48.7307773079685,1141.33756339326,27.719057519736,28.1407740054254
"38","Botswana","BOT","27","2",6,23.81507477,-22.18204586,26.2150053323689,15.8794156225269,238.176944205057,4.90449972717351,1035.32148412331,1034.83375182502,21.9594474503552,400.000673405033,95.4384742887562,0.154345966804247,2879.45974743489,67.0154465834847,19.701526553895,70.2192535059089,51.6245790023436,420.804363296794,8.21734411996843
"39","Bouvet I.","BOU","90","9",29,3.41245843,-54.42178759,0.999750018119812,-2.96574997901917,533.281982421875,378.945495605469,32.9515247344971,57.6300010681152,-0.806500017642975,1798.90771484375,13.4332504272461,2.00526547431946,NA,NA,NA,NA,NA,155.023498535156,NA
"40","British Columbia","BRC","71","7",27,-124.75696311,54.75407132,11.7976424982669,-9.8485686973439,520.428689998033,187.359548987627,1097.1880348313,1108.17704596422,0.844358232077898,1368.04750890967,37.3346103179026,7.79294943712082,1617.46410106895,436.143694207574,72.4706526836913,56.8313956085882,518.801815989888,849.872895848653,28.9644686145046
"41","Buryatiya","BRY","30","3",23,109.5025411,53.55446059,13.4377627469491,-22.9837231970524,390.829379440529,31.0907544840937,1142.6492628487,1151.17739965466,-4.46058564468974,639.532133258322,94.2956320079859,5.07973681966263,1042.13595718331,562.769248864016,70.4435780009285,60.8487533596137,751.486428825861,1411.36954030797,28.0841082767632
"42","Bulgaria","BUL","13","1",26,25.2313767,42.76135302,20.8112738565965,0.888367615402041,214.957682626898,132.871990273216,460.995024413428,470.738488994945,10.9316403584047,672.817202828147,20.1689335021106,3.01058821749281,2110.31825657895,284.06375221946,46.7678850763494,65.2314510830966,297.783432950107,773.868779546564,25.6490542763158
"43","Burundi","BUR","23","2",3,29.88681075,-3.35630423,21.4137139148023,20.0033133058663,504.24347567271,51.442445789475,1495.19418163514,1474.95924616434,20.5368222386004,1300.96870955502,59.3735148418381,2.72386776875515,5314.38181818182,219.883035632147,62.578329887943,54.9514292288518,268.592239379883,60.6953492222062,23.1640151630748
"44","Brazil West-Central","BZC","84","8",3,-54.29442685,-15.2979918,26.1500737683203,23.1665497857805,815.800138467649,51.7228064287932,396.628335741772,398.573028093966,24.8186487343633,1690.32745295054,72.8035440540685,0.903050032420066,2654.65840707965,146.76421182823,42.4828297466953,51.9008120764139,180.792249505999,120.386700751131,17.4865044247788
"45","Brazil Northeast","BZE","84","8",3,-41.7295316,-8.63517922,27.2356421573551,24.2418771808769,533.355143959109,39.772479647109,371.2823458771,375.634916158262,25.7486483768481,1026.33169801645,80.6357581647737,1.07577926139463,2805.30035169779,134.615243344296,34.4248418305275,57.9209531635452,165.076570285749,118.678514560584,17.5014496741427
"46","Brazil Southeast","BZL","84","8",3,-45.48097772,-19.72534706,24.2052281378703,19.6423833140178,710.674808694859,70.7370126033153,643.975561532584,645.97671227769,22.3037662047702,1390.57229870431,75.2967627813325,1.81169244491579,2244.30840459932,176.067568720671,46.4443260482137,54.3534658087681,218.970525052105,184.041232296084,20.8435771744595
"47","Brazil North","BZN","84","8",2,-59.25074171,-4.63061752,26.6035895211211,24.9811360365863,965.047161443128,209.04013079703,169.279545618183,169.642550747979,25.734872973378,2316.84226913675,54.5127443813363,0.588994416844584,2698.87730264962,187.528444648641,47.3016198029784,44.8789751847437,237.132514816147,64.9023228321634,21.7871224206804
"48","Brazil South","BZS","84","8",14,-52.26177998,-27.56814167,22.9974480494777,14.522162596214,550.948424965175,346.498832153583,465.300646874789,471.516131820853,18.918702468196,1794.4918396455,20.998048592843,1.57519678851974,1249.58314025172,280.224438308576,65.8797299392474,52.4308163273393,361.381353697309,339.476290841108,25.5581402826493
"49","Cabinda","CAB","23","2",3,12.46228731,-5.04122958,25.7951711353503,21.7436054631283,673.149459035773,16.0831973176253,145.637874863364,153.923290453459,24.1643554285953,1491.66724917763,74.2999207346063,1.3013696262711,11720.0245289522,134.334126790365,37.3140782674154,52.61779200236,223.047224934896,161.713079352128,16.8762255275951
"50","Central African Republic","CAF","23","2",3,20.48276784,6.57144769,27.6753805977358,23.9698119863434,700.056808916273,25.4179335050031,597.467154603802,599.460451399775,25.5461209345939,1422.44053128973,77.8189447286563,0.704132305606667,7493.50833995234,167.238405399273,40.4222317354845,57.7920351837472,206.760512295603,144.968903208644,20.9138204924543
"51","California","CAL","76","7",8,-119.58745486,37.23999046,23.1778927876399,6.43442157185496,333.457413825861,19.2342324652401,852.130397105131,863.177654197463,14.4862963281846,641.734345712311,76.1395613271656,4.00879208196366,3355.8925458644,187.62715576538,37.8205500361025,69.1821457838497,256.904376583081,660.549539031472,20.1666868344627
"52","Cayman Is.","CAY","81","8",3,-80.82909682,19.431525,28.1417503356934,25.0165004730225,547.269470214844,110.810501098633,1.42659282684326,1.61749994754791,26.6112499237061,1294.12377929688,57.1165008544922,0.106282733380795,112,1031.75,70.0999984741211,66.2000007629395,1242.91668701172,121.935997009277,34.75
"53","Cambodia","CBD","41","4",3,104.92124023,12.71403151,28.8315253662447,25.6970710261721,994.775970346373,36.4912430984947,122.759519157314,123.178311863069,27.164542947748,1953.51359574997,78.6261245896456,0.879812148354975,8914.72517687209,197.440139470663,50.6356747389881,56.3090078278921,216.764754016326,122.088940152383,23.7454011541732
"54","Chagos Archipelago","CGS","29","2",0,72.28982912,-7.08125134,27.1256998062134,25.9847499847412,953.685272216797,514.609420776367,0.0206497099927881,0.127500000083819,26.4804750442505,2926.18657226562,24.8699251174927,0.00967221118044108,3236,NA,NA,NA,NA,43.081075668335,42.5
"55","Chad","CHA","24","2",4,18.66460375,15.3611377,31.709556420521,20.7148471608693,224.955788433044,0.148252711517197,519.92003616555,520.787352751307,26.6516401966567,300.548892467206,153.766293331415,0.492210794214506,13796.5132871575,88.3227175793851,22.200461961273,75.5986104286404,60.1065222559716,440.041131332559,12.2729104428793
"56","China South-Central","CHC","36","3",11,104.64089103,28.51736897,20.2263206275377,3.5874709711805,669.806601395146,65.4726672531822,1744.72865718878,1757.52890736738,12.428333239414,1286.13727310814,77.2378682984734,6.47726835734189,1202.46911731753,308.649373398709,63.2360275475194,61.1555767094153,357.947485930152,650.613143013809,24.7127966287528
"57","Hainan","CHH","36","3",3,109.74200976,19.20103622,27.4812208749716,19.0350630862042,997.243657084345,89.3321478760358,177.063688168159,191.923204324778,23.83377186303,2043.44232711051,72.7217644997013,2.28957792393212,3671.12785611087,167.809211451833,64.5095027830543,54.2441154107815,367.638887544958,332.957041620051,22.4452054794521
"58","Inner Mongolia","CHI","36","3",7,113.55483527,43.79697593,20.5958284028587,-13.0950844158931,212.838023166707,8.83355166856678,1023.61275501351,1024.43802753898,4.52605228017821,318.457673051047,104.487387242789,1.35812738213817,2931.07938635687,225.234858420649,36.4509342861714,77.4377516787406,218.021378144112,1310.94482209764,20.3306337503724
"59","Manchuria","CHM","36","3",21,126.49884207,45.75175656,20.4242066690428,-15.1067796380696,399.261024639794,20.8771091483218,323.874589106476,323.92434558498,3.74097065825739,625.582950349636,100.295046200032,1.67136921793719,2605.24448317684,357.533850350034,58.8572055963593,65.8687169074529,400.509863952544,1380.73345249509,26.094131097561
"60","China North-Central","CHN","36","3",21,109.45486901,37.42761072,21.3590323603913,-4.34065422912656,327.965565859804,17.5258963963273,1184.13512494118,1184.88675283768,9.09600067391681,552.571042508237,92.2627660760693,2.9006632979053,2353.38343309583,167.770405330061,38.504872568823,76.4961200740192,171.231950744102,998.023758847106,20.1270642341108
"61","Qinghai","CHQ","36","3",29,96.04684807,35.77342914,8.2882333881856,-14.2468858220492,309.971228708167,14.3926004256909,4037.78176329772,4038.96027111844,-3.00839047476841,505.845261957578,96.2015496140279,3.74011262507628,2275.44183938662,250.482661627477,53.5207655930545,76.5674534093049,285.93321582709,889.769572588921,19.4002521820651
"62","China Southeast","CHS","36","3",14,114.42714192,28.08960648,26.7922217923805,7.81219304198809,761.870023090555,155.778687736469,277.004414922111,276.483747308962,17.7895167647755,1649.99248398144,61.4753571843312,2.67010161469055,1958.04522358964,194.187037039803,47.7976434764697,60.7709094040348,220.986611512109,740.260225078338,22.7950012701314
"63","Tibet","CHT","36","3",29,88.11841654,31.712301,6.44264690366486,-14.2204119285907,420.327051143117,20.7620746401452,4875.8478871006,4880.0927418849,-3.98963636768337,663.069663378097,109.493844102858,5.87211474610276,1494.91864300304,236.129291464676,49.8818960441227,74.654882327115,273.039050250062,814.831152999266,18.1755279747368
"64","Xinjiang","CHX","36","3",5,85.25096208,41.12316666,19.071936126415,-10.1544561627667,131.284709009584,16.5416649538292,1882.25497244177,1886.33294979053,5.23098683157397,237.625838511257,78.2870633068708,3.29500629850449,5400.39861872432,181.617361978499,34.3469840618586,76.4416954169427,167.717260707254,1141.47269695625,20.1599082339814
"65","Cocos (Keeling) I.","CKI","42","4",0,96.85559708,-12.17188243,26.7369999885559,25.3187503814697,730.439361572266,265.847434997559,0.0332409963011742,0.124999995343387,26.0506868362427,1945.30676269531,41.4343748092651,0.00907412415836006,NA,NA,NA,NA,NA,54.5786256790161,NA
"66","Chile Central","CLC","85","8",9,-71.50360801,-34.96793939,15.4589951824098,5.02150927764814,765.718754312759,82.5987948340195,995.063921202784,1049.10762516327,10.1426135105819,1385.95674171787,87.9398658424174,6.35708050757028,4227.23514404297,324.517660746564,73.1839080794069,64.4426163741373,669.644951707086,411.251293918146,23.2930706480275
"67","Colombia","CLM","83","8",1,-73.07536004,3.89994003,24.3441069422186,22.8053426060336,1142.16470246753,422.860008895934,551.912223735112,560.527834384579,23.5983463596568,3108.55191753092,39.7742562159565,2.45744475015357,3337.68463439279,282.646822125002,61.8524009875977,50.2873033796038,451.172096067665,59.5325488051613,23.0486352130286
"68","Chile North","CLN","85","8",5,-69.43770693,-23.86911699,14.3917545309739,7.46037395693082,89.9249474972018,9.64840627510293,2463.38914851728,2475.36974525221,11.2499331907285,147.047385469457,88.4185084904552,4.37935713183883,6154.31561290024,213.250407898881,25.5382777177651,80.8090378622972,161.634448195596,276.94292797287,14.912382834825
"69","Chile South","CLS","85","8",29,-72.52704616,-48.21628617,9.27487768271247,1.61255751616333,1076.45929485742,665.36784270936,446.709241540301,463.843463074484,5.48772603799332,3272.72709917876,23.3210017271568,7.28800106169713,1073.89314396898,896.972156488911,119.775723833181,54.3486135041059,1665.51308659291,298.135238425132,30.0433989844124
"70","Cameroon","CMN","23","2",3,12.74325047,5.68579633,26.1220383609094,22.8188731834927,868.744750349182,62.7864821085352,642.15879763831,648.92727174948,24.24450750533,1850.17458485787,74.4027680692519,1.32872150132703,8150.44103124586,228.76216179797,47.0764824767464,54.8888034853273,229.584568007324,130.626501212211,22.3248366885266
"71","Connecticut","CNT","75","7",25,-72.72758095,41.62574308,21.4570721520318,-0.697050007267131,363.882233344184,301.648910861545,140.390424764381,145.319722451104,10.4182666990492,1347.16682128906,8.74652779897054,1.39116481807497,1244.20714285714,744.324770035282,65.6872549979917,49.5302633470105,1050.52181120842,860.841358778212,23.4303571428571
"72","Canary Is.","CNY","21","2",4,-15.67748558,28.33813027,21.4597396055857,15.1676978270213,170.679770469666,6.01318753262361,357.572483825684,445.098226308823,17.992916504542,329.198668162028,86.1009372075399,5.0989866827925,2893.78509200247,229.363205853631,35.9445091696346,73.0093985164867,345.102527394014,250.162792841593,25.3936403174149
"73","Colorado","COL","73","7",7,-105.53370387,38.99914653,18.361814271363,-4.34936830752514,193.495165310209,71.0951998404094,2082.26888251155,2088.8950558617,6.77432117689199,505.945983735342,43.6114660506211,3.06583343821001,2910.13214285714,207.214405416006,42.7904362592352,70.1510702041258,263.767451734428,883.090999724373,21.4535714285714
"74","Comoros","COM","29","2",1,43.9794997,-12.0850888,25.6328751246134,22.7017498016357,788.158040364583,136.900290807088,259.254058837891,291.767917633057,24.3919585545858,1629.73571777344,66.5160414377848,4.33627194166183,3922.73334960938,328.134258270264,71.0545635223389,54.0793657302856,493.48055267334,118.389375050863,27.3208332061768
"75","Congo","CON","23","2",3,15.22427245,-0.84007475,25.3387804603577,23.513357749939,663.901419799805,142.235027746677,413.891113550933,418.274551534653,24.4437599945068,1715.82692053223,49.1493629989624,0.855972540218383,5219.74500713267,186.780328038651,49.150742056183,50.0467056415048,268.611213561027,72.0504378166199,20.0618758915835
"76","Cook Is.","COO","61","6",1,-158.79191222,-20.68746737,25.7729997634888,22.1674995422363,789.042144775391,420.553253173828,11.4072017669678,16.9724998474121,23.9661254882812,2367.29162597656,29.022500038147,0.672307685017586,3209.40741644965,452.666664123535,64.2083333333333,55.2222220102946,711.54167175293,142.315002441406,28.1018519931369
"77","Corse","COR","12","1",8,9.1053123,42.15818981,20.6001592115922,6.74465909329328,400.509687943892,88.8779165094549,487.502186624627,568.565835316976,13.2570227420691,984.977041533499,46.4030910838734,7.74283961816268,1308.96739130435,318.68597014054,62.4808135654615,67.1329398777174,474.524268108865,549.48056492661,22.8586956521739
"78","Costa Rica","COS","80","8",1,-84.18900416,9.97048332,23.6731593752867,21.9924462913667,1439.71299549077,331.598958201056,563.190503668341,558.831075047487,22.8369950544114,3714.29257878041,52.2758456364574,3.96868320449487,3658.72115384615,414.046259756307,67.9824620312407,55.1433249611891,438.314237172367,65.9404144543129,28.2157451923077
"79","C. American Pacific Is.","CPI","80","8",0,-91.88643742,6.54628736,26.4776248931885,25.5520625114441,1462.73785400391,311.200000762939,1.36011083461344,3.9100001049228,25.9341249465942,3541.82196044922,48.7396240234375,0.201453440298792,1945,NA,NA,NA,NA,38.5914993286133,27.25
"80","Cape Provinces","CPP","27","2",5,22.53403917,-30.90217923,22.8503590326178,11.1343566980901,154.156378663271,38.9626021576182,918.138669101439,924.371640073388,17.3359447024269,373.642019254025,51.2335499681575,1.80632017884763,2443.3242106224,101.682722189754,28.7015895964662,74.5052359708496,127.226577402243,455.736944887019,13.2188033502019
"81","Caprivi Strip","CPV","27","2",6,23.25700383,-17.92034393,26.3593154969763,18.3123687994285,387.722635738185,1.66297540508333,983.657792685688,983.586676925909,22.9995452380571,576.852194864242,111.919069884253,0.0882659901055645,2550.33928571429,80.0539427537184,25.4960279464722,65.8449137761043,77.8749274473924,322.060135137839,10.0267857142857
"82","Caroline Is.","CRL","62","6",1,146.71147816,7.21239488,26.8946251869202,26.5407495498657,1350.90493774414,769.329055786133,25.5180058479309,52.4293732643127,26.7778749465942,4214.20294189453,22.0238752365112,1.38802716881037,1474.5,407.200002034505,78.6253980000814,53.3301595052083,1187.42590332031,15.4788122177124,32.28125
"83","Crozet Is.","CRZ","90","9",29,51.61850122,-46.34319821,6.84875011444092,3.42391665776571,689.770914713542,581.854166666667,99.2299194335938,130.196665445964,5.03633340199788,2569.89168294271,7.77225001653035,4.62859567006429,1272.76666259766,NA,NA,NA,NA,135.743998209635,33.3166667938232
"84","Chita","CTA","30","3",23,116.20082567,52.8406914,15.2255989802366,-24.2881628286402,353.440261348364,18.3706975160077,954.048860565676,960.338176146638,-3.80667473395064,547.850187077458,102.282904057144,3.76055072932746,971.876414932811,564.009294059124,70.0991693413622,61.5943590682121,727.639465897695,1537.45665139729,27.909794410235
"85","Chatham Is.","CTM","51","5",15,-176.50297373,-43.95966231,14.4556665420532,9.52358341217041,301.992584228516,193.867584228516,74.1426582336426,50.2658336559931,11.8056666056315,963.915486653646,19.3059997558594,0.869822479784489,1084.125,516.555541992188,99.9166679382324,61.3333320617676,1027.90551757812,192.407333374023,29.5625
