"","LEVEL3_NAM","tdwg3_codes","LEVEL2_COD","LEVEL1_COD","koppen_geiger_mode","longitude","latitude","bio10","bio11","bio16","bio17","breakline_elevation","elevation","mean_air_temp","precip_amount","precip_seasonality","slope","soil_depth","soil_nitrogen","soil_ocs","soil_ph","soil_soc","temp_seasonality","water_capacity"
"173","Line Is.","LIN","61","6",1,-157.22793338,0.83354452,26.7089996337891,25.9500007629395,459.236511230469,132.002746582031,0.772853203117847,1.41250002384186,26.3234996795654,1121.85119628906,53.0265007019043,0.0386928953230381,7355.94449869792,575.833343505859,58.25,60.9166660308838,1065.74996948242,30.5767498016357,29.3333333333333
"174","Louisiana","LOU","78","7",14,-92.01956256,31.07581713,27.3110012347155,10.8766225163299,470.346074170405,316.441609864188,34.5263033161616,34.1572152259921,19.4441918052069,1572.8986230227,16.3169220036799,0.179829195893881,2251.76408858265,337.009674675276,46.8941877710128,55.7832519348978,339.133977602606,640.796416783097,25.6797062441599
"175","Lesser Sunda Is.","LSI","42","4",3,123.08090575,-8.63369463,25.7784470185539,23.8551713109806,881.793940765179,101.251770647946,290.265538942814,333.435536883525,24.9468054866159,1759.86545325273,75.4976191804898,3.57397262229035,4728.78604537609,216.584033529697,57.1722795831321,57.4149775346707,352.852313558994,75.3945876873092,24.6562984555267
"176","Magadan","MAG","31","3",27,128.53942394,65.14920159,9.86613940088647,-27.9958370820049,230.624150144938,70.0340024309835,458.208792104472,452.76576246168,-9.83869984873897,538.003108444842,50.6274620999623,3.94401887021717,1076.91960064401,522.322473731866,68.8142432596036,54.2036461079849,1068.7148794266,1492.32336471571,29.277770406206
"177","Maine","MAI","75","7",26,-69.22759999,45.39587882,17.7811335804819,-7.43082830994979,369.245079040527,250.487839227435,231.715000688113,237.266638236484,5.52383694223974,1253.90308704595,15.7893476869868,1.60970889288804,1014.5449790795,549.497344098772,59.6179517473493,48.1604425884428,970.567595563616,978.763273918766,26.4754184100418
"178","Manitoba","MAN","71","7",27,-97.43005757,54.92648933,15.2901032554134,-19.6231787260662,250.280725767872,63.3885502613357,254.276369539585,255.258690879725,-1.64049505006832,553.852823992383,54.8956293122927,0.280411824657724,765.640753015096,465.289233812398,62.2321950977417,63.8630062935482,988.264937054848,1349.80443079167,31.9504567532465
"179","Macquarie Is.","MAQ","90","9",29,158.89216763,-54.61329532,6.46000003814697,3.40575003623962,320.329986572266,261.712493896484,49.8836555480957,65.1425018310547,4.65049982070923,1135.04174804688,8.94999980926514,2.46368765830994,680.75,NA,NA,NA,NA,125.33374786377,30.78125
"180","Massachusetts","MAS","75","7",25,-71.80907678,42.25862899,20.5293827527835,-1.61737037011434,351.910940288026,291.52200694143,164.94426469056,168.193888852626,9.51090120386194,1300.8621976876,9.35208334157496,1.29851519767149,1291.14650406376,749.916834904597,63.1656112670898,48.714248583867,917.6879295936,860.529399353781,22.5043682898245
"181","Mauritius","MAU","29","2",1,57.55521154,-20.19562027,25.2934579849243,20.3388334910075,773.132171630859,203.334538777669,193.780237833659,204.879995981852,22.8517916997274,1725.57491048177,55.3423754374186,2.0403668085734,3776.35,224.063098144531,58.6433326721191,53.8327774047852,388.577575683594,195.678749084473,27.35
"182","Mozambique Channel Is.","MCI","29","2",0,44.84032317,-14.52701328,27.2497501373291,24.3966255187988,576.370391845703,34.7588748931885,0.0304709132760763,0.127499997615814,26.046124458313,918.847625732422,101.348754882812,0.0110951266251504,NA,NA,NA,NA,NA,114.781372070312,NA
"183","Marcus I.","MCS","62","6",0,153.95267938,24.30723325,27.2497501373291,21.724250793457,443.59326171875,161.876754760742,0.0110803321003914,0.0350000001490116,24.9497509002686,1096.51245117188,42.3072509765625,0.00329115660861135,NA,NA,NA,NA,NA,219.251495361328,NA
"184","Madagascar","MDG","29","2",3,46.70598974,-19.37352737,24.4974365411078,19.4072103739434,939.313566194373,91.0459089627383,534.17051942108,540.65518252999,22.3785160714339,1634.17073858194,94.3379447874646,2.07029999189728,4648.43538048495,174.50777682618,50.13087695589,59.661558522474,259.233584871228,204.574259562064,18.2457616056821
"185","Madeira","MDR","21","2",9,-16.94699093,32.76736726,20.1300837198893,13.2308330535889,855.019490559896,94.9076665242513,515.026784261068,518.518341064453,16.2556667327881,2001.52062988281,60.3019994099935,7.63156771659851,3332,375.120376586914,90.8333358764648,58.287036895752,518.237487792969,276.235254923503,27.0208333333333
"186","Maldives","MDV","40","4",0,73.25213838,3.37168094,27.6606679455987,26.5822881501296,639.765166183998,227.552483131146,0.00813437081755154,0.0620258615416443,27.0674131985368,1866.73750673491,37.2059698433712,0.00510827906917508,NA,NA,NA,NA,NA,42.2601983300571,NA
"187","Michigan","MIC","75","7",26,-85.7362084,44.88051006,19.4252885673195,-5.54450854414608,282.283609732985,148.295550063252,230.979802914048,232.17081554234,6.96970923035406,889.108667016029,24.5715910699219,0.290782985550941,2623.96204760648,528.762122659122,54.4093037255749,57.4617350220141,448.172013291368,968.198976099491,19.6955345675003
"188","Minnesota","MIN","74","7",26,-94.1991062,46.34787407,19.574373323789,-9.84916023618946,310.016471919188,62.4260105024295,363.611549406286,366.09718026279,5.56190681482696,740.869030735938,54.0634490116848,0.312947753171887,4491.03930067189,314.955845647579,67.7068305203564,63.1929928222437,353.398944540263,1138.89155818693,23.074132495122
"189","Mali","MLI","22","2",4,-3.52435208,17.35036278,34.2440326933192,21.7390112653258,227.654710883458,1.48756572476863,320.7372758935,319.894064037051,28.4309654742743,300.64835474055,127.351537494749,0.311598470845852,13639.8301198053,64.1400425873045,20.6148343472867,73.2296697668127,50.6850200701594,493.438791689493,10.7394000374392
"190","Malawi","MLW","26","2",3,34.30698695,-13.21511579,24.2586323847624,18.7833291676198,729.644628273673,22.0152031547215,848.431998221482,862.30539963025,21.9244082661904,1155.76438258409,106.401124521464,1.58615757846334,6800.31057483824,115.071949385189,35.9648026854904,59.4501278771294,141.129694425143,212.705380052412,16.1980543304645
"191","Malaya","MLY","42","4",1,102.17839952,4.02825781,26.4664053057877,24.8847976814051,1012.6587650309,432.579319089885,208.6088931259,212.836220600586,25.7491997352779,2682.73077631619,36.1304993243504,2.48451715756412,1733.89745957612,286.802059807446,57.5728482364528,49.6670545249547,550.491516804767,60.6927180277772,24.4447800448393
"192","Montana","MNT","73","7",7,-109.62398347,47.03479245,18.08010013742,-6.04538436376785,204.521603736596,61.1980922087405,1243.68439995251,1253.27873098762,5.80636486168396,479.811947140705,55.073357194296,2.93014604320946,2797.81050531915,218.238726269293,46.6150644682271,69.147364422526,249.322113742084,935.914046266448,24.3684618794326
"193","Maluku","MOL","42","4",1,127.99049954,-1.42061875,24.9945804661718,24.1119109515486,1007.97626995218,573.7490234375,262.017934755845,305.641005168016,24.6540201121363,3111.29021795865,23.5012069022518,3.81522190896259,1457.77873703529,251.359550425548,57.632844735455,49.2963853040278,426.523408813477,36.9586724138808,26.8035201039808
"194","Mongolia","MON","37","3",5,103.08302896,46.8352093,17.533261680287,-16.9018553759399,161.057984781969,8.78028249751376,1483.60378605744,1488.35847292466,0.958632457915458,235.341007299616,106.196389072737,2.34205096040719,2344.58116978538,276.248348644487,40.6953618971466,75.8533595847839,305.923879972563,1341.9679020913,21.3794353098025
"195","Morocco","MOR","20","2",4,-6.31754552,31.88413167,25.891578790164,10.6359641989878,130.098828457097,20.9549970900935,866.816034458863,874.487876490761,17.9728550276546,308.206859263146,58.6541704728133,2.61113392993732,2918.13808264856,120.747895273015,25.8497022947308,77.3685380165904,129.206483425724,590.43830690639,18.911614853854
"196","Mozambique","MOZ","26","2",3,35.55224706,-17.26020232,26.265526512674,20.4674590798863,608.901708496195,33.3463357533847,351.471262556669,353.322899490681,23.7371896055295,989.998619474813,97.2444082608719,0.882883872904757,6827.18244472387,112.166564437176,34.8300592348753,61.2096250733912,141.003389597182,227.019050367334,15.5914344919021
"197","Marion-Prince Edward Is.","MPE","90","9",29,37.76015675,-46.85955871,6.50587511062622,3.41262495517731,788.980377197266,668.460235595703,191.056785583496,226.353755950928,4.87199997901917,2894.69213867188,7.63574981689453,4.48076272010803,1884.75,NA,NA,NA,NA,121.7307472229,31.0625
"198","Marianas","MRN","62","6",1,145.19641937,14.90032954,27.177666982015,25.7628332773844,1031.73931884766,257.425160725911,23.8483378887177,46.4099998474121,26.6736666361491,2360.03763834635,54.4075838724772,1.17010641098022,1627.70831298828,301.466674804688,58.3333320617676,58.5555572509766,476.095245361328,57.5100008646647,29.2708330154419
"199","Marquesas","MRQ","61","6",1,-139.5863238,-9.36553616,26.4728573390416,25.3188928876604,605.459564208984,305.031064714704,234.074788411458,107.1292855399,25.8739645821708,1810.90912737165,27.5664640154157,2.94746209893908,1415.77779134115,379.058667864118,64.9583333333333,56.8435179392497,535.74660382952,43.9350002833775,27.1180553436279
"200","Marshall Is.","MRS","62","6",0,168.61039428,8.42167996,26.9500007629395,26.7495002746582,916.806030273438,410.362762451172,0.0103047089278698,0.0700000002980232,26.8500003814697,2797.27856445312,27.5884990692139,0.00559434108436108,NA,NA,NA,57,NA,11.2744998931885,NA
"201","Maryland","MRY","78","7",14,-76.79724029,39.04679397,23.8141922374348,2.46121703825154,333.550151447673,247.328912085229,115.536481233602,121.808352345294,13.21419774569,1157.37845217527,12.6162088205526,0.671595928105679,1504.71323529412,323.8961167769,49.7200971163236,52.1347113389235,479.87184605454,827.64838048914,22.3547794117647
"202","Mississippi","MSI","78","7",14,-89.67327133,32.75582597,26.6552728867867,8.52456100893692,430.837423405177,301.450367349974,91.8581153132378,91.3672474924947,17.9058909080398,1492.25184194359,15.1206549322101,0.361615659922641,2353.22408026756,172.216949901642,38.5759623957137,55.1842742408046,200.126546305209,703.912822598023,23.0257107023411
"203","Missouri","MSO","74","7",25,-92.49049605,38.37437865,24.6099721872265,0.835684115058943,395.392369104165,179.364678669115,261.875024405914,262.478298092307,13.0907448730916,1152.49597453931,29.9998905690139,0.583905233034801,2487.15286975717,213.334854898999,48.0130705056212,59.7435350376079,207.993555547907,911.952170599606,24.1306567328918
"204","Mauritania","MTN","22","2",4,-10.33225759,20.25990345,33.7497540057296,19.8130607053195,73.3792728150245,1.81667156528571,264.718194290151,263.436667027585,27.2920508957145,91.2295282695553,124.89216623802,0.247787436959774,14319.6242180518,69.85612771826,17.5255037042003,78.733539401237,41.1284559138791,544.618084402368,7.9125800567402
"205","Mexico Central","MXC","79","7",12,-98.58581435,19.13108596,19.6178446834527,14.7811990108305,571.959020373891,50.223388329293,1997.00106730503,1980.44180986719,17.4333592664848,1046.10931633514,88.3881988155032,3.8551124625125,1002.42934782609,239.422409336741,56.5707517484339,65.5940529660481,271.208555454161,189.741881213142,25.981884057971
"206","Mexico Northeast","MXE","79","7",7,-103.06075194,25.85226948,23.8078472024977,12.2223667142081,309.07914097565,40.0914428378903,1432.68906275553,1438.50671111039,18.5182265087036,564.685688008023,79.577930123119,2.73344593096129,657.224313326551,165.949976344329,37.6467140767073,74.4934685299124,171.58934617775,458.156233334945,24.62623982706
"207","Mexico Gulf","MXG","79","7",3,-96.405429,19.37738436,26.4265499721874,20.1507022619247,935.75041698109,127.416628438776,297.803324154514,307.005713591251,23.7369864095341,1854.61511729847,74.4886603442105,1.8668294516646,291.644880257401,257.17121007887,60.4850282399668,62.4193078811559,294.810754291082,248.670508436723,25.6978485880334
"208","Mexican Pacific Is.","MXI","79","7",5,-115.55971857,24.96193755,22.6662502288818,18.4986248016357,211.227626800537,5.93650007247925,206.063705444336,92.6462516784668,20.3950004577637,331.321998596191,89.5681228637695,2.46760714054108,2057.375,129.062501907349,27.75,76.5833343505859,116.051112365723,168.80687713623,28.125
"209","Mexico Northwest","MXN","79","7",4,-111.37898581,28.49122261,27.8758204907179,14.8815744247288,252.053334875405,13.3816595664248,476.032851533716,486.289138904832,21.4079802624881,392.871338018775,93.2818250209093,2.47687342743266,1179.11774128055,122.445457129711,24.0295460602947,75.6087197910836,98.3870031449901,512.770379114151,23.0124670045948
"210","Mexico Southwest","MXS","79","7",3,-100.70238843,18.84794656,23.4587644991504,19.0047984034145,756.106870518087,33.9636436352688,1150.44453373317,1171.39555804908,21.3572482940839,1228.88112995219,103.340392012395,5.16950067046997,401.322990126939,255.295637495681,50.2062280289963,61.8343263114259,242.549823278985,173.256887850391,26.1192113314092
"211","Mexico Southeast","MXT","79","7",3,-90.55872947,18.50799061,26.9938717919074,22.6352530608588,741.072870674603,117.288549809384,269.024109884748,273.442551807711,25.060160092877,1602.93239149936,66.275968914319,1.53992640624707,458.078440970404,386.817642945753,69.972242908889,67.7316399189963,405.293903913862,174.002655681605,27.3863339844049
"212","Myanmar","MYA","41","4",11,96.50882912,21.14042439,26.2816665360174,19.0545170649097,1440.87415742669,34.7788348737989,583.745892762882,593.301640156228,23.2512807518343,2418.26597249582,92.2219438730221,3.93528465720664,4912.1288553804,275.925640028999,59.6024174894605,57.636724628721,293.150063129037,288.395933972578,25.6035954996361
"213","Namibia","NAM","27","2",4,17.07189693,-22.23553957,25.0290737219418,16.0492938180063,178.806719835693,2.11678784543657,1090.39840095333,1094.43426694309,21.1844602061253,270.360309603074,104.819793962965,0.850063852383664,1954.06734599106,73.3618172541703,17.8850501828238,80.9521114173825,50.9390350825004,355.370619596594,8.49200622524052
"214","KwaZulu-Natal","NAT","27","2",12,30.72508497,-28.7085677,21.5510427543991,13.5300953858777,397.09999757064,63.212525374011,858.574065997104,860.96776579242,17.8905772911875,891.751326310007,61.8694669823898,2.83156970079596,2462.19248826291,174.074413058124,51.7211898610562,59.1905069632872,224.532750190059,313.646466154801,21.0924295774648
"215","New Brunswick","NBR","72","7",26,-66.37001739,46.63101173,16.8929975601935,-8.35073627195051,366.368419228831,265.917508033014,171.812260430055,180.275185439664,4.66755887462247,1269.61839579921,13.204325039156,1.24300681400684,889.267605633803,377.386705092962,65.0791067049648,48.0315046995384,581.132846558292,980.979676277407,26.7136150234742
"216","North Carolina","NCA","78","7",14,-79.38015679,35.54958921,24.4649240362671,5.85364356609743,413.824668190696,270.153809811746,231.488971897109,232.710676248481,15.3218608780076,1301.49196528331,18.7931945318658,1.05293597620468,1711.4542931759,272.465194702148,50.6484490812214,50.8301298353407,352.160490154055,718.993486019566,21.2536616180882
"217","Nicobar Is.","NCB","41","4",1,93.60166544,7.50716489,27.5407001495361,26.3610500335693,997.352905273438,239.436199951172,27.5592103004456,38.5650010108948,26.8962001800537,2779.14770507812,45.6876998901367,0.797146636247635,2571.8125,288.002777099609,56.3999996185303,52.3999996185303,496.558715820312,46.2399505615234,28.0625
"218","North Caucasus","NCS","33","3",25,42.86217833,44.34380339,20.6215139862193,-1.83799203660941,289.986417424265,128.333636954024,537.663271382016,553.172422650759,9.33219979636723,803.862875419234,32.0667382069076,3.08168963922824,2649.96425228414,348.398473410145,64.5730736697721,67.4744875404612,392.537502161863,875.298339961578,26.3409224133284
"219","North Dakota","NDA","74","7",26,-100.45941516,47.44750073,19.45860229193,-10.0684163436391,232.837142884498,39.969198005028,552.851346933617,552.92661238527,5.15675555397482,483.306965587342,64.1165878744686,0.449886463692083,4035.12924528302,260.870253175871,70.0529558189743,71.2819366135857,316.675618862008,1144.92343726065,23.9240566037736
"220","Nebraska","NEB","74","7",25,-99.79214758,41.52790501,22.4423026226413,-2.92873742326613,280.923435924899,45.3797384225169,792.823411663419,790.996566674017,9.74606258146225,635.598198950983,58.7375074472735,0.496132983661467,9267.31366171004,184.985873045745,45.6192578092033,67.7760116906814,180.374574496422,982.424769405242,20.0500697026022
"221","Nepal","NEP","40","4",11,83.938516,28.25300795,19.0703424220518,4.75864374704537,1404.07140915888,71.4464429624272,2056.40734514307,2101.37566435264,12.5843778158513,2175.95142967647,103.73522436937,10.3801938113001,1991.0422813393,314.511817132273,52.7413188975344,61.3041366864276,341.076919760755,569.365891975544,23.1991150442478
"222","Netherlands","NET","11","1",15,5.60098481,52.25357258,16.9088244778769,3.32954315486408,252.788899739583,172.694337754023,10.4899047028054,9.10797623273018,10.0578988109316,877.194586980911,16.3593363421304,0.110058915712649,1860.23278304171,434.477997169066,66.507775338848,61.479555108574,653.234286876207,531.040372212728,18.2289944956125
"223","Nevada","NEV","76","7",5,-116.6521158,39.35827473,22.8929351664641,-0.919261260956452,84.8052185458295,34.9980544868638,1684.12786957864,1688.23517645107,10.687558816198,245.281026938382,33.7551240772009,3.31519001987009,5996.66468494571,113.676308251743,23.7220322418213,78.3754641828866,122.658817775332,925.112461202285,18.6984258044506
"224","Norfolk Is.","NFK","50","5",0,166.14447719,-29.5504624,22.3145008087158,16.9360008239746,504.795989990234,340.434753417969,1.83933523250744,4.09000015258789,19.5044994354248,1593.53405761719,17.4939994812012,0.286062240600586,2438,389.666656494141,NA,NA,530.333312988281,209.776000976562,27
"225","Newfoundland","NFL","72","7",26,-56.02938217,48.71653404,14.0564792787186,-6.41994646631106,448.627965260515,320.644400271021,194.200451311745,202.436646670525,3.75722120795587,1543.09843873303,13.4807525287975,1.63102148656893,242.745677387336,330.824654794957,69.8673105587925,48.6396328028101,500.927537013144,799.989031427557,23.3426993257374
"226","Nigeria","NGA","22","2",3,8.10531839,9.59362459,29.8908391007674,24.3138078998397,685.663265159016,14.7032669589026,328.488013611713,329.911494351485,26.8949334185933,1220.97020168241,103.712435761572,0.745232775101384,12102.2413643079,112.120703948654,29.4266618229074,60.6304306860933,128.456721705748,215.242804972142,15.5467970977482
"227","Niger","NGR","22","2",4,9.39765057,17.42632347,33.0353932149355,19.189366590359,105.720585501739,0.169000690049337,463.137412941313,462.398391446047,27.0689061463471,127.171577877483,152.734500461271,0.344362261710748,14414.1905753968,65.7857252211431,19.1259059559565,77.5419916485922,40.0325068189285,550.125193653717,7.35186011904762
"228","Nicaragua","NIC","80","8",2,-85.03470963,12.839712,26.2999367134824,24.0628068859879,1042.50880199501,137.508224415841,215.7853609525,225.420038713041,25.1893016854614,2316.44039230938,66.7838263302194,1.69174584740818,3075.73950381679,359.795886308719,60.6834211349487,59.8362395213201,386.013725740947,85.9966330318796,26.6613390609508
"229","Netherlands Antilles","NLA","81","8",6,-68.69280777,12.18787645,27.3811254501343,25.5311250686646,311.067749023438,61.1083755493164,9.97506904602051,11.9062504768372,26.5078754425049,604.968353271484,67.4853744506836,0.364464294165373,4008.25,214.339286804199,36.8999996185303,73.1444435119629,261.833335876465,69.927375793457,25.34375
"230","Nansei-shoto","NNS","38","3",14,126.69988975,25.77340564,27.52057157244,18.5811429704939,768.395272391183,418.105965750558,39.0406281153361,43.7510715212141,23.1541788918631,2365.33520507812,27.8268571581159,1.12078405703817,1486.77082824707,295.900466918945,65.4130958557129,51.1920639038086,445.626190185547,354.389107840402,26.8229165077209
"231","Norway","NOR","10","1",27,14.07512794,64.44787198,11.1580021660332,-6.58749680107821,522.494138595609,246.141267814845,528.521636646516,528.846425552255,1.81055941490943,1562.03917544851,29.9829076787889,5.5745059480751,1060.53272628279,704.57379597729,85.25633137389,52.2667718259444,1560.58965548877,694.228384642104,23.1727235061443
"232","Nauru","NRU","60","6",0,166.9300834,-0.52207331,27.2468748092651,27.0467500686646,679.468139648438,478.353622436523,0.351800560951233,0.817499995231628,27.1472501754761,2295.5361328125,17.1436252593994,0.0388484538998455,3895,429.333343505859,64,55.3333320617676,653.333312988281,10.200749874115,26.75
"233","Nova Scotia","NSC","72","7",26,-63.30227022,45.14835243,16.8581474703601,-4.09949892504602,478.505331577399,329.468613844651,96.154568715529,106.343696792952,6.42424359688392,1568.23343338926,14.9757489424485,1.05197036038272,921.411008481626,278.849759928385,69.9696512858073,48.3465060763889,412.607712809245,822.552456847623,25.0634002096859
"234","New South Wales","NSW","50","5",4,147.01878749,-32.18031229,24.27669758764,10.1123921861828,175.049583364849,98.138163254434,286.270290965207,289.154448904315,17.3194027458103,539.374159461537,22.6508823578558,1.03921657262584,3775.96411856474,148.74027112325,39.0236876048294,68.9906954821418,223.161223692053,548.402222131229,18.4030811232449
"235","Northern Territory","NTA","50","5",4,133.36521379,-19.41428342,30.2223838004018,18.7700236004883,388.092675232517,13.6640769412156,300.243699893304,300.115767041351,25.213318457199,610.485180547388,93.9032204303263,0.373830587129368,3277.86228513947,58.2482339905612,23.5699444996247,71.0777901982714,100.286436392554,451.802216020992,15.2088416378113
"236","Niue","NUE","60","6",1,-169.86858677,-19.05190358,26.4277496337891,23.5722503662109,886.685974121094,425.992248535156,11.7998614311218,27.9150009155273,25.0184993743896,2689.7431640625,29.3057498931885,0.40986829996109,2782.75,455.708335876465,60.4583330154419,54.2083339691162,711.541656494141,112.613746643066,27.5625
"237","Nunavut","NUN","70","7",29,-88.91446901,71.04867652,4.30108307503097,-30.7151754774886,181.636885330512,39.9068163426444,318.664301512811,323.037074688835,-14.2554329178399,384.099058877903,61.738456065779,2.63632011191452,2230.30537523765,493.746139770435,64.9702803519156,63.0191066983189,835.369164431522,1386.20598922475,30.7393386575458
"238","New Caledonia","NWC","60","6",1,165.67184978,-21.29461419,24.8874648809433,19.3965039104223,786.094450950623,220.392723083496,177.818723145653,218.759452555329,22.2212967574596,1802.56374740601,49.374371111393,4.02077301312238,1396.66891891892,266.663934824418,66.4808774675642,53.2469810952946,454.236322402954,215.900227308273,23.1751125954293
"239","New Guinea","NWG","43","4",1,140.83232114,-5.34595233,23.949245404362,22.86039042791,1218.52332809232,641.319731113412,539.604800914721,556.424051806766,23.5063519450006,3514.90458830642,28.4521274934519,3.59975461531788,2071.10908956981,343.070889841542,74.3996732967837,51.7143319924054,920.340798463339,43.8632798938576,28.0134044883485
"240","New Hampshire","NWH","75","7",26,-71.5792793,43.68999511,18.7119411767698,-5.84364950773763,373.664223465265,277.468207265816,336.19957420561,351.055342449861,6.68987745397231,1327.05605540556,12.391345500946,3.0037889980218,1234.48106060606,632.632960085009,68.8545853661709,48.4546328685323,979.752329341701,951.943209180645,24.7017045454545
"241","New Jersey","NWJ","75","7",25,-74.66262909,40.18920093,23.2023869083352,1.41051712433157,343.073118444991,265.442430888137,69.3439910871437,72.7592119843992,12.3545958767199,1222.96610291363,12.0734246920233,0.650582386512462,1445.97395833333,403.538800609355,53.2091287106884,49.9311684588997,624.89958035216,845.262411875268,20.1302083333333
"242","New Mexico","NWM","77","7",7,-106.10768765,34.42306424,22.5189458865965,2.28535189337645,182.740434933827,46.8914341423509,1762.3439766379,1761.1729459496,12.4986287329625,393.257810298552,57.7133405718103,1.70424790982731,4691.39123376623,121.073623278632,28.6464659987982,75.8227701762214,134.649789637657,788.514834790105,18.8133116883117
"243","Northwest Territories","NWT","70","7",27,-118.98234351,66.33106742,10.4761684754124,-25.9344254229158,190.575236929021,49.5687252303834,346.581816631949,347.873447488761,-8.4374063538143,414.429930172075,55.9388221159585,1.51817211179508,859.426018139536,384.093777311833,61.3214503162487,61.987537901103,917.651417888908,1440.29281583227,32.4869155351573
"244","New York","NWY","75","7",26,-75.69458709,42.99492034,19.552605164447,-3.96899584946102,351.940551701507,241.677543274151,312.607677739461,322.964188236152,7.97842895016899,1210.32754539124,15.0383814762439,1.69470929834685,1488.5907409668,493.933909804287,65.1406561109755,53.9566891382611,689.496247306703,915.220013945745,25.2851851781209
"245","New Zealand North","NZN","51","5",15,175.72721777,-38.57756132,16.8080584044768,8.75882711352032,478.201136223624,302.073005105848,292.441231319606,308.000829706682,12.7159865537536,1540.63213412561,18.880866808312,2.7857703294988,1239.81521718717,358.981129087251,101.465276803937,54.0593883686,975.17634529903,312.55339827493,27.1939799331104
"246","New Zealand South","NZS","51","5",15,170.4796022,-44.02210596,12.4477672718073,3.15575083042112,550.379192302102,412.214354615462,594.48611073802,619.665869172466,7.92445725428039,1918.17010728936,14.2404004939293,7.04925630773467,1114.32223510742,515.809936283142,110.934513142103,55.6671083004769,1266.44882546573,358.857862447437,27.230578271028
"247","Free State","OFS","27","2",7,26.86433218,-28.61014393,21.671149745132,9.39040209919145,271.040478757489,33.0546381445754,1455.30009225946,1458.06502221737,16.1354096374867,593.091519229062,65.9675296080974,0.94951392800519,1904.09448160535,112.294430142916,31.41435399569,68.8536899273212,110.879716233474,484.359456237935,16.1390050167224
"248","Ogasawara-shoto","OGA","38","3",0,142.11780321,27.00808255,27.0534374713898,18.4853436946869,426.984313964844,206.263124465942,0.411357338540256,2.96843741892371,22.9598748683929,1372.69979858398,28.1130313873291,0.185745029353711,5216,NA,61,60.6666679382324,527.333312988281,338.036155700684,34.25
"249","Ohio","OHI","75","7",25,-82.70728238,40.41552797,22.3083439218513,-0.762218324393793,331.436981753526,206.423669046946,271.571837640578,273.994417216443,11.0387771226702,1051.85153308713,19.1819304276376,0.523126140286008,1668.4806599796,338.235388985515,56.6280417198682,59.9919829403397,313.611506441214,891.950105416829,24.7169368600683
"250","Oklahoma","OKL","74","7",14,-97.50981445,35.58437196,26.7310104605956,4.37794628504439,334.442636764031,138.891951417997,398.092690680505,399.573141201202,15.7402527100152,951.360487358647,36.8055379121713,0.584534413387086,2191.15268456376,198.587482293098,41.16718985589,64.6154377780118,177.47372112903,861.351521463999,21.3611577181208
"251","Oman","OMA","35","3",4,56.11008523,20.60235556,33.5541674474318,20.7776318854137,39.712205059927,3.49080814515566,267.384065741579,272.354337961255,27.6546485084859,68.1464685834209,95.5401849756607,0.904897832978026,11484.0521145493,79.6171590270604,18.1913046346532,81.1827732370568,56.9705512799457,498.648960513613,9.55382462686567
"252","Ontario","ONT","72","7",27,-85.83256685,50.07309622,16.2467074858837,-14.6326838973363,281.985832591521,116.786624546149,246.764287593784,248.20116974827,1.4539124601456,778.653541516426,37.0653168590252,0.382376178339691,1441.15400833832,499.921318518493,65.2921340237947,57.8677725560602,725.71089142491,1195.34127148438,32.4693642593012
"253","Oregon","ORE","73","7",7,-120.54087574,43.94031793,18.1471584561076,-0.0121419007024799,400.626783839807,65.0039592584759,1057.94308338473,1075.87849488028,8.6644881493012,906.266704472714,48.4320478750005,3.69133726863038,2133.08474382796,289.48982070456,51.1549496612303,64.5515587602453,433.869216046663,712.467646637415,25.2718617744607
"254","Pakistan","PAK","40","4",4,68.78919432,29.35662229,30.8772655802894,12.5576912494861,203.823829267118,28.0696793552432,734.964611328685,729.293862714111,22.5983305149082,379.684740875576,95.0540155777344,2.32274280918249,5001.54572951626,95.9864734468006,22.2355079646101,78.7342941612901,87.2422323871949,720.468313073969,17.7661159263272
"255","Palestine","PAL","34","3",4,36.37619652,31.30791811,27.2324089404926,9.94716897202496,114.088047353467,0.722869975580108,650.329477527023,652.123228257625,19.076370601079,183.127954578879,94.0592668811281,1.32708312520505,8009.62757634943,79.9791629355671,22.3745879433972,79.0592549993918,79.1002610612493,683.740762988527,18.9919696946578
"256","Panama","PAN","80","8",2,-80.10899702,8.50542914,25.1565156025546,23.9107086786202,1263.18748256138,220.663208748613,286.402917199772,311.656115617071,24.5048683243138,3258.38019725255,53.5068392753601,3.23845969366708,5699.70253647558,348.539353324272,61.1763673112199,53.8990641825908,422.935131918417,49.3612509880747,26.6058222915953
"257","Paraguay","PAR","85","8",3,-58.39095073,-23.23612804,27.2270994314361,19.1007561040094,483.533792545406,142.123813352156,163.211371989946,164.430688401894,23.5644986123294,1306.80201452627,47.5828463126094,0.332228827873141,2981.56536697248,161.222011325596,42.8638995211642,60.8189010161895,197.02359760273,327.713989318029,20.4061066513761
"258","Prince Edward I.","PEI","72","7",26,-63.24493638,46.39620383,17.2523926326207,-5.64117859091078,370.085271562849,263.737134116037,19.4500045776367,23.872232062476,5.74751782417297,1236.47828892299,13.5760000092643,0.430668912295784,1469.26470588235,257.647842407227,61.5987518310547,53.2475280761719,318.456024169922,895.813328334263,20.1593137628892
