,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
2015,64496-1,Galanthus nivalis,Galanthus nivalis,64496-1,Species,Galanthus nivalis,,,"Galanthus nivalis,Galanthus nivalis as 'snowdrop',Galanthus nivalis var. gracilis",Galanthus nivalis,,Galanthus nivalis,,,Galanthus nivalis L.,Galanthus nivalis L. ,"['Useful Plants Data', 'LITTOX', 'en_wiki:fr_wiki', 'CPCS', 'TPPT', 'CliniTox']"
2016,66165-1,Narcissus poeticus,Narcissus poeticus,66165-1,Species,Narcissus poeticus,,,"Narcissus poeticus,Narcissus poeticus var. ornatus",,,,,,Narcissus poeticus L.,,"['Useful Plants Data', 'LITTOX', 'TPPT']"
2017,66177-1,Narcissus pseudonarcissus,Narcissus pseudonarcissus,66177-1,Species,Narcissus pseudonarcissus,,,"Narcissus pseudo-narcissus,Narcissus pseudonarcissus,Narcissus pseudonarcissus as 'daffodil',Narcissus pseudonarcissus as 'pseudo narcissus'"," N. poëticus,Narcissus pseudonarcissus",,,,,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus L. ,"['Useful Plants Data', 'LITTOX', 'fr_wiki', 'TPPT', 'CliniTox']"
2018,6630-2,Agave parvidentata,Agave parvidentata,6630-2,Species,Agave parvidentata,,,,,,,,,,,['Useful Plants Data']
2019,66345-2,Corydalis aurea,Corydalis aurea,66345-2,Species,Corydalis aurea,,,"Corydalis aurea,Corydalis aureus",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2020,66361-2,Corydalis caseana,Corydalis caseana,66361-2,Species,Corydalis caseana,,,"Capnoides caseana,Corydalis caseana",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2021,664107-1,Areca catechu,Areca catechu,664107-1,Species,Areca catechu, <b>Use</b>: <em>Poisons</em>.,Areca catechu,"Areca catechu,Areca catechu as 'betel nut',Areca catechu as 'betel'",Areca catechu,,,,Areca catechu,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:664107-1)', 'LITTOX', 'en_wiki', 'USDA(Duke)']"
2022,664257-1,Arenga microcarpa,Arenga microcarpa,664257-1,Species,Arenga microcarpa,,,Arenga microcarpa,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2023,664261-1,Arenga pinnata,Arenga pinnata,664261-1,Species,Arenga pinnata,,,Arenga pinnata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2024,664265-1,Arenga tremula,Arenga tremula,664265-1,Species,Arenga tremula,,,,,,,,,,,['Useful Plants Data']
2025,664266-1,Arenga undulatifolia,Arenga undulatifolia,664266-1,Species,Arenga undulatifolia,,,,,,,,,,,['Useful Plants Data']
2026,664267-1,Arenga westerhoutii,Arenga westerhoutii,664267-1,Species,Arenga westerhoutii,,,,,,,,,,,['Useful Plants Data']
2027,665011-1,Calamus caesius,Calamus caesius,665011-1,Species,Calamus caesius,,,,,,,,,,,['Useful Plants Data']
2028,665046-1,Calamus didymophyllus,Calamus didymophyllus,665046-1,Species,Calamus didymophyllus,,,,,,,,,,,['Useful Plants Data']
2029,665074-1,Calamus erinaceus,Calamus erinaceus,665074-1,Species,Calamus erinaceus,,,,,,,,,,,['Useful Plants Data']
2030,665103-1,Calamus geniculatus,Calamus geniculatus,665103-1,Species,Calamus geniculatus,,,,,,,,,,,['Useful Plants Data']
2031,66528-1,Pancratium zeylanicum,Pancratium zeylanicum,66528-1,Species,Pancratium zeylanicum,,,,,,,,,,,['Useful Plants Data']
2032,665614-1,Caryota maxima,Caryota maxima,665614-1,Species,Caryota maxima,,,Caryota ochlandra,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2033,665616-1,Caryota mitis,Caryota mitis,665616-1,Species,Caryota mitis, <b>Use</b>: <em>Poisons</em>.,Caryota mitis,"Caryota furfuracea,Caryota griffithii,Caryota mitis",,,Caryota mitis,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:665616-1)', 'LITTOX', 'CPCS']"
2034,665630-1,Caryota rumphiana,Caryota rumphiana,665630-1,Species,Caryota rumphiana,,,Caryota rumphiana,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2035,665636-1,Caryota urens,Caryota urens,665636-1,Species,Caryota urens, <b>Use</b>: <em>Poisons</em>.,Caryota urens,Caryota urens,,,Caryota urens,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:665636-1)', 'LITTOX', 'CPCS']"
2036,666160-1,Cocos nucifera,Cocos nucifera,666160-1,Species,Cocos nucifera, <b>Use</b>: <em>Poisons</em>.,Cocos nucifera,Cocos nucifera,,,,,Cocos nucifera,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:666160-1)', 'LITTOX', 'USDA(Duke)']"
2037,666349-1,Corypha utan,Corypha utan,666349-1,Species,Corypha utan,,,Corypha elata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2038,66645-1,Proiphys amboinensis,Proiphys amboinensis,66645-1,Species,Proiphys amboinensis,,,,,,,,,,,['Useful Plants Data']
2039,666802-1,Elaeis guineensis,Elaeis guineensis,666802-1,Species,Elaeis guineensis, <b>Use</b>: <em>Poisons</em>.,Elaeis guineensis,Elaeis guineensis,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:666802-1)', 'LITTOX']"
2040,66765-1,Scadoxus multiflorus,Scadoxus multiflorus,66765-1,Species,Scadoxus multiflorus,,,"Haemanthus multiflorus,Scadoxus multiflorus",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2041,66769-1,Scadoxus puniceus,Scadoxus puniceus,66769-1,Species,Scadoxus puniceus,,,"Haemanthus magnificus,Haemanthus natalensis,Haemanthus puniceus,Scadoxus puniceus",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2042,668068-1,Livistona saribus,Livistona saribus,668068-1,Species,Livistona saribus,,,,,,,,,,,['Useful Plants Data']
2043,668244-1,Metroxylon sagu,Metroxylon sagu,668244-1,Species,Metroxylon sagu,,,Metroxylon sagu,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2044,668568-1,Orania decipiens,Orania decipiens,668568-1,Species,Orania decipiens,,,,,,,,,,,['Useful Plants Data']
2045,668580-1,Orania palindan,Orania palindan,668580-1,Species,Orania palindan,,,,,,,,,,,['Useful Plants Data']
2046,668588-1,Orania sylvicola,Orania sylvicola,668588-1,Species,Orania sylvicola, <b>Use</b>:  for house thatching. Fruits are said to be <em>poisonous</em>.,Orania sylvicola,,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:668588-1)']"
2047,669512-1,Raphia hookeri,Raphia hookeri,669512-1,Species,Raphia hookeri,,,,,,,,,,,['Useful Plants Data']
2048,669541-1,Raphia vinifera,Raphia vinifera,669541-1,Species,"Raphia mambillensis,Raphia vinifera",,,Raphia vinifera,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2049,670254-1,Wallichia disticha,Wallichia disticha,670254-1,Species,Wallichia disticha,,,Wallichia disticha,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2050,671710-1,Argemone ochroleuca,Argemone ochroleuca,671710-1,Species,Argemone ochroleuca,,,"Argemone intermedia,Argemone mexicana var. ochroleuca,Argemone ochroleuca,Argemone ochroleuca subsp. ochroleuca",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2051,672228-1,Corydalis flavula,Corydalis flavula,672228-1,Species,Corydalis flavula,,,Corydalis flavula,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2052,672637-1,Dicentra canadensis,Dicentra canadensis,672637-1,Species,Dicentra canadensis,,,"Bikukulla canadensis,Dicentra canadensis",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2053,672639-1,Dicentra cucullaria,Dicentra cucullaria,672639-1,Species,Dicentra cucullaria,,,"Bikukulla cucullaria,Dicentra cucullaria",Dicentra cucullaria,,,,,,,"['Useful Plants Data', 'LITTOX', 'en_wiki']"
2054,673167-1,Glaucium flavum,Glaucium flavum,673167-1,Species,Glaucium flavum,,,"Glaucium flavum,Glaucium luteum",,,,,Glaucium flavum,Glaucium flavum Crantz,,"['Useful Plants Data', 'LITTOX', 'USDA(Duke)', 'TPPT']"
2055,673724-1,Papaver somniferum,Papaver somniferum,673724-1,Species,Papaver somniferum, <b>Use</b>: <em>Poisons</em>.,Papaver somniferum,"Papaver somniferum,Papaver somniferum as 'oeillette',Papaver somniferum as 'opium poppy',Papaver somniferum as 'opium',Papaver somniferum ssp. somniferum,Papaver somniferum subsp. hortensis,Papaver somniferum var. paeoniflorum",Papaver somniferum,,Papaver somniferum,,Papaver somniferum,Papaver somniferum L.,Papaver somniferum L. ,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:673724-1)', 'LITTOX', 'fr_wiki:hu_wiki', 'CPCS', 'USDA(Duke)', 'TPPT', 'CliniTox']"
2056,67382-1,Ampelocissus multistriata,Ampelocissus multistriata,67382-1,Species,Ampelocissus multistriata,,,,,,,,,,,['Useful Plants Data']
2057,673993-1,Sanguinaria canadensis,Sanguinaria canadensis,673993-1,Species,Sanguinaria canadensis,,,Sanguinaria canadensis,Sanguinaria canadensis,,Sanguinaria canadensis,,,,,"['Useful Plants Data', 'LITTOX', 'en_wiki', 'CPCS']"
2058,674060-1,Adenia cissampeloides,Adenia cissampeloides,674060-1,Species,Adenia cissampeloides,,,,,,,,,,,['Useful Plants Data']
2059,674071-1,Adenia digitata,Adenia digitata,674071-1,Species,Adenia digitata,,,"Adenia digitata,Modecca digitata",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2060,674077-1,Adenia ellenbeckii,Adenia ellenbeckii,674077-1,Species,Adenia ellenbeckii, <b>Use</b>: Plant <em>poisonous</em> and used to treat wounds in traditional,Adenia ellenbeckii,Adenia vitifolia,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:674077-1)', 'LITTOX']"
2061,674088-1,Adenia gracilis,Adenia gracilis,674088-1,Species,Adenia gracilis,,,,,,,,,,,['Useful Plants Data']
2062,674091-1,Adenia gummifera,Adenia gummifera,674091-1,Species,Adenia gummifera,,,Adenia gummifera,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2063,674098-1,Adenia heterophylla,Adenia heterophylla,674098-1,Species,Adenia heterophylla,,,,,,,,,,,['Useful Plants Data']
2064,674099-1,Adenia hondala,Adenia hondala,674099-1,Species,Adenia hondala,,,"Adenia palmata,Modecca palmata",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2065,674115-1,Adenia lobata,Adenia lobata,674115-1,Species,Adenia lobata,,,Adenia lobata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2066,674122-1,Adenia macrophylla,Adenia macrophylla,674122-1,Species,Adenia macrophylla,,,,,,,,,,,['Useful Plants Data']
2067,674169-1,Adenia rumicifolia,Adenia rumicifolia,674169-1,Species,Adenia rumicifolia,,,,,,,,,,,['Useful Plants Data']
2068,674203-1,Adenia volkensii,Adenia volkensii,674203-1,Species,Adenia volkensii,,,Adenia volkensii,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2069,674212-1,Androsiphonia adenostegia,Androsiphonia adenostegia,674212-1,Species,Androsiphonia adenostegia,,,,,,,,,,,['Useful Plants Data']
2070,675132-1,Passiflora laurifolia,Passiflora laurifolia,675132-1,Species,Passiflora laurifolia, <b>Use</b>: <em>Poisons</em>.,Passiflora laurifolia,Passiflora laurifolia,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:675132-1)', 'LITTOX']"
2071,67522-1,Cissus aristata,Cissus aristata,67522-1,Species,Cissus aristata,,,,,,,,,,,['Useful Plants Data']
2072,675390-1,Passiflora quadrangularis,Passiflora quadrangularis,675390-1,Species,Passiflora quadrangularis, <b>Use</b>: <em>Poisons</em>.,Passiflora quadrangularis,"Granadilla quadrangularis,Passiflora macrocarpa,Passiflora quadrangularis,Passiflora quadrangularis var. sulcata,Passiflora tetragona",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:675390-1)', 'LITTOX']"
2073,675494-1,Passiflora subpeltata,Passiflora subpeltata,675494-1,Species,Passiflora subpeltata, <b>Use</b>: <em>Poisons</em>.,Passiflora subpeltata,"Passiflora alba,Passiflora subpeltata",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:675494-1)', 'LITTOX']"
2074,6755-2,Agave utahensis,Agave utahensis,6755-2,Species,Agave utahensis,,,Agave utahensis,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2075,675971-1,Sesamum indicum,Sesamum indicum,675971-1,Species,Sesamum indicum, <b>Use</b>: <em>Poisons</em>.,Sesamum indicum,"Sesamum indicum,Sesamum orientale,Sesamum orientale as 'sesame'",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:675971-1)', 'LITTOX']"
2076,675994-1,Sesamum radiatum,Sesamum radiatum,675994-1,Species,Sesamum radiatum,,,Sesamum radiatum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2077,676348-1,Phytolacca dioica,Phytolacca dioica,676348-1,Species,Phytolacca dioica, <b>Use</b>: <em>Poisons</em>.,Phytolacca dioica,Phytolacca dioica,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:676348-1)', 'LITTOX']"
2078,676349-1,Phytolacca dodecandra,Phytolacca dodecandra,676349-1,Species,Phytolacca dodecandra,,,"Phytolacca abyssinica,Phytolacca dodecandra,Pircunia abyssinica",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2079,67840-1,Cissus palmatifida,Cissus palmatifida,67840-1,Species,Cissus palmatifida,,,,,,,,,,,['Useful Plants Data']
2080,67881-1,Cissus producta,Cissus producta,67881-1,Species,Cissus producta,,,,,,,,,,,['Useful Plants Data']
2081,67898-1,Cissus quadrangularis,Cissus quadrangularis,67898-1,Species,Cissus quadrangularis,,,"Cissus quadrangularis,Vitis quadrangularis",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2082,6793-2,Agave wocomahi,Agave wocomahi,6793-2,Species,Agave wocomahi,,,,,,,,,,,['Useful Plants Data']
2083,680605-1,Piper betle,Piper betle,680605-1,Species,Piper betle,,,"Piper betel,Piper betle",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2084,680850-1,Piper celtidiforme,Piper celtidiforme,680850-1,Species,Piper celtidiforme,,,,,,,,,,,['Useful Plants Data']
2085,68099-1,Cyphostemma cymosum,Cyphostemma cymosum,68099-1,Species,Cyphostemma cymosum,,,,,,,,,,,['Useful Plants Data']
2086,6811-2,Ageratina adenophora,Ageratina adenophora,6811-2,Species,Ageratina adenophora,,,"Ageratina adenophora,Eupatorium adenophorum",,,Eupatorium adenophorum,,,,,"['Useful Plants Data', 'LITTOX', 'CPCS']"
2087,6815-2,Ageratina altissima,Ageratina altissima,6815-2,Species,Ageratina altissima, <b>Use</b>: <em>Poisons</em>.,Ageratina altissima,"Ageratina altissima,Ageratum altissimum,Eupatorium rugosum as 'white snakeroot',Eupatorium urticifolium",Ageratina altissima,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:6815-2)', 'LITTOX', 'en_wiki']"
2088,681598-1,Piper guineense,Piper guineense,681598-1,Species,Piper guineense,,,Piper guineense,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2089,681890-1,Piper lanatum,Piper lanatum,681890-1,Species,Piper caninum,,,,,,,,,,,['Useful Plants Data']
2090,681965-1,Piper leucophyllum,Piper leucophyllum,681965-1,Species,Piper leucophyllum,,,,,,,,,,,['Useful Plants Data']
2091,682369-1,Piper nigrum,Piper nigrum,682369-1,Species,Piper nigrum, <b>Use</b>: <em>Poisons</em>.,Piper nigrum,"Piper nigrum,Piper nigrum as 'black pepper',Piper nigrum as 'white pepper'",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:682369-1)', 'LITTOX']"
2092,683079-1,Piper retrofractum,Piper retrofractum,683079-1,Species,Piper retrofractum,,,Piper retrofractum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2093,68349-1,Leea rubra,Leea rubra,68349-1,Species,Leea rubra,,,Leea rubra,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2094,684465-1,Pittosporum ferrugineum,Pittosporum ferrugineum,684465-1,Species,Pittosporum ferrugineum,,,Pittosporum ferrugineum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2095,684651-1,Pittosporum pullifolium,Pittosporum pullifolium,684651-1,Species,Pittosporum pullifolium,,,,,,,,,,,['Useful Plants Data']
2096,685486-1,Plantago ovata,Plantago ovata,685486-1,Species,Plantago ovata,,,Plantago ovata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2097,687056-1,Plumbago auriculata,Plumbago auriculata,687056-1,Species,Plumbago auriculata, <b>Use</b>: <em>Poisons</em>.,Plumbago auriculata,"Plumbago auriculata,Plumbago capensis",,,,Plumbago auriculata,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:687056-1)', 'LITTOX', 'UCANR']"
2098,687068-1,Plumbago europaea,Plumbago europaea,687068-1,Species,Plumbago europaea,,,Plumbago europaea,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2099,687077-1,Plumbago indica,Plumbago indica,687077-1,Species,Plumbago indica,,,"Plumbago indica,Plumbago rosea",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2100,687109-1,Plumbago zeylanica,Plumbago zeylanica,687109-1,Species,Plumbago zeylanica, <b>Use</b>: <em>Poisons</em>.,Plumbago zeylanica,"Plumbago scandens,Plumbago zeylanica",Plumbago zeylanica,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:687109-1)', 'LITTOX', 'bn_wiki']"
2101,691413-1,Polygala erioptera,Polygala erioptera,691413-1,Species,Polygala erioptera,,,,,,,,,,,['Useful Plants Data']
2102,692171-1,Polygala rarifolia,Polygala rarifolia,692171-1,Species,Polygala rarifolia,,,,,,,,,,,['Useful Plants Data']
2103,692266-1,Polygala sanguinea,Polygala sanguinea,692266-1,Species,Polygala sanguinea,,,Polygala sanguinea,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2104,692707-1,Securidaca inappendiculata,Securidaca inappendiculata,692707-1,Species,Securidaca inappendiculata,,,,,,,,,,,['Useful Plants Data']
2105,692714-1,Securidaca longepedunculata,Securidaca longepedunculata,692714-1,Species,Securidaca longepedunculata,,,"Lophostylis angustifolia,Securidaca longepedunculata",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2106,692742-1,Securidaca philippinensis,Securidaca philippinensis,692742-1,Species,Securidaca philippinensis,,,,,,,,,,,['Useful Plants Data']
2107,692837-1,Xanthophyllum flavescens,Xanthophyllum flavescens,692837-1,Species,Xanthophyllum flavescens,,,,,,,,,,,['Useful Plants Data']
2108,694526-1,Fagopyrum esculentum,Fagopyrum esculentum,694526-1,Species,Fagopyrum esculentum, <b>Use</b>: <em>Poisons</em>.,Fagopyrum esculentum,"Fagopyrum esculentum,Fagopyrum esculentum as 'buckwheat',Fagopyrum esculentum as 'sarrasin',Fagopyrum sagittatum,Fagopyrum vulgare,Polygonum fagopyrum",,,,,,Fagopyrum esculentum Moench,"Fagopyrum esculentum Moench ,Polygonum fagopyrum L. ","['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:694526-1)', 'LITTOX', 'TPPT', 'CliniTox']"
2109,69456-1,Comocladia dodonaea,Comocladia dodonaea,69456-1,Species,Comocladia dodonaea,,,Comocladia dodonaea,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2110,694917-1,Persicaria barbata,Persicaria barbata,694917-1,Species,Persicaria barbata,,,,,,,,,,,['Useful Plants Data']
2111,69498-1,Cotinus coggygria,Cotinus coggygria,69498-1,Species,Cotinus coggygria,,,"Cotinus coggygria,Rhus cotinus",,,Rhus cotinus,Cotinus coggygria,,,,"['Useful Plants Data', 'LITTOX', 'CPCS', 'UCANR']"
2112,695031-1,Persicaria lanigera,Persicaria lanigera,695031-1,Species,Persicaria lanigera,,,Polygonum lanigerum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2113,695052-1,Persicaria maculosa,Persicaria maculosa,695052-1,Species,Persicaria maculosa, <b>Use</b>: <em>Poisons</em>.,Persicaria maculosa,"Persicaria maculosa,Polygonum persicaria,Polygonum persicaria as 'redshank'",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:695052-1)', 'LITTOX']"
2114,695151-1,Persicaria senegalensis,Persicaria senegalensis,695151-1,Species,Persicaria senegalensis,,,,,,,,,,,['Useful Plants Data']
2115,695422-1,Polygonum aviculare,Polygonum aviculare,695422-1,Species,Polygonum aviculare, <b>Use</b>: <em>Poisons</em>.,Polygonum aviculare,Polygonum aviculare,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:695422-1)', 'LITTOX']"
2116,69546-1,Dracontomelon dao,Dracontomelon dao,69546-1,Species,Dracontomelon dao,,,,,,,,,,,['Useful Plants Data']
2117,69609-1,Gluta aptera,Gluta aptera,69609-1,Species,Gluta aptera,,,,,,,,,,,['Useful Plants Data']
2118,69617-1,Gluta curtisii,Gluta curtisii,69617-1,Species,Gluta curtisii,,,,,,,,,,,['Useful Plants Data']
2119,69619-1,Gluta elegans,Gluta elegans,69619-1,Species,Gluta elegans,,,,,,,,,,,['Useful Plants Data']
2120,69635-1,Gluta pubescens,Gluta pubescens,69635-1,Species,Gluta pubescens,,,,,,,,,,,['Useful Plants Data']
2121,69636-1,Gluta renghas,Gluta renghas,69636-1,Species,Gluta renghas,,,Gluta renghas,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2122,69642-1,Gluta torquata,Gluta torquata,69642-1,Species,Gluta torquata,,,,,,,,,,,['Useful Plants Data']
2123,69646-1,Gluta velutina,Gluta velutina,69646-1,Species,Gluta velutina,,,,,,,,,,,['Useful Plants Data']
2124,69648-1,Gluta wallichii,Gluta wallichii,69648-1,Species,Gluta wallichii,,,"Gluta wallichii,Melanorrhoea wallichii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2125,696786-1,Rheum rhaponticum,Rheum rhaponticum,696786-1,Species,Rheum rhaponticum, <b>Use</b>: <em>Poisons</em>.,Rheum rhaponticum,"Rheum rhaponticum,Rheum undulatum",Rheum rhaponticum,Rheum rhaponticum,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:696786-1)', 'LITTOX', 'en_wiki', 'Cornell CALS']"
2126,696955-1,Rumex brownii,Rumex brownii,696955-1,Species,Rumex brownii,,,Rumex brownii,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2127,69758-1,Lannea coromandelica,Lannea coromandelica,69758-1,Species,Lannea coromandelica,,,"Lannea grandis,Odina wodier",,,,,,,,"['Useful Plants Data', 'LITTOX']"
2128,69804-1,Lannea schweinfurthii,Lannea schweinfurthii,69804-1,Species,Lannea schweinfurthii,,,,,,,,,,,['Useful Plants Data']
2129,69869-1,Loxopterygium sagotii,Loxopterygium sagotii,69869-1,Species,Loxopterygium sagotii,,,,,,,,,,,['Useful Plants Data']
2130,69885-1,Mangifera caesia,Mangifera caesia,69885-1,Species,Mangifera caesia,,,Mangifera caesia,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2131,69898-1,Mangifera foetida,Mangifera foetida,69898-1,Species,Mangifera foetida,,,,,,,,,,,['Useful Plants Data']
2132,69913-1,Mangifera indica,Mangifera indica,69913-1,Species,Mangifera indica, <b>Use</b>: <em>Poisons</em>.,Mangifera indica,"Mangifera indica,Mangifera indica as 'mango'",Mangifera indica,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:69913-1)', 'LITTOX', 'en_wiki']"
2133,69943-1,Mangifera odorata,Mangifera odorata,69943-1,Species,Mangifera odorata,,,Mangifera odorata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
2134,70027983-1,Sarga purpureosericea,Sarga purpureosericea,70027983-1,Species,Sorghum purpureosericeum,,,,,,,,,,,['Useful Plants Data']
